@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,6.0,A32,A46,1538.0,A61,A72,1.0,A92,A101,2.0,A124,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,11.0,A32,A42,1577.0,A64,A72,4.0,A92,A101,1.0,A121,20.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A34,A42,1295.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,21.0,A32,A43,3357.0,A64,A72,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,48.0,A34,A43,3578.0,A65,A75,4.0,A93,A101,1.0,A121,47.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,36.0,A34,A41,5711.0,A64,A75,4.0,A93,A101,2.0,A123,38.0,A143,A152,2.0,A174,1.0,A192,A201,1
A12,12.0,A34,A40,1995.0,A62,A72,4.0,A93,A101,1.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A43,1498.0,A61,A73,4.0,A92,A101,1.0,A123,23.0,A141,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A34,A43,2611.0,A61,A75,4.0,A94,A102,3.0,A121,46.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A32,A40,1884.0,A61,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,12.0,A34,A43,618.0,A61,A75,4.0,A93,A101,4.0,A121,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,12.0,A32,A43,2930.0,A61,A74,2.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A34,A40,2022.0,A61,A73,4.0,A92,A101,4.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,6.0,A32,A45,454.0,A61,A72,3.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A172,1.0,A191,A201,1
A11,12.0,A32,A42,1620.0,A61,A73,2.0,A92,A102,3.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,1240.0,A65,A75,4.0,A92,A101,2.0,A121,38.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,30.0,A34,A43,3077.0,A65,A75,3.0,A93,A101,2.0,A123,40.0,A143,A152,2.0,A173,2.0,A192,A201,1
A14,15.0,A32,A42,2221.0,A63,A73,2.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,12.0,A34,A40,2122.0,A61,A73,3.0,A93,A101,2.0,A121,39.0,A143,A151,2.0,A172,2.0,A191,A202,1
A14,24.0,A32,A43,3181.0,A61,A72,4.0,A92,A101,4.0,A122,26.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,30.0,A32,A43,2522.0,A61,A75,1.0,A93,A103,3.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,A201,1
A12,12.0,A32,A43,625.0,A61,A72,4.0,A94,A103,1.0,A121,26.0,A141,A152,1.0,A172,1.0,A191,A201,1
A13,12.0,A31,A43,409.0,A64,A73,3.0,A92,A101,3.0,A121,42.0,A143,A151,2.0,A173,1.0,A191,A201,1
A11,12.0,A34,A41,1526.0,A61,A75,4.0,A93,A101,4.0,A124,66.0,A143,A153,2.0,A174,1.0,A191,A201,1
A14,48.0,A34,A49,7629.0,A65,A75,4.0,A91,A101,2.0,A123,46.0,A141,A152,2.0,A174,2.0,A191,A201,1
A14,24.0,A32,A40,1393.0,A61,A73,2.0,A93,A103,2.0,A121,31.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,48.0,A32,A46,7476.0,A61,A74,4.0,A93,A101,1.0,A124,50.0,A143,A153,1.0,A174,1.0,A192,A201,1
A14,6.0,A34,A40,2080.0,A63,A73,1.0,A94,A101,2.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,36.0,A32,A43,4795.0,A61,A72,4.0,A92,A101,1.0,A124,30.0,A143,A152,1.0,A174,1.0,A192,A201,1
A11,6.0,A32,A40,662.0,A61,A72,3.0,A93,A101,4.0,A121,41.0,A143,A152,1.0,A172,2.0,A192,A201,1
A12,11.0,A33,A43,4771.0,A61,A74,2.0,A93,A101,4.0,A122,51.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A31,A42,3349.0,A63,A72,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,2.0,A192,A201,2
A14,24.0,A32,A43,2397.0,A63,A75,3.0,A93,A101,2.0,A123,35.0,A141,A152,2.0,A173,1.0,A192,A201,2
A12,24.0,A30,A49,4241.0,A61,A73,1.0,A93,A101,4.0,A121,36.0,A143,A152,3.0,A172,1.0,A192,A201,2
A14,24.0,A32,A43,3621.0,A62,A75,2.0,A93,A101,4.0,A123,31.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,27.0,A34,A43,2520.0,A63,A73,4.0,A93,A101,2.0,A122,23.0,A143,A152,2.0,A172,1.0,A191,A201,2
A14,6.0,A32,A42,4611.0,A61,A72,1.0,A92,A101,4.0,A122,32.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A34,A46,1864.0,A62,A73,4.0,A92,A101,2.0,A121,30.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,24.0,A32,A43,5943.0,A65,A72,1.0,A92,A101,1.0,A123,44.0,A143,A152,2.0,A173,1.0,A192,A201,2
A11,18.0,A32,A40,976.0,A61,A72,1.0,A92,A101,2.0,A123,23.0,A143,A152,1.0,A172,1.0,A191,A201,2
A12,48.0,A34,A42,5096.0,A61,A73,2.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,2
A11,45.0,A30,A49,11816.0,A61,A75,2.0,A93,A101,4.0,A123,29.0,A143,A151,2.0,A173,1.0,A191,A201,2
A13,15.0,A32,A43,2327.0,A61,A72,2.0,A92,A101,3.0,A121,25.0,A143,A152,1.0,A172,1.0,A191,A201,2
A14,48.0,A34,A40,10127.0,A63,A73,2.0,A93,A101,2.0,A124,44.0,A141,A153,1.0,A173,1.0,A191,A201,2
A12,9.0,A34,A46,1501.0,A61,A75,2.0,A92,A101,3.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,2
A12,48.0,A32,A42,9960.0,A61,A72,1.0,A92,A101,2.0,A123,26.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,36.0,A34,A42,6229.0,A61,A72,4.0,A92,A102,4.0,A124,23.0,A143,A151,2.0,A172,1.0,A192,A201,2
A11,30.0,A32,A42,3108.0,A61,A72,2.0,A91,A101,4.0,A122,31.0,A143,A152,1.0,A172,1.0,A191,A201,2
A11,12.0,A32,A40,759.0,A61,A74,4.0,A93,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,18.0,A34,A45,1190.0,A61,A71,2.0,A92,A101,4.0,A124,55.0,A143,A153,3.0,A171,2.0,A191,A201,2
A11,12.0,A34,A40,4843.0,A61,A75,3.0,A93,A102,4.0,A122,43.0,A143,A151,2.0,A173,1.0,A192,A201,2
A12,9.0,A32,A43,1670.0,A61,A72,4.0,A92,A101,2.0,A123,22.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,9.0,A32,A40,1422.0,A61,A72,3.0,A93,A101,2.0,A124,27.0,A143,A153,1.0,A174,1.0,A192,A201,2
A11,36.0,A32,A40,9271.0,A61,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A192,A201,2
A14,24.0,A32,A49,4591.0,A64,A73,2.0,A93,A101,3.0,A122,54.0,A143,A152,3.0,A174,1.0,A192,A201,2
A11,18.0,A32,A46,750.0,A61,A71,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A171,1.0,A191,A201,2
A12,12.0,A32,A43,766.0,A63,A73,4.0,A93,A101,3.0,A121,66.0,A143,A152,1.0,A172,1.0,A191,A201,2
A14,36.0,A33,A49,7980.0,A65,A72,4.0,A93,A101,4.0,A123,27.0,A143,A151,2.0,A173,1.0,A192,A201,2
A12,60.0,A32,A46,6288.0,A61,A73,4.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,1.0,A191,A201,2
A11,24.0,A32,A40,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,36.0,A33,A40,8086.0,A62,A75,2.0,A93,A101,4.0,A123,42.0,A143,A152,4.0,A174,1.0,A192,A201,2
A11,24.0,A32,A40,1381.0,A65,A73,4.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A33,A42,1808.0,A61,A74,4.0,A92,A101,1.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,21.0,A31,A40,1647.0,A65,A73,4.0,A93,A101,2.0,A122,40.0,A143,A152,2.0,A172,2.0,A191,A201,2
A13,24.0,A34,A40,1344.0,A65,A74,4.0,A93,A101,2.0,A121,37.0,A141,A152,2.0,A172,2.0,A191,A201,2
A14,36.0,A33,A49,9572.0,A61,A72,1.0,A91,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,21.0,A32,A49,1188.0,A61,A75,2.0,A92,A101,4.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,A201,2
A11,12.0,A32,A42,1282.0,A61,A73,2.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,24.0,A31,A42,6872.0,A61,A72,2.0,A91,A101,1.0,A122,55.0,A141,A152,1.0,A173,1.0,A192,A201,2
A11,12.0,A32,A48,902.0,A61,A74,4.0,A94,A101,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,2
A12,48.0,A30,A49,14421.0,A61,A73,2.0,A93,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,48.0,A32,A40,3931.0,A61,A74,4.0,A93,A101,4.0,A124,46.0,A143,A153,1.0,A173,2.0,A191,A201,2
A11,18.0,A32,A42,2462.0,A61,A73,2.0,A93,A101,2.0,A123,22.0,A143,A152,1.0,A173,1.0,A191,A201,2
A12,12.0,A32,A45,639.0,A61,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,2
