@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.032,0.025,0.017,0.048,0.09,0.106,0.102,0.121,0.124,0.153,0.213,0.254,0.269,0.28,0.189,0.148,0.216,0.242,0.299,0.334,0.379,0.396,0.523,0.691,0.787,0.834,0.92,1.0,0.899,0.646,0.597,0.436,0.3,0.229,0.187,0.092,0.183,0.174,0.245,0.241,0.252,0.318,0.168,0.068,0.119,0.183,0.188,0.111,0.031,0.014,0.014,0.011,0.006,0.004,0.007,0.001,0.005,0.004,0.0,0.006,M
0.034,0.026,0.04,0.057,0.053,0.109,0.171,0.168,0.186,0.266,0.319,0.355,0.312,0.196,0.178,0.279,0.287,0.397,0.56,0.694,0.797,0.745,0.82,0.926,0.881,0.881,0.93,0.996,0.858,0.607,0.393,0.246,0.164,0.114,0.096,0.008,0.07,0.094,0.089,0.113,0.087,0.102,0.196,0.226,0.181,0.201,0.169,0.104,0.05,0.014,0.013,0.012,0.004,0.005,0.006,0.005,0.004,0.002,0.0,0.003,M
0.037,0.042,0.05,0.025,0.06,0.025,0.096,0.099,0.142,0.185,0.222,0.265,0.251,0.229,0.156,0.186,0.239,0.334,0.523,0.668,0.777,0.793,0.794,0.913,0.95,0.984,1.0,0.947,0.824,0.625,0.418,0.321,0.266,0.22,0.159,0.056,0.095,0.17,0.122,0.128,0.039,0.133,0.233,0.247,0.196,0.198,0.157,0.092,0.055,0.019,0.017,0.013,0.003,0.002,0.006,0.002,0.002,0.002,0.003,0.003,M
0.045,0.052,0.084,0.069,0.118,0.258,0.216,0.348,0.334,0.287,0.492,0.655,0.692,0.78,0.746,0.944,1.0,0.887,0.802,0.782,0.521,0.405,0.396,0.391,0.325,0.32,0.327,0.277,0.442,0.203,0.379,0.295,0.198,0.234,0.131,0.418,0.384,0.106,0.184,0.197,0.167,0.058,0.14,0.163,0.062,0.02,0.053,0.074,0.041,0.006,0.012,0.008,0.009,0.005,0.009,0.019,0.014,0.005,0.005,0.004,R
0.007,0.01,0.014,0.049,0.025,0.081,0.07,0.074,0.012,0.09,0.029,0.155,0.144,0.104,0.142,0.123,0.089,0.205,0.083,0.152,0.303,0.161,0.067,0.143,0.04,0.165,0.34,0.486,0.521,0.551,0.61,0.599,0.676,0.89,1.0,0.952,0.846,0.707,0.67,0.633,0.51,0.416,0.282,0.17,0.142,0.097,0.088,0.086,0.036,0.023,0.025,0.004,0.005,0.008,0.012,0.01,0.005,0.003,0.007,0.006,R
0.023,0.035,0.003,0.03,0.034,0.086,0.174,0.135,0.106,0.035,0.058,0.138,0.227,0.404,0.522,0.685,0.752,0.776,0.771,0.863,1.0,0.887,0.806,0.876,0.907,0.943,0.885,0.65,0.297,0.242,0.299,0.228,0.228,0.153,0.104,0.035,0.107,0.137,0.133,0.145,0.112,0.044,0.076,0.138,0.083,0.065,0.084,0.06,0.05,0.031,0.015,0.011,0.01,0.002,0.005,0.007,0.006,0.004,0.004,0.003,R
0.029,0.064,0.039,0.017,0.048,0.082,0.099,0.032,0.074,0.086,0.041,0.047,0.084,0.094,0.147,0.081,0.118,0.218,0.333,0.326,0.211,0.23,0.336,0.426,0.461,0.261,0.087,0.286,0.561,0.834,0.81,0.725,0.805,0.944,1.0,0.896,0.552,0.304,0.234,0.238,0.332,0.382,0.158,0.223,0.158,0.143,0.163,0.113,0.057,0.013,0.017,0.004,0.005,0.008,0.008,0.008,0.01,0.016,0.01,0.001,R
0.01,0.019,0.016,0.049,0.084,0.101,0.163,0.207,0.27,0.299,0.324,0.356,0.395,0.52,0.695,0.847,1.0,0.928,0.851,0.801,0.814,0.882,0.73,0.611,0.716,0.846,0.632,0.481,0.629,0.715,0.6,0.424,0.411,0.399,0.173,0.198,0.237,0.134,0.158,0.315,0.197,0.205,0.127,0.113,0.195,0.22,0.193,0.15,0.077,0.02,0.012,0.013,0.007,0.008,0.008,0.006,0.008,0.002,0.005,0.002,R
0.029,0.045,0.028,0.017,0.038,0.099,0.12,0.183,0.21,0.304,0.299,0.425,0.634,0.82,1.0,0.999,0.951,0.902,0.723,0.512,0.207,0.398,0.589,0.287,0.204,0.578,0.539,0.375,0.341,0.507,0.558,0.478,0.33,0.22,0.141,0.286,0.381,0.416,0.405,0.33,0.271,0.265,0.072,0.124,0.119,0.109,0.062,0.049,0.026,0.008,0.01,0.004,0.001,0.004,0.001,0.009,0.006,0.003,0.005,0.006,R
0.02,0.014,0.018,0.041,0.039,0.025,0.089,0.097,0.084,0.119,0.152,0.132,0.143,0.124,0.065,0.089,0.123,0.185,0.388,0.366,0.23,0.261,0.419,0.585,0.564,0.545,0.477,0.69,0.98,1.0,0.955,0.884,0.766,0.655,0.545,0.459,0.468,0.199,0.07,0.149,0.171,0.165,0.26,0.385,0.375,0.241,0.108,0.022,0.016,0.019,0.012,0.003,0.007,0.012,0.001,0.002,0.006,0.004,0.007,0.001,R
0.008,0.009,0.006,0.025,0.034,0.055,0.053,0.096,0.101,0.124,0.11,0.122,0.187,0.338,0.323,0.272,0.394,0.643,0.727,0.867,0.967,0.985,0.948,0.804,0.683,0.514,0.309,0.083,0.402,0.234,0.19,0.124,0.172,0.235,0.249,0.365,0.338,0.159,0.099,0.109,0.104,0.084,0.139,0.082,0.068,0.066,0.12,0.069,0.015,0.027,0.017,0.018,0.013,0.009,0.01,0.002,0.006,0.006,0.006,0.003,R
0.031,0.034,0.02,0.089,0.157,0.175,0.092,0.135,0.159,0.28,0.334,0.294,0.161,0.334,0.498,0.73,0.735,0.825,0.879,0.966,1.0,0.871,0.647,0.597,0.822,0.776,0.611,0.42,0.299,0.135,0.244,0.562,0.556,0.696,0.73,0.702,0.547,0.142,0.474,0.641,0.438,0.318,0.238,0.281,0.137,0.114,0.103,0.069,0.042,0.012,0.007,0.017,0.013,0.014,0.009,0.005,0.003,0.012,0.006,0.002,R
0.086,0.045,0.038,0.02,0.038,0.053,0.214,0.311,0.284,0.275,0.271,0.095,0.102,0.452,0.674,0.67,0.707,0.563,0.378,0.272,0.53,0.77,0.864,0.93,0.937,0.625,0.602,0.681,0.505,0.578,0.475,0.24,0.278,0.2,0.53,0.741,0.778,0.442,0.142,0.351,0.448,0.421,0.305,0.224,0.261,0.28,0.239,0.202,0.133,0.036,0.013,0.017,0.014,0.008,0.004,0.005,0.026,0.01,0.004,0.004,R
0.009,0.022,0.024,0.044,0.067,0.077,0.05,0.091,0.123,0.118,0.078,0.11,0.104,0.085,0.046,0.13,0.269,0.295,0.367,0.495,0.628,0.816,0.924,0.871,0.805,0.876,1.0,0.986,0.943,0.811,0.699,0.681,0.659,0.695,0.729,0.668,0.592,0.49,0.344,0.237,0.172,0.101,0.077,0.084,0.026,0.033,0.02,0.031,0.01,0.01,0.005,0.007,0.005,0.002,0.002,0.003,0.006,0.005,0.002,0.003,R
0.044,0.048,0.005,0.058,0.028,0.068,0.166,0.149,0.097,0.127,0.111,0.238,0.201,0.214,0.111,0.204,0.247,0.668,0.834,0.825,0.802,0.898,0.966,0.852,0.663,0.324,0.205,0.567,0.573,0.488,0.753,0.76,0.518,0.412,0.556,0.557,0.134,0.383,0.461,0.433,0.256,0.147,0.349,0.266,0.094,0.137,0.134,0.042,0.072,0.064,0.021,0.02,0.022,0.014,0.006,0.007,0.008,0.01,0.006,0.01,R
0.012,0.031,0.017,0.031,0.036,0.01,0.018,0.058,0.112,0.084,0.055,0.085,0.203,0.256,0.187,0.203,0.146,0.285,0.582,0.773,0.785,0.852,0.531,0.365,0.597,0.828,1.0,0.867,0.63,0.459,0.394,0.258,0.282,0.264,0.276,0.27,0.399,0.458,0.394,0.252,0.178,0.135,0.052,0.034,0.089,0.086,0.087,0.044,0.013,0.022,0.019,0.013,0.026,0.022,0.007,0.012,0.003,0.009,0.001,0.004,R
0.013,0.001,0.009,0.046,0.052,0.078,0.093,0.094,0.171,0.148,0.153,0.11,0.089,0.124,0.12,0.114,0.214,0.284,0.364,0.543,0.667,0.798,0.927,0.903,0.919,1.0,0.982,0.909,0.818,0.696,0.59,0.545,0.514,0.539,0.553,0.532,0.483,0.379,0.183,0.175,0.168,0.067,0.061,0.038,0.053,0.028,0.018,0.011,0.007,0.012,0.009,0.008,0.004,0.001,0.001,0.004,0.004,0.002,0.002,0.002,R
0.024,0.029,0.075,0.052,0.023,0.083,0.068,0.2,0.288,0.367,0.297,0.084,0.191,0.504,0.635,0.68,0.75,0.66,0.451,0.296,0.402,0.679,0.83,1.0,0.824,0.712,0.773,0.612,0.494,0.565,0.491,0.182,0.181,0.111,0.46,0.665,0.642,0.217,0.195,0.495,0.492,0.404,0.24,0.139,0.178,0.195,0.172,0.152,0.093,0.018,0.024,0.008,0.004,0.01,0.01,0.003,0.013,0.007,0.011,0.009,R
0.046,0.044,0.035,0.046,0.007,0.089,0.18,0.174,0.16,0.141,0.269,0.326,0.454,0.578,0.447,0.223,0.216,0.32,0.292,0.424,0.446,0.238,0.642,0.897,0.892,0.753,0.684,0.839,1.0,0.836,0.543,0.458,0.807,0.697,0.392,0.156,0.16,0.216,0.518,0.478,0.234,0.36,0.278,0.181,0.035,0.047,0.032,0.041,0.016,0.009,0.012,0.007,0.003,0.011,0.016,0.015,0.007,0.008,0.012,0.006,R
0.007,0.01,0.002,0.006,0.02,0.062,0.043,0.095,0.084,0.118,0.098,0.091,0.066,0.059,0.083,0.13,0.204,0.381,0.445,0.522,0.591,0.657,0.631,0.6,0.496,0.565,0.691,0.851,1.0,0.917,0.768,0.618,0.547,0.552,0.546,0.552,0.456,0.347,0.338,0.285,0.25,0.164,0.16,0.149,0.133,0.069,0.06,0.056,0.031,0.015,0.003,0.005,0.002,0.002,0.004,0.002,0.003,0.003,0.005,0.003,R
0.013,0.007,0.031,0.031,0.008,0.077,0.077,0.064,0.073,0.09,0.075,0.084,0.123,0.162,0.232,0.293,0.353,0.366,0.322,0.309,0.408,0.428,0.466,0.596,0.695,0.839,0.888,0.64,0.331,0.342,0.492,0.459,0.303,0.437,0.518,0.512,0.475,0.49,0.46,0.446,0.42,0.287,0.23,0.095,0.01,0.053,0.038,0.011,0.011,0.008,0.011,0.006,0.003,0.004,0.008,0.004,0.005,0.001,0.005,0.002,R
0.012,0.015,0.022,0.018,0.036,0.07,0.087,0.062,0.125,0.13,0.089,0.05,0.063,0.127,0.08,0.074,0.205,0.295,0.319,0.457,0.596,0.71,0.822,0.842,0.906,0.98,1.0,0.875,0.758,0.662,0.579,0.513,0.478,0.499,0.52,0.507,0.458,0.35,0.184,0.189,0.197,0.104,0.055,0.049,0.062,0.05,0.025,0.022,0.01,0.005,0.002,0.004,0.007,0.003,0.005,0.005,0.002,0.004,0.009,0.006,R
