@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.018,0.014,0.041,0.063,0.06,0.081,0.209,0.346,0.528,0.596,0.625,0.451,0.369,0.286,0.164,0.042,0.178,0.439,0.695,0.81,0.855,0.872,0.86,0.92,0.873,0.808,0.869,0.841,0.579,0.375,0.348,0.464,0.65,0.69,0.567,0.519,0.506,0.388,0.376,0.374,0.26,0.159,0.188,0.227,0.158,0.121,0.088,0.085,0.036,0.022,0.009,0.012,0.006,0.019,0.011,0.013,0.008,0.016,0.016,0.008,M
0.027,0.038,0.05,0.071,0.131,0.21,0.226,0.252,0.36,0.592,0.668,0.568,0.518,0.333,0.2,0.286,0.294,0.342,0.595,0.753,0.896,0.815,0.711,0.738,0.72,0.825,0.892,0.982,0.818,0.485,0.32,0.278,0.238,0.291,0.168,0.316,0.187,0.339,0.599,0.412,0.118,0.365,0.466,0.478,0.352,0.092,0.123,0.178,0.108,0.03,0.035,0.017,0.02,0.014,0.008,0.004,0.004,0.003,0.006,0.006,M
0.041,0.044,0.045,0.084,0.042,0.122,0.2,0.152,0.082,0.198,0.231,0.302,0.394,0.505,0.587,0.661,0.742,0.801,0.846,0.794,0.88,0.838,0.785,0.848,0.743,0.643,0.551,0.352,0.317,0.335,0.206,0.103,0.317,0.404,0.428,0.454,0.37,0.374,0.384,0.349,0.438,0.426,0.285,0.281,0.24,0.037,0.08,0.054,0.018,0.006,0.022,0.004,0.014,0.011,0.005,0.016,0.014,0.008,0.025,0.02,M
0.023,0.085,0.1,0.043,0.112,0.165,0.16,0.212,0.33,0.352,0.333,0.364,0.402,0.473,0.52,0.657,0.843,0.848,0.834,0.845,0.8,0.854,0.964,1.0,0.936,0.941,0.907,0.71,0.632,0.567,0.35,0.245,0.17,0.329,0.367,0.233,0.241,0.256,0.189,0.194,0.307,0.278,0.031,0.124,0.185,0.175,0.108,0.073,0.024,0.019,0.016,0.017,0.019,0.026,0.014,0.012,0.012,0.009,0.001,0.004,M
0.036,0.048,0.03,0.021,0.141,0.192,0.135,0.161,0.17,0.144,0.199,0.215,0.286,0.357,0.398,0.436,0.533,0.63,0.7,0.744,0.838,0.864,0.901,0.943,0.954,1.0,0.955,0.974,0.896,0.72,0.546,0.316,0.252,0.197,0.219,0.153,0.071,0.15,0.176,0.228,0.132,0.106,0.197,0.169,0.188,0.118,0.078,0.05,0.049,0.019,0.025,0.012,0.019,0.006,0.01,0.005,0.007,0.011,0.007,0.003,M
0.01,0.04,0.068,0.069,0.089,0.093,0.096,0.214,0.255,0.295,0.402,0.515,0.49,0.413,0.358,0.345,0.307,0.294,0.435,0.726,0.815,0.81,0.666,0.696,0.775,0.869,1.0,0.994,0.879,0.648,0.588,0.641,0.497,0.276,0.03,0.336,0.317,0.413,0.628,0.498,0.261,0.47,0.481,0.492,0.529,0.222,0.14,0.189,0.095,0.013,0.031,0.024,0.008,0.014,0.017,0.001,0.011,0.004,0.004,0.002,M
0.039,0.032,0.069,0.09,0.127,0.152,0.213,0.261,0.283,0.272,0.364,0.393,0.384,0.468,0.536,0.482,0.484,0.586,0.758,0.7,0.692,0.863,0.911,0.935,0.788,0.858,0.926,0.708,0.578,0.522,0.45,0.313,0.145,0.105,0.182,0.152,0.102,0.144,0.199,0.204,0.278,0.288,0.133,0.114,0.131,0.143,0.062,0.01,0.01,0.013,0.015,0.026,0.007,0.026,0.008,0.011,0.011,0.007,0.01,0.007,M
0.03,0.035,0.049,0.061,0.017,0.135,0.146,0.112,0.194,0.235,0.29,0.281,0.158,0.027,0.067,0.144,0.207,0.264,0.283,0.429,0.568,0.699,0.725,0.762,0.924,1.0,0.998,0.83,0.703,0.714,0.689,0.496,0.258,0.097,0.078,0.036,0.157,0.182,0.135,0.085,0.049,0.137,0.155,0.155,0.132,0.098,0.126,0.095,0.049,0.024,0.004,0.009,0.005,0.013,0.004,0.004,0.003,0.008,0.004,0.005,M
0.007,0.003,0.009,0.006,0.042,0.086,0.118,0.1,0.198,0.232,0.247,0.288,0.213,0.071,0.119,0.281,0.422,0.528,0.586,0.615,0.675,0.787,0.897,0.983,1.0,0.846,0.606,0.304,0.014,0.253,0.434,0.492,0.541,0.596,0.525,0.378,0.237,0.172,0.188,0.325,0.258,0.242,0.271,0.232,0.172,0.146,0.118,0.087,0.039,0.013,0.009,0.008,0.007,0.008,0.003,0.006,0.004,0.004,0.001,0.004,M
0.016,0.021,0.028,0.06,0.046,0.078,0.136,0.078,0.104,0.157,0.248,0.278,0.29,0.296,0.319,0.189,0.173,0.223,0.243,0.315,0.41,0.381,0.49,0.629,0.752,0.798,0.883,0.992,0.922,0.698,0.617,0.507,0.392,0.352,0.218,0.124,0.159,0.163,0.236,0.248,0.244,0.272,0.118,0.116,0.145,0.188,0.195,0.149,0.051,0.016,0.019,0.015,0.006,0.008,0.009,0.004,0.006,0.006,0.005,0.002,M
0.013,0.039,0.033,0.008,0.072,0.134,0.163,0.19,0.261,0.319,0.347,0.374,0.306,0.193,0.138,0.212,0.276,0.458,0.649,0.715,0.801,0.792,0.879,1.0,0.986,0.947,0.947,0.932,0.833,0.621,0.377,0.282,0.204,0.219,0.222,0.133,0.052,0.062,0.142,0.146,0.085,0.106,0.164,0.192,0.208,0.234,0.196,0.13,0.063,0.018,0.014,0.015,0.008,0.003,0.004,0.007,0.004,0.001,0.002,0.008,M
0.035,0.051,0.008,0.024,0.043,0.074,0.094,0.113,0.123,0.151,0.181,0.239,0.295,0.287,0.401,0.532,0.549,0.582,0.604,0.675,0.708,0.789,0.928,0.978,0.974,1.0,0.97,0.996,0.824,0.602,0.534,0.487,0.353,0.157,0.095,0.161,0.282,0.339,0.302,0.294,0.298,0.268,0.206,0.207,0.162,0.122,0.101,0.074,0.039,0.005,0.015,0.004,0.012,0.011,0.011,0.01,0.005,0.002,0.008,0.003,M
0.013,0.015,0.064,0.173,0.256,0.256,0.295,0.411,0.498,0.592,0.583,0.542,0.547,0.531,0.498,0.698,0.829,0.784,0.822,0.936,1.0,0.922,0.784,0.547,0.456,0.592,0.545,0.397,0.088,0.238,0.2,0.059,0.254,0.201,0.033,0.155,0.121,0.245,0.317,0.32,0.305,0.084,0.127,0.138,0.114,0.052,0.007,0.028,0.037,0.012,0.015,0.009,0.004,0.01,0.012,0.001,0.018,0.009,0.012,0.006,R
0.018,0.017,0.05,0.028,0.026,0.035,0.036,0.054,0.026,0.047,0.053,0.185,0.104,0.095,0.091,0.169,0.157,0.038,0.132,0.209,0.198,0.095,0.196,0.124,0.062,0.214,0.464,0.647,0.634,0.611,0.705,0.538,0.593,0.844,0.948,0.97,0.777,0.631,0.576,0.615,0.545,0.481,0.341,0.192,0.113,0.064,0.091,0.098,0.056,0.019,0.009,0.004,0.018,0.017,0.008,0.005,0.011,0.018,0.029,0.006,R
0.036,0.163,0.164,0.142,0.113,0.131,0.211,0.227,0.299,0.374,0.304,0.039,0.268,0.54,0.62,0.726,0.835,0.689,0.445,0.392,0.56,0.754,0.831,1.0,0.876,0.709,0.701,0.501,0.394,0.446,0.407,0.077,0.142,0.04,0.36,0.685,0.708,0.36,0.061,0.303,0.397,0.387,0.238,0.206,0.229,0.17,0.159,0.179,0.102,0.015,0.022,0.011,0.007,0.02,0.016,0.006,0.008,0.009,0.011,0.007,R
0.035,0.071,0.033,0.027,0.037,0.079,0.108,0.069,0.03,0.088,0.108,0.098,0.225,0.282,0.21,0.124,0.17,0.094,0.109,0.141,0.127,0.315,0.143,0.226,0.576,0.788,0.716,0.6,0.558,0.63,0.766,0.894,0.844,0.681,0.838,1.0,0.95,0.787,0.565,0.348,0.258,0.23,0.295,0.336,0.302,0.219,0.132,0.108,0.056,0.004,0.01,0.016,0.024,0.004,0.02,0.011,0.004,0.01,0.009,0.005,R
0.013,0.052,0.062,0.052,0.107,0.259,0.23,0.207,0.342,0.428,0.302,0.121,0.33,0.571,0.696,0.975,1.0,0.929,0.621,0.459,0.5,0.503,0.708,0.842,0.811,0.769,0.81,0.62,0.236,0.26,0.63,0.676,0.29,0.439,0.853,0.718,0.48,0.586,0.499,0.287,0.06,0.117,0.274,0.281,0.208,0.066,0.049,0.034,0.017,0.029,0.003,0.021,0.005,0.02,0.013,0.002,0.004,0.003,0.011,0.008,R
0.019,0.061,0.038,0.077,0.139,0.081,0.057,0.022,0.104,0.119,0.124,0.16,0.352,0.448,0.377,0.576,0.643,0.679,0.716,0.547,0.54,0.636,0.785,0.776,0.578,0.486,0.418,0.246,0.072,0.061,0.182,0.449,0.598,0.378,0.25,0.577,0.885,0.841,0.357,0.313,0.61,0.638,0.271,0.142,0.126,0.129,0.079,0.083,0.052,0.022,0.036,0.033,0.013,0.012,0.011,0.002,0.004,0.004,0.011,0.008,R
0.004,0.006,0.015,0.034,0.031,0.028,0.04,0.027,0.032,0.045,0.049,0.1,0.142,0.119,0.063,0.091,0.118,0.143,0.122,0.11,0.185,0.372,0.438,0.571,0.665,0.748,0.765,0.856,0.972,0.922,0.75,0.721,0.776,0.606,0.502,0.45,0.395,0.428,0.443,0.375,0.197,0.051,0.079,0.127,0.153,0.069,0.04,0.053,0.023,0.007,0.006,0.006,0.012,0.005,0.006,0.009,0.004,0.0,0.005,0.004,R
0.052,0.055,0.084,0.032,0.116,0.092,0.103,0.061,0.146,0.284,0.28,0.309,0.266,0.38,0.563,0.438,0.262,0.12,0.668,0.94,0.783,0.535,0.681,0.917,0.761,0.822,0.887,0.609,0.297,0.11,0.132,0.062,0.099,0.401,0.367,0.105,0.192,0.393,0.429,0.255,0.115,0.22,0.188,0.144,0.215,0.236,0.112,0.025,0.028,0.018,0.005,0.008,0.012,0.004,0.012,0.01,0.008,0.005,0.005,0.005,R
0.047,0.051,0.082,0.125,0.178,0.307,0.301,0.236,0.383,0.376,0.302,0.291,0.23,0.141,0.158,0.243,0.447,0.596,0.674,0.797,0.832,0.781,0.863,0.737,0.412,0.26,0.339,0.379,0.449,0.628,0.745,0.733,0.77,0.787,0.605,0.586,0.638,0.728,0.629,0.532,0.407,0.179,0.162,0.253,0.19,0.164,0.06,0.021,0.044,0.018,0.011,0.019,0.012,0.006,0.004,0.005,0.005,0.008,0.003,0.003,R
0.035,0.012,0.019,0.047,0.074,0.118,0.168,0.154,0.147,0.291,0.233,0.224,0.247,0.156,0.349,0.331,0.23,0.22,0.249,0.413,0.316,0.619,0.585,0.34,0.256,0.56,0.814,0.694,0.698,0.866,0.593,0.366,0.675,0.87,0.784,0.755,0.579,0.471,0.125,0.609,0.732,0.598,0.343,0.18,0.238,0.342,0.23,0.069,0.022,0.047,0.043,0.035,0.016,0.015,0.011,0.005,0.01,0.002,0.007,0.007,R
0.037,0.028,0.023,0.022,0.018,0.073,0.084,0.103,0.099,0.08,0.156,0.256,0.262,0.118,0.06,0.156,0.224,0.359,0.179,0.326,0.608,0.699,0.839,0.855,0.771,0.622,0.574,0.44,0.406,0.441,0.513,0.596,0.727,0.654,0.59,0.539,0.49,0.408,0.414,0.6,0.72,0.663,0.629,0.409,0.321,0.252,0.148,0.099,0.032,0.027,0.007,0.001,0.004,0.002,0.001,0.007,0.01,0.005,0.008,0.006,R
0.031,0.049,0.069,0.083,0.008,0.02,0.098,0.102,0.202,0.077,0.177,0.256,0.281,0.272,0.323,0.346,0.54,0.791,0.906,0.87,0.767,0.296,0.415,0.604,0.318,0.348,0.616,0.805,0.629,0.5,0.583,0.666,0.412,0.126,0.249,0.468,0.538,0.315,0.214,0.185,0.168,0.233,0.102,0.071,0.062,0.078,0.076,0.084,0.059,0.007,0.009,0.009,0.003,0.013,0.019,0.01,0.023,0.018,0.005,0.004,R
0.026,0.019,0.025,0.006,0.035,0.07,0.126,0.108,0.152,0.163,0.103,0.219,0.154,0.263,0.294,0.298,0.07,0.14,0.299,0.392,0.36,0.24,0.421,0.568,0.609,0.632,0.655,0.767,1.0,0.846,0.551,0.444,0.517,0.427,0.18,0.079,0.054,0.191,0.256,0.215,0.277,0.284,0.173,0.082,0.034,0.093,0.102,0.031,0.021,0.032,0.013,0.012,0.012,0.005,0.007,0.002,0.004,0.001,0.004,0.008,R
0.076,0.067,0.048,0.039,0.059,0.065,0.121,0.247,0.356,0.446,0.415,0.395,0.426,0.414,0.453,0.533,0.731,0.619,0.203,0.464,0.415,0.429,0.573,0.54,0.316,0.228,0.7,1.0,0.726,0.472,0.51,0.546,0.288,0.098,0.195,0.418,0.46,0.322,0.283,0.243,0.198,0.244,0.185,0.084,0.069,0.053,0.036,0.008,0.023,0.005,0.016,0.003,0.005,0.01,0.011,0.002,0.007,0.005,0.011,0.009,R
0.02,0.037,0.043,0.021,0.095,0.099,0.154,0.16,0.311,0.211,0.161,0.158,0.224,0.064,0.066,0.227,0.31,0.3,0.508,0.48,0.578,0.507,0.433,0.555,0.671,0.642,0.71,0.808,0.679,0.386,0.131,0.26,0.512,0.755,0.854,0.851,0.669,0.61,0.494,0.274,0.051,0.283,0.282,0.426,0.264,0.139,0.105,0.134,0.038,0.032,0.023,0.003,0.006,0.016,0.007,0.017,0.018,0.008,0.009,0.003,R
0.027,0.009,0.014,0.028,0.041,0.076,0.103,0.114,0.079,0.152,0.168,0.137,0.136,0.134,0.214,0.535,0.683,0.56,0.309,0.323,0.443,0.557,0.578,0.617,0.813,0.982,0.982,0.917,0.742,0.774,0.847,0.735,0.667,0.608,0.624,0.597,0.572,0.524,0.292,0.154,0.2,0.203,0.221,0.178,0.135,0.137,0.075,0.047,0.032,0.018,0.004,0.008,0.001,0.002,0.007,0.004,0.012,0.013,0.007,0.009,R
0.002,0.031,0.017,0.023,0.043,0.122,0.195,0.166,0.137,0.143,0.099,0.225,0.244,0.324,0.304,0.241,0.037,0.167,0.304,0.407,0.361,0.199,0.461,0.685,0.727,0.715,0.71,0.852,1.0,0.769,0.484,0.372,0.61,0.511,0.259,0.092,0.095,0.229,0.348,0.21,0.19,0.294,0.221,0.152,0.075,0.061,0.069,0.045,0.034,0.008,0.011,0.015,0.008,0.004,0.011,0.008,0.01,0.002,0.003,0.001,R
0.022,0.012,0.017,0.015,0.061,0.103,0.114,0.088,0.116,0.087,0.156,0.078,0.1,0.092,0.066,0.113,0.174,0.257,0.329,0.391,0.544,0.612,0.702,0.761,0.797,0.91,0.881,0.795,0.799,0.718,0.641,0.631,0.593,0.617,0.65,0.676,0.625,0.512,0.389,0.327,0.251,0.153,0.132,0.166,0.122,0.098,0.045,0.027,0.018,0.009,0.002,0.005,0.005,0.01,0.013,0.012,0.005,0.002,0.001,0.002,R
0.014,0.004,0.005,0.029,0.056,0.093,0.103,0.088,0.16,0.191,0.158,0.111,0.12,0.117,0.142,0.222,0.266,0.271,0.386,0.572,0.68,0.875,1.0,0.895,0.842,0.917,0.931,0.905,0.823,0.699,0.583,0.492,0.456,0.516,0.567,0.528,0.514,0.374,0.228,0.119,0.109,0.043,0.107,0.058,0.005,0.047,0.041,0.029,0.019,0.009,0.002,0.004,0.008,0.01,0.01,0.002,0.004,0.003,0.003,0.003,R
