@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.071,0.125,0.145,0.164,0.169,0.084,0.072,0.095,0.158,0.125,0.234,0.176,0.228,0.312,0.472,0.554,0.539,0.375,0.458,0.596,0.746,0.764,0.571,0.626,0.67,0.713,0.757,0.808,0.848,0.929,0.951,0.8,0.436,0.405,0.495,0.171,0.365,0.376,0.284,0.043,0.533,0.695,0.429,0.306,0.584,0.569,0.263,0.12,0.098,0.037,0.029,0.016,0.02,0.014,0.013,0.014,0.013,0.013,0.015,0.022,M
0.022,0.006,0.016,0.049,0.052,0.085,0.081,0.183,0.223,0.181,0.255,0.298,0.262,0.189,0.067,0.267,0.427,0.629,0.778,0.769,0.81,0.849,0.944,0.945,0.966,0.804,0.497,0.396,0.386,0.557,0.731,0.855,0.942,0.873,0.667,0.469,0.155,0.175,0.361,0.521,0.518,0.37,0.224,0.082,0.04,0.078,0.105,0.103,0.076,0.022,0.017,0.009,0.005,0.002,0.008,0.006,0.002,0.007,0.007,0.004,M
0.037,0.028,0.01,0.057,0.076,0.068,0.097,0.147,0.216,0.254,0.294,0.294,0.266,0.319,0.279,0.253,0.198,0.193,0.283,0.324,0.35,0.332,0.422,0.477,0.481,0.632,0.833,0.946,1.0,0.842,0.552,0.48,0.52,0.397,0.194,0.152,0.201,0.174,0.103,0.224,0.372,0.445,0.394,0.203,0.201,0.219,0.184,0.148,0.097,0.022,0.015,0.01,0.002,0.002,0.006,0.009,0.001,0.009,0.011,0.005,M
0.013,0.017,0.018,0.036,0.044,0.074,0.08,0.046,0.037,0.125,0.24,0.232,0.252,0.147,0.067,0.11,0.235,0.328,0.442,0.517,0.651,0.779,0.798,0.779,0.859,0.932,0.945,0.864,0.722,0.485,0.136,0.295,0.472,0.604,0.808,0.987,0.88,0.641,0.428,0.27,0.264,0.334,0.434,0.454,0.396,0.252,0.108,0.037,0.029,0.01,0.005,0.009,0.005,0.005,0.002,0.001,0.004,0.002,0.003,0.004,M
0.043,0.09,0.083,0.081,0.016,0.028,0.057,0.206,0.389,0.711,0.734,0.503,0.3,0.195,0.277,0.374,0.251,0.251,0.329,0.487,0.653,0.845,0.974,1.0,0.666,0.532,0.402,0.344,0.424,0.418,0.439,0.116,0.434,0.655,0.617,0.437,0.412,0.364,0.457,0.437,0.296,0.431,0.416,0.182,0.149,0.014,0.116,0.205,0.107,0.02,0.021,0.018,0.02,0.021,0.014,0.005,0.003,0.016,0.006,0.002,M
0.021,0.054,0.033,0.082,0.074,0.032,0.092,0.107,0.155,0.123,0.18,0.179,0.125,0.258,0.337,0.399,0.165,0.227,0.322,0.536,0.816,1.0,0.87,0.689,0.63,0.574,0.571,0.598,0.43,0.206,0.1,0.225,0.231,0.398,0.332,0.173,0.143,0.217,0.197,0.214,0.367,0.202,0.078,0.092,0.239,0.34,0.259,0.11,0.091,0.046,0.017,0.003,0.005,0.019,0.01,0.012,0.004,0.009,0.007,0.01,M
0.013,0.012,0.044,0.062,0.043,0.035,0.038,0.045,0.132,0.138,0.203,0.239,0.211,0.144,0.074,0.153,0.305,0.412,0.547,0.593,0.666,0.733,0.714,0.701,0.776,0.914,0.996,1.0,0.888,0.658,0.271,0.175,0.271,0.485,0.718,0.821,0.754,0.65,0.471,0.348,0.351,0.318,0.352,0.366,0.285,0.171,0.069,0.03,0.029,0.012,0.002,0.008,0.01,0.002,0.004,0.006,0.001,0.001,0.003,0.003,M
0.021,0.012,0.02,0.104,0.168,0.042,0.072,0.083,0.049,0.069,0.112,0.174,0.271,0.309,0.358,0.5,0.601,0.647,0.807,0.901,0.891,0.934,1.0,0.91,0.85,0.787,0.769,0.772,0.627,0.43,0.208,0.12,0.166,0.262,0.386,0.396,0.325,0.23,0.325,0.402,0.434,0.401,0.337,0.252,0.21,0.118,0.115,0.055,0.029,0.018,0.01,0.012,0.01,0.006,0.003,0.01,0.008,0.011,0.016,0.013,M
0.031,0.022,0.043,0.019,0.096,0.183,0.111,0.17,0.28,0.443,0.522,0.561,0.538,0.405,0.224,0.178,0.23,0.272,0.521,0.69,0.82,0.878,0.76,0.762,0.715,0.729,0.869,0.951,0.835,0.573,0.436,0.429,0.424,0.316,0.129,0.148,0.206,0.24,0.517,0.517,0.149,0.241,0.342,0.449,0.462,0.2,0.078,0.123,0.078,0.009,0.025,0.02,0.006,0.005,0.008,0.004,0.002,0.006,0.007,0.005,M
0.023,0.011,0.013,0.084,0.112,0.151,0.178,0.1,0.143,0.223,0.262,0.311,0.286,0.332,0.376,0.45,0.476,0.625,0.73,0.87,0.935,0.961,0.913,0.944,1.0,0.946,0.882,0.752,0.707,0.599,0.386,0.251,0.216,0.097,0.132,0.134,0.225,0.324,0.394,0.381,0.326,0.365,0.298,0.178,0.154,0.12,0.096,0.076,0.065,0.031,0.018,0.01,0.018,0.008,0.007,0.01,0.006,0.004,0.006,0.004,M
0.039,0.042,0.045,0.055,0.06,0.142,0.096,0.08,0.162,0.256,0.308,0.34,0.34,0.395,0.335,0.225,0.209,0.225,0.338,0.458,0.647,0.671,0.701,0.762,0.774,0.677,0.737,0.783,0.962,1.0,0.809,0.556,0.541,0.499,0.311,0.29,0.224,0.096,0.229,0.323,0.345,0.388,0.324,0.093,0.117,0.057,0.077,0.097,0.059,0.005,0.012,0.015,0.004,0.011,0.003,0.006,0.01,0.007,0.005,0.009,M
0.016,0.024,0.015,0.049,0.099,0.142,0.146,0.122,0.17,0.192,0.236,0.272,0.305,0.299,0.223,0.174,0.246,0.31,0.357,0.428,0.427,0.374,0.458,0.609,0.722,0.76,0.871,1.0,0.982,0.719,0.585,0.419,0.376,0.326,0.194,0.139,0.167,0.128,0.167,0.257,0.226,0.278,0.161,0.134,0.198,0.123,0.155,0.106,0.049,0.01,0.022,0.012,0.011,0.006,0.003,0.008,0.003,0.005,0.002,0.002,M
0.01,0.048,0.03,0.03,0.065,0.108,0.236,0.238,0.008,0.188,0.146,0.189,0.318,0.134,0.217,0.246,0.259,0.279,0.23,0.066,0.144,0.118,0.167,0.178,0.248,0.257,0.104,0.536,0.712,0.629,0.476,0.602,0.721,0.623,0.572,0.752,0.871,0.925,0.971,0.93,0.9,0.791,0.56,0.284,0.441,0.551,0.433,0.29,0.198,0.078,0.04,0.017,0.015,0.012,0.02,0.014,0.003,0.016,0.011,0.013,R
0.011,0.009,0.012,0.038,0.068,0.086,0.1,0.066,0.094,0.104,0.097,0.05,0.155,0.34,0.48,0.657,0.774,0.783,0.815,0.813,0.83,0.854,0.887,0.889,0.898,0.967,1.0,0.913,0.676,0.466,0.29,0.296,0.175,0.211,0.257,0.228,0.215,0.16,0.037,0.012,0.049,0.029,0.06,0.043,0.037,0.002,0.033,0.026,0.018,0.011,0.012,0.008,0.002,0.012,0.005,0.008,0.008,0.006,0.006,0.004,R
0.02,0.003,0.014,0.006,0.013,0.015,0.054,0.021,0.05,0.11,0.084,0.094,0.12,0.042,0.003,0.016,0.062,0.213,0.344,0.381,0.382,0.476,0.631,0.752,0.868,0.879,0.79,0.836,0.963,0.962,0.924,0.89,0.971,0.965,0.789,0.531,0.272,0.195,0.137,0.31,0.379,0.41,0.336,0.3,0.275,0.202,0.104,0.045,0.034,0.012,0.007,0.011,0.007,0.006,0.003,0.001,0.001,0.002,0.006,0.004,R
0.034,0.029,0.048,0.054,0.079,0.08,0.114,0.123,0.124,0.084,0.036,0.069,0.17,0.326,0.46,0.622,0.733,0.784,0.799,0.826,1.0,0.981,0.962,0.96,0.912,0.909,0.793,0.588,0.347,0.424,0.463,0.341,0.285,0.285,0.174,0.055,0.119,0.115,0.086,0.181,0.126,0.08,0.038,0.127,0.112,0.05,0.095,0.068,0.026,0.017,0.003,0.015,0.011,0.003,0.004,0.017,0.014,0.002,0.007,0.005,R
0.018,0.015,0.003,0.014,0.042,0.047,0.036,0.074,0.14,0.104,0.09,0.067,0.1,0.106,0.035,0.123,0.163,0.365,0.326,0.3,0.211,0.21,0.208,0.228,0.075,0.197,0.409,0.638,0.797,0.751,0.552,0.221,0.467,0.448,0.23,0.324,0.448,0.558,0.652,0.535,0.248,0.227,0.179,0.09,0.054,0.037,0.099,0.096,0.032,0.014,0.008,0.022,0.026,0.014,0.023,0.004,0.002,0.005,0.009,0.008,R
0.025,0.081,0.051,0.024,0.172,0.382,0.373,0.358,0.343,0.22,0.265,0.322,0.558,0.692,0.794,0.715,0.351,0.201,0.268,0.43,0.528,0.349,0.143,0.545,0.634,0.771,0.684,0.802,0.807,0.831,0.779,0.505,0.141,0.277,0.508,0.479,0.136,0.23,0.279,0.383,0.293,0.116,0.17,0.129,0.091,0.08,0.057,0.02,0.011,0.015,0.008,0.018,0.007,0.008,0.004,0.012,0.003,0.004,0.008,0.005,R
0.038,0.032,0.042,0.035,0.179,0.164,0.089,0.082,0.178,0.205,0.314,0.312,0.369,0.388,0.585,0.787,0.974,1.0,0.984,0.861,0.844,0.906,0.585,0.403,0.595,0.679,0.639,0.5,0.558,0.483,0.473,0.332,0.397,0.389,0.231,0.104,0.131,0.086,0.257,0.318,0.265,0.271,0.171,0.058,0.123,0.22,0.22,0.107,0.042,0.016,0.009,0.005,0.004,0.008,0.01,0.006,0.006,0.006,0.004,0.005,R
0.012,0.015,0.014,0.008,0.021,0.106,0.102,0.044,0.093,0.073,0.074,0.062,0.106,0.118,0.172,0.258,0.323,0.382,0.424,0.422,0.445,0.408,0.331,0.401,0.447,0.522,0.755,0.95,1.0,0.908,0.828,0.757,0.726,0.615,0.568,0.576,0.532,0.367,0.167,0.087,0.065,0.189,0.268,0.289,0.234,0.167,0.102,0.12,0.07,0.017,0.011,0.009,0.002,0.008,0.006,0.003,0.003,0.004,0.007,0.004,R
0.006,0.012,0.007,0.011,0.022,0.028,0.053,0.058,0.105,0.111,0.094,0.083,0.092,0.091,0.149,0.167,0.127,0.137,0.11,0.129,0.215,0.289,0.424,0.617,0.817,0.962,0.828,0.582,0.467,0.354,0.273,0.141,0.186,0.218,0.236,0.172,0.059,0.062,0.185,0.245,0.298,0.304,0.228,0.148,0.11,0.118,0.061,0.033,0.028,0.01,0.002,0.007,0.002,0.003,0.005,0.004,0.003,0.004,0.001,0.004,R
0.022,0.034,0.039,0.024,0.108,0.116,0.14,0.101,0.115,0.178,0.408,0.411,0.397,0.508,0.651,0.807,0.982,1.0,0.941,0.845,0.811,0.846,0.621,0.582,0.774,0.82,0.56,0.299,0.501,0.663,0.575,0.406,0.375,0.348,0.158,0.142,0.213,0.187,0.1,0.24,0.224,0.203,0.071,0.161,0.167,0.17,0.183,0.14,0.051,0.022,0.01,0.003,0.01,0.008,0.008,0.009,0.003,0.003,0.001,0.007,R
0.015,0.032,0.06,0.105,0.116,0.173,0.168,0.112,0.089,0.12,0.085,0.152,0.23,0.279,0.34,0.453,0.695,0.881,0.915,0.754,0.674,0.715,0.834,0.77,0.699,0.654,0.504,0.493,0.499,0.416,0.163,0.04,0.064,0.296,0.361,0.187,0.048,0.15,0.24,0.198,0.318,0.238,0.172,0.156,0.156,0.042,0.049,0.048,0.022,0.006,0.009,0.006,0.002,0.008,0.013,0.005,0.001,0.002,0.002,0.006,R
0.009,0.021,0.021,0.05,0.066,0.08,0.097,0.087,0.074,0.084,0.158,0.09,0.031,0.186,0.297,0.203,0.126,0.166,0.166,0.209,0.231,0.446,0.663,0.693,0.766,0.821,0.705,0.756,0.747,0.639,0.485,0.333,0.536,0.874,0.857,0.672,0.345,0.315,0.27,0.26,0.274,0.359,0.438,0.246,0.076,0.019,0.08,0.075,0.037,0.016,0.03,0.011,0.011,0.01,0.003,0.01,0.01,0.004,0.007,0.011,R
0.041,0.065,0.04,0.06,0.05,0.182,0.118,0.102,0.058,0.218,0.246,0.333,0.309,0.261,0.323,0.373,0.42,0.536,0.706,0.82,0.884,0.83,0.761,0.76,0.837,0.89,0.765,0.59,0.304,0.082,0.279,0.724,0.803,0.805,0.768,0.747,0.625,0.173,0.292,0.5,0.522,0.482,0.4,0.388,0.165,0.044,0.066,0.042,0.048,0.024,0.007,0.006,0.013,0.018,0.007,0.02,0.02,0.01,0.007,0.006,R
0.022,0.038,0.048,0.048,0.065,0.059,0.075,0.01,0.068,0.149,0.116,0.165,0.383,0.36,0.171,0.114,0.035,0.38,0.74,0.992,0.98,0.889,0.671,0.429,0.337,0.737,0.961,0.735,0.486,0.159,0.301,0.41,0.317,0.33,0.341,0.219,0.246,0.273,0.168,0.279,0.256,0.174,0.212,0.11,0.098,0.127,0.146,0.116,0.078,0.044,0.006,0.014,0.013,0.014,0.006,0.005,0.006,0.009,0.006,0.002,R
0.018,0.03,0.029,0.039,0.063,0.053,0.069,0.063,0.062,0.061,0.168,0.348,0.456,0.519,0.631,0.72,0.515,0.382,0.264,0.334,0.486,0.663,0.739,0.921,1.0,0.775,0.559,0.617,0.864,0.659,0.477,0.498,0.333,0.308,0.288,0.223,0.079,0.06,0.105,0.061,0.153,0.098,0.164,0.19,0.111,0.192,0.147,0.039,0.036,0.027,0.017,0.01,0.012,0.004,0.008,0.012,0.01,0.006,0.003,0.002,R
0.021,0.013,0.053,0.057,0.065,0.143,0.134,0.204,0.157,0.157,0.233,0.178,0.151,0.192,0.206,0.231,0.236,0.13,0.381,0.586,0.45,0.488,1.0,0.868,0.472,0.534,0.62,0.714,0.56,0.373,0.248,0.192,0.139,0.332,0.288,0.323,0.261,0.204,0.24,0.132,0.068,0.033,0.072,0.098,0.079,0.052,0.05,0.023,0.022,0.014,0.031,0.039,0.015,0.002,0.01,0.01,0.008,0.018,0.011,0.007,R
0.012,0.058,0.062,0.06,0.14,0.188,0.142,0.145,0.049,0.086,0.214,0.372,0.266,0.211,0.11,0.114,0.193,0.414,0.328,0.622,0.747,0.768,0.787,0.825,1.0,0.948,0.754,0.601,0.544,0.539,0.562,0.514,0.608,0.562,0.596,0.608,0.502,0.283,0.048,0.281,0.342,0.515,0.437,0.247,0.171,0.134,0.084,0.076,0.03,0.007,0.007,0.002,0.01,0.007,0.012,0.007,0.008,0.007,0.003,0.014,R
0.015,0.01,0.011,0.026,0.01,0.039,0.086,0.092,0.095,0.15,0.191,0.212,0.225,0.257,0.17,0.202,0.254,0.342,0.403,0.455,0.552,0.599,0.585,0.711,0.95,0.986,1.0,0.958,0.864,0.713,0.589,0.432,0.29,0.174,0.077,0.23,0.246,0.31,0.331,0.222,0.087,0.206,0.181,0.162,0.112,0.082,0.112,0.095,0.041,0.012,0.005,0.005,0.004,0.004,0.001,0.005,0.004,0.001,0.003,0.003,R
0.014,0.022,0.009,0.011,0.022,0.014,0.066,0.095,0.079,0.102,0.126,0.083,0.049,0.085,0.151,0.14,0.107,0.192,0.299,0.325,0.38,0.566,0.748,0.876,0.905,0.751,0.686,0.704,0.586,0.377,0.221,0.263,0.267,0.291,0.198,0.229,0.319,0.287,0.292,0.281,0.268,0.211,0.151,0.179,0.185,0.172,0.09,0.066,0.044,0.011,0.002,0.006,0.007,0.011,0.001,0.002,0.002,0.006,0.004,0.005,R
0.02,0.012,0.012,0.024,0.055,0.021,0.089,0.084,0.134,0.12,0.174,0.139,0.204,0.258,0.262,0.21,0.253,0.321,0.433,0.476,0.533,0.606,0.67,0.748,0.893,0.94,1.0,0.978,0.847,0.764,0.67,0.499,0.372,0.22,0.142,0.268,0.263,0.31,0.339,0.212,0.117,0.266,0.22,0.154,0.146,0.104,0.122,0.074,0.049,0.022,0.003,0.008,0.004,0.006,0.008,0.004,0.004,0.003,0.001,0.002,R
