@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.02,0.042,0.055,0.078,0.062,0.087,0.12,0.271,0.121,0.028,0.225,0.262,0.177,0.371,0.453,0.555,0.462,0.38,0.345,0.266,0.24,0.113,0.256,0.517,0.378,0.408,0.535,0.512,0.454,0.426,0.387,0.394,0.466,0.397,0.219,0.182,0.102,0.211,0.325,0.37,0.291,0.301,0.256,0.193,0.206,0.175,0.084,0.104,0.064,0.015,0.008,0.019,0.018,0.016,0.029,0.009,0.024,0.022,0.019,0.01,M
0.06,0.047,0.05,0.039,0.103,0.077,0.085,0.045,0.109,0.035,0.158,0.202,0.227,0.283,0.382,0.466,0.669,0.865,0.936,0.937,0.914,0.916,0.931,0.86,0.733,0.576,0.416,0.411,0.415,0.315,0.294,0.317,0.315,0.413,0.399,0.42,0.453,0.442,0.474,0.343,0.319,0.337,0.249,0.265,0.175,0.093,0.053,0.008,0.034,0.014,0.003,0.001,0.0,0.023,0.021,0.008,0.012,0.011,0.011,0.01,M
0.027,0.038,0.049,0.085,0.113,0.11,0.135,0.234,0.311,0.4,0.394,0.331,0.293,0.176,0.174,0.204,0.209,0.268,0.243,0.184,0.28,0.617,0.802,0.831,0.844,0.849,0.917,1.0,0.79,0.537,0.647,0.65,0.496,0.218,0.099,0.043,0.171,0.198,0.188,0.111,0.17,0.058,0.064,0.139,0.064,0.058,0.064,0.104,0.073,0.028,0.015,0.009,0.004,0.004,0.004,0.01,0.005,0.005,0.006,0.01,M
0.009,0.027,0.025,0.024,0.022,0.084,0.149,0.122,0.157,0.212,0.3,0.309,0.274,0.255,0.187,0.145,0.146,0.243,0.326,0.368,0.336,0.31,0.391,0.528,0.641,0.771,0.875,1.0,0.981,0.697,0.497,0.502,0.536,0.384,0.185,0.115,0.157,0.131,0.158,0.263,0.31,0.451,0.378,0.127,0.146,0.109,0.148,0.138,0.072,0.018,0.02,0.01,0.01,0.009,0.002,0.004,0.002,0.007,0.006,0.002,M
0.01,0.031,0.054,0.041,0.061,0.104,0.102,0.139,0.259,0.374,0.423,0.45,0.54,0.43,0.333,0.35,0.343,0.285,0.406,0.683,0.765,0.667,0.57,0.6,0.648,0.861,0.982,0.938,0.844,0.607,0.54,0.689,0.598,0.324,0.052,0.316,0.359,0.388,0.572,0.431,0.305,0.439,0.43,0.483,0.508,0.195,0.154,0.204,0.105,0.025,0.036,0.018,0.002,0.01,0.013,0.004,0.004,0.003,0.003,0.003,M
0.028,0.06,0.066,0.023,0.084,0.167,0.115,0.11,0.137,0.177,0.2,0.287,0.328,0.377,0.417,0.504,0.618,0.802,0.933,0.94,0.928,0.945,0.833,0.777,0.701,0.615,0.581,0.445,0.371,0.289,0.218,0.171,0.358,0.395,0.287,0.24,0.362,0.331,0.376,0.477,0.406,0.366,0.232,0.145,0.102,0.111,0.066,0.027,0.024,0.018,0.011,0.015,0.017,0.016,0.005,0.007,0.005,0.003,0.004,0.008,M
0.013,0.02,0.004,0.022,0.023,0.048,0.074,0.033,0.137,0.208,0.23,0.199,0.118,0.189,0.295,0.534,0.685,0.792,0.822,0.729,0.735,0.792,0.806,0.49,0.193,0.292,0.626,0.855,0.897,0.782,0.517,0.484,0.404,0.341,0.285,0.235,0.27,0.444,0.432,0.331,0.12,0.167,0.37,0.307,0.094,0.154,0.139,0.077,0.062,0.023,0.011,0.017,0.009,0.004,0.006,0.006,0.003,0.007,0.003,0.005,M
0.019,0.017,0.029,0.03,0.046,0.069,0.058,0.11,0.242,0.313,0.479,0.524,0.439,0.344,0.287,0.389,0.442,0.389,0.409,0.501,0.727,0.938,1.0,0.983,0.993,0.916,0.824,0.696,0.454,0.328,0.252,0.396,0.415,0.331,0.144,0.192,0.321,0.337,0.568,0.55,0.323,0.045,0.313,0.339,0.413,0.364,0.207,0.086,0.06,0.027,0.012,0.004,0.014,0.014,0.017,0.013,0.011,0.012,0.011,0.007,M
0.006,0.027,0.022,0.056,0.094,0.115,0.071,0.1,0.167,0.186,0.248,0.271,0.293,0.264,0.188,0.14,0.203,0.261,0.278,0.335,0.383,0.4,0.511,0.686,0.749,0.784,0.902,1.0,0.889,0.651,0.608,0.446,0.295,0.173,0.149,0.08,0.177,0.138,0.24,0.205,0.197,0.278,0.138,0.068,0.066,0.166,0.181,0.124,0.052,0.004,0.018,0.007,0.006,0.007,0.007,0.008,0.004,0.002,0.003,0.001,M
0.016,0.004,0.024,0.044,0.063,0.092,0.137,0.108,0.155,0.178,0.216,0.257,0.309,0.383,0.439,0.534,0.6,0.673,0.731,0.809,0.894,0.967,1.0,0.989,0.938,0.899,0.918,0.913,0.781,0.602,0.376,0.33,0.228,0.021,0.112,0.179,0.237,0.284,0.224,0.272,0.336,0.255,0.187,0.216,0.128,0.077,0.107,0.095,0.064,0.023,0.013,0.017,0.014,0.011,0.006,0.016,0.009,0.004,0.005,0.003,M
0.022,0.015,0.035,0.035,0.048,0.053,0.077,0.086,0.145,0.211,0.234,0.209,0.164,0.169,0.165,0.197,0.293,0.371,0.431,0.416,0.512,0.65,0.772,0.849,0.91,0.891,0.819,0.678,0.537,0.521,0.565,0.575,0.525,0.426,0.333,0.233,0.145,0.165,0.269,0.373,0.447,0.413,0.374,0.302,0.207,0.179,0.169,0.134,0.077,0.022,0.02,0.012,0.007,0.001,0.003,0.005,0.003,0.002,0.002,0.003,M
0.024,0.032,0.042,0.04,0.079,0.077,0.088,0.114,0.159,0.205,0.265,0.31,0.238,0.192,0.143,0.174,0.178,0.285,0.504,0.617,0.762,0.812,0.779,0.879,0.881,0.947,1.0,0.974,0.845,0.615,0.43,0.316,0.287,0.202,0.121,0.027,0.058,0.126,0.107,0.108,0.036,0.12,0.206,0.205,0.188,0.205,0.172,0.107,0.048,0.017,0.019,0.01,0.007,0.008,0.004,0.003,0.003,0.001,0.004,0.006,M
0.026,0.044,0.014,0.008,0.03,0.044,0.034,0.078,0.084,0.078,0.033,0.206,0.191,0.106,0.146,0.223,0.207,0.11,0.108,0.116,0.222,0.069,0.206,0.238,0.09,0.228,0.587,0.846,0.847,0.768,0.806,0.626,0.654,0.875,0.988,0.935,0.696,0.573,0.587,0.666,0.565,0.525,0.368,0.2,0.151,0.051,0.093,0.098,0.052,0.019,0.01,0.004,0.019,0.016,0.007,0.01,0.007,0.008,0.009,0.01,R
0.024,0.019,0.047,0.044,0.066,0.074,0.138,0.11,0.138,0.138,0.094,0.026,0.15,0.285,0.574,0.828,0.867,0.813,0.904,0.905,1.0,0.998,0.987,0.976,0.901,0.972,0.968,0.763,0.443,0.382,0.473,0.401,0.338,0.317,0.222,0.073,0.269,0.189,0.071,0.106,0.069,0.03,0.089,0.146,0.135,0.039,0.055,0.047,0.02,0.01,0.016,0.009,0.015,0.008,0.002,0.008,0.004,0.003,0.004,0.002,R
0.037,0.04,0.032,0.029,0.082,0.134,0.116,0.066,0.016,0.051,0.091,0.254,0.146,0.127,0.122,0.167,0.142,0.128,0.186,0.114,0.207,0.022,0.24,0.255,0.024,0.192,0.475,0.7,0.682,0.644,0.706,0.537,0.66,0.871,0.952,0.96,0.771,0.677,0.643,0.672,0.604,0.516,0.38,0.228,0.152,0.08,0.08,0.075,0.057,0.018,0.006,0.009,0.016,0.016,0.008,0.007,0.014,0.007,0.008,0.007,R
0.023,0.037,0.004,0.038,0.046,0.145,0.221,0.119,0.075,0.163,0.271,0.336,0.409,0.44,0.548,0.721,0.814,0.918,1.0,0.942,0.912,0.935,0.748,0.515,0.411,0.344,0.698,0.871,0.901,0.801,0.438,0.132,0.171,0.248,0.304,0.231,0.134,0.206,0.247,0.279,0.161,0.006,0.035,0.115,0.133,0.028,0.076,0.063,0.031,0.024,0.012,0.006,0.002,0.012,0.015,0.006,0.003,0.003,0.01,0.016,R
0.029,0.04,0.077,0.081,0.052,0.105,0.014,0.067,0.129,0.115,0.094,0.079,0.025,0.119,0.104,0.205,0.156,0.269,0.378,0.402,0.347,0.14,0.121,0.283,0.15,0.263,0.447,0.752,0.904,0.781,0.477,0.248,0.537,0.628,0.365,0.457,0.636,0.647,0.552,0.325,0.229,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.024,0.02,0.005,0.014,0.016,0.008,0.014,0.011,R
0.033,0.022,0.027,0.048,0.068,0.098,0.084,0.117,0.076,0.092,0.148,0.052,0.112,0.097,0.117,0.168,0.164,0.12,0.049,0.154,0.348,0.615,0.915,0.936,0.868,0.877,0.855,0.883,1.0,0.83,0.66,0.55,0.572,0.686,0.682,0.514,0.275,0.136,0.155,0.265,0.199,0.188,0.275,0.165,0.058,0.07,0.06,0.046,0.002,0.007,0.004,0.002,0.003,0.006,0.005,0.006,0.014,0.013,0.005,0.004,R
0.027,0.024,0.062,0.056,0.113,0.097,0.182,0.174,0.144,0.181,0.237,0.091,0.175,0.401,0.519,0.731,0.906,0.926,0.743,0.446,0.51,0.695,0.776,0.836,0.728,0.64,0.576,0.415,0.35,0.444,0.266,0.202,0.194,0.076,0.372,0.584,0.483,0.235,0.1,0.324,0.399,0.298,0.168,0.176,0.168,0.073,0.119,0.13,0.075,0.007,0.026,0.011,0.011,0.008,0.005,0.007,0.01,0.016,0.022,0.017,R
0.021,0.032,0.042,0.029,0.012,0.044,0.13,0.139,0.07,0.057,0.087,0.194,0.148,0.187,0.199,0.328,0.686,0.581,0.25,0.173,0.336,0.559,0.659,0.701,0.81,0.89,0.874,0.789,0.872,0.938,0.892,0.751,0.683,0.761,0.902,1.0,0.912,0.739,0.592,0.406,0.302,0.233,0.293,0.23,0.239,0.191,0.11,0.03,0.017,0.038,0.005,0.009,0.004,0.015,0.011,0.002,0.01,0.005,0.007,0.008,R
0.022,0.022,0.027,0.014,0.036,0.078,0.091,0.091,0.115,0.097,0.12,0.11,0.119,0.176,0.239,0.214,0.193,0.176,0.075,0.126,0.2,0.157,0.26,0.539,0.844,1.0,0.868,0.674,0.554,0.464,0.361,0.206,0.162,0.209,0.31,0.234,0.106,0.038,0.053,0.129,0.224,0.192,0.159,0.094,0.084,0.067,0.034,0.047,0.036,0.014,0.008,0.014,0.004,0.005,0.007,0.002,0.005,0.002,0.001,0.002,R
0.011,0.009,0.006,0.046,0.075,0.089,0.102,0.049,0.047,0.039,0.111,0.141,0.22,0.298,0.412,0.475,0.539,0.628,0.706,0.792,0.949,1.0,0.964,0.943,0.866,0.79,0.65,0.449,0.474,0.615,0.493,0.32,0.374,0.334,0.105,0.067,0.038,0.046,0.169,0.217,0.168,0.064,0.016,0.078,0.065,0.021,0.051,0.039,0.026,0.01,0.016,0.003,0.008,0.011,0.008,0.006,0.0,0.002,0.003,0.003,R
0.019,0.031,0.02,0.062,0.008,0.079,0.144,0.145,0.179,0.252,0.261,0.371,0.391,0.267,0.272,0.418,0.699,0.573,0.223,0.263,0.747,0.726,0.339,0.282,0.605,0.59,0.497,0.862,0.834,0.408,0.227,0.174,0.051,0.159,0.304,0.137,0.16,0.206,0.073,0.02,0.164,0.158,0.183,0.189,0.101,0.066,0.018,0.04,0.011,0.014,0.009,0.004,0.01,0.014,0.019,0.014,0.01,0.009,0.005,0.008,R
0.021,0.019,0.013,0.021,0.061,0.061,0.061,0.051,0.099,0.109,0.106,0.118,0.129,0.159,0.168,0.192,0.162,0.165,0.14,0.143,0.243,0.282,0.429,0.644,0.906,1.0,0.809,0.612,0.526,0.368,0.275,0.102,0.134,0.158,0.195,0.179,0.043,0.11,0.176,0.248,0.315,0.292,0.19,0.07,0.076,0.091,0.044,0.024,0.026,0.01,0.014,0.007,0.006,0.008,0.009,0.004,0.003,0.002,0.005,0.002,R
0.019,0.037,0.095,0.082,0.025,0.049,0.142,0.197,0.187,0.181,0.214,0.152,0.198,0.484,0.73,0.781,0.791,0.612,0.42,0.281,0.515,0.757,0.86,1.0,0.846,0.68,0.697,0.584,0.477,0.52,0.424,0.159,0.167,0.059,0.397,0.715,0.732,0.351,0.059,0.269,0.42,0.387,0.244,0.2,0.231,0.189,0.196,0.17,0.137,0.04,0.014,0.009,0.003,0.011,0.003,0.006,0.009,0.006,0.007,0.002,R
0.02,0.021,0.006,0.019,0.032,0.057,0.1,0.067,0.069,0.024,0.073,0.064,0.3,0.385,0.477,0.46,0.318,0.416,0.643,1.0,0.863,0.521,0.316,0.595,0.773,0.604,0.438,0.549,0.472,0.624,0.385,0.159,0.389,0.529,0.35,0.448,0.404,0.503,0.648,0.549,0.355,0.203,0.188,0.084,0.132,0.159,0.056,0.062,0.034,0.037,0.026,0.016,0.007,0.027,0.02,0.009,0.01,0.01,0.002,0.005,R
0.016,0.017,0.035,0.007,0.019,0.067,0.106,0.07,0.096,0.025,0.08,0.106,0.127,0.089,0.02,0.113,0.283,0.323,0.324,0.433,0.607,0.765,0.92,0.972,0.921,0.754,0.829,0.891,0.731,0.69,0.583,0.494,0.31,0.031,0.024,0.111,0.159,0.137,0.07,0.045,0.062,0.142,0.16,0.138,0.037,0.069,0.087,0.051,0.009,0.02,0.012,0.009,0.022,0.018,0.008,0.007,0.003,0.004,0.006,0.004,R
0.01,0.028,0.019,0.037,0.042,0.02,0.031,0.065,0.19,0.267,0.338,0.328,0.243,0.127,0.128,0.444,0.68,0.705,0.797,0.94,0.986,0.819,0.579,0.639,0.704,0.688,0.408,0.181,0.206,0.392,0.379,0.204,0.223,0.334,0.398,0.508,0.553,0.335,0.272,0.228,0.204,0.199,0.084,0.091,0.138,0.195,0.121,0.084,0.059,0.025,0.012,0.009,0.01,0.004,0.009,0.005,0.012,0.002,0.009,0.006,R
0.009,0.006,0.025,0.049,0.12,0.159,0.139,0.099,0.096,0.19,0.19,0.255,0.407,0.299,0.29,0.533,0.402,0.157,0.302,0.391,0.354,0.444,0.641,0.46,0.601,0.869,0.834,0.767,0.508,0.462,0.538,0.538,0.384,0.36,0.74,0.776,0.386,0.067,0.368,0.611,0.351,0.231,0.22,0.305,0.194,0.157,0.048,0.054,0.015,0.007,0.019,0.006,0.01,0.019,0.008,0.015,0.016,0.005,0.019,0.01,R
0.024,0.022,0.032,0.057,0.033,0.051,0.09,0.071,0.057,0.039,0.193,0.243,0.291,0.261,0.381,0.5,0.302,0.366,0.679,0.731,0.505,0.444,0.699,0.813,0.778,0.894,0.893,0.891,0.861,0.806,0.554,0.245,0.346,0.162,0.247,0.556,0.468,0.098,0.158,0.075,0.332,0.374,0.267,0.108,0.142,0.169,0.074,0.063,0.014,0.023,0.006,0.016,0.015,0.009,0.011,0.009,0.005,0.002,0.007,0.002,R
0.029,0.038,0.026,0.006,0.013,0.061,0.09,0.111,0.097,0.075,0.053,0.121,0.176,0.204,0.273,0.232,0.268,0.293,0.33,0.491,0.54,0.626,0.683,0.753,0.85,0.894,0.993,0.913,0.708,0.632,0.613,0.464,0.28,0.172,0.166,0.256,0.274,0.321,0.272,0.188,0.155,0.252,0.212,0.18,0.147,0.068,0.109,0.092,0.04,0.009,0.008,0.006,0.007,0.011,0.005,0.01,0.004,0.006,0.005,0.009,R
