@RELATION myRel

@ATTRIBUTE Proof_cut NUMERIC
@ATTRIBUTE Viscosity NUMERIC
@ATTRIBUTE Caliper NUMERIC
@ATTRIBUTE Ink_temperature NUMERIC
@ATTRIBUTE Humifity NUMERIC
@ATTRIBUTE Roughness NUMERIC
@ATTRIBUTE Blade_pressure NUMERIC
@ATTRIBUTE Varnish_pct NUMERIC
@ATTRIBUTE Press_speed NUMERIC
@ATTRIBUTE Ink_pct NUMERIC
@ATTRIBUTE Solvent_pct NUMERIC
@ATTRIBUTE Esa_voltage NUMERIC
@ATTRIBUTE ESA_amperage NUMERIC
@ATTRIBUTE Wax NUMERIC
@ATTRIBUTE Hardener NUMERIC
@ATTRIBUTE Roller_durometer NUMERIC
@ATTRIBUTE Density NUMERIC
@ATTRIBUTE Anode_ratio NUMERIC
@ATTRIBUTE Chrome_content NUMERIC
@ATTRIBUTE Band_type {band, noband}

@DATA
35.0,62.0,0.4,14.5,94.0,1.0,35.0,0.0,1900.0,63.3,36.7,0.0,0.0,2.5,1.0,35.0,40.0,106.89,100.0,band
42.5,52.0,0.2,16.0,82.0,0.75,30.0,0.0,2150.0,58.8,41.2,0.0,0.0,2.5,1.0,33.0,40.0,110.0,100.0,band
50.0,43.0,0.267,14.0,74.0,0.625,20.0,2.2,1800.0,56.2,41.6,0.0,0.0,3.0,1.0,38.0,40.0,96.875,100.0,band
40.0,55.0,0.433,15.5,92.0,0.75,22.0,9.6,1550.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40.0,106.66,100.0,band
45.0,55.0,0.2,14.0,73.0,0.75,30.0,0.0,2100.0,61.1,38.9,0.0,0.0,2.5,0.8,33.0,40.0,96.8,100.0,band
50.0,40.0,0.2,15.2,78.0,1.0,24.0,0.0,1850.0,58.8,41.2,0.0,0.0,2.9,1.1,40.0,40.0,103.13,100.0,band
45.0,62.0,0.233,15.0,76.0,0.75,50.0,0.0,1500.0,58.8,41.2,0.0,0.0,3.0,1.2,38.0,40.0,103.225,100.0,band
47.5,58.0,0.333,14.0,85.0,0.75,28.0,16.5,1800.0,48.5,35.0,0.0,0.0,2.5,0.5,35.0,40.0,114.3,100.0,band
62.0,52.0,0.433,15.0,78.0,0.75,28.0,5.9,1400.0,58.8,35.3,4.0,0.0,2.5,0.8,40.0,40.0,103.22,100.0,band
40.0,59.0,0.25,15.0,80.0,0.75,40.0,13.3,1750.0,51.0,35.7,0.0,0.0,2.2,0.7,34.0,40.0,100.0,100.0,band
40.0,65.0,0.2,15.0,80.0,0.625,50.0,10.4,1640.0,47.2,42.4,1.0,0.0,3.0,1.5,32.0,40.0,103.13,100.0,band
50.0,47.0,0.2,15.0,80.0,0.625,28.0,0.0,1750.0,59.0,41.0,0.0,0.0,1.0,1.0,38.0,40.0,91.89,100.0,band
37.5,65.0,0.2,16.0,80.0,0.625,50.0,6.6,1640.0,54.9,38.5,3.0,0.0,3.0,1.0,32.0,40.0,103.13,100.0,band
40.0,40.0,0.3,14.9,75.0,0.625,28.0,4.3,2000.0,53.2,42.5,4.0,0.0,2.5,1.5,30.0,40.0,117.86,100.0,band
40.0,60.0,0.2,14.5,85.0,1.0,35.0,0.0,1250.0,58.8,41.2,2.5,0.0,1.5,1.0,30.0,40.0,100.0,100.0,band
35.0,56.0,0.3,15.3,80.0,0.75,20.0,0.0,1900.0,76.9,23.1,0.0,0.0,2.5,1.25,33.0,40.0,106.66,100.0,band
52.0,54.0,0.5,16.0,82.0,0.875,22.0,15.8,900.0,49.5,34.7,0.0,0.0,2.5,1.0,50.0,40.0,96.7,100.0,band
47.0,43.0,0.267,16.0,80.0,0.562,30.0,9.1,2400.0,50.5,40.4,0.0,0.0,2.5,1.1,30.0,40.0,103.125,100.0,noband
37.5,43.0,0.2,15.8,80.0,0.5,32.0,0.0,2400.0,62.5,37.5,5.0,0.0,2.5,0.9,35.0,40.0,96.77,100.0,noband
55.0,49.0,0.2,15.6,74.0,0.75,24.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,1.7,33.0,40.0,103.33,100.0,noband
40.0,44.0,0.2,16.1,78.0,0.938,30.0,5.6,1800.0,55.6,38.9,0.0,0.0,2.0,1.0,35.0,40.0,103.22,100.0,noband
35.0,39.0,0.2,16.2,84.0,1.0,30.0,0.0,2100.0,62.5,37.5,4.0,0.0,2.0,0.9,30.0,40.0,94.117,100.0,noband
45.0,54.0,0.333,15.5,76.0,0.812,30.0,5.6,2250.0,55.6,38.9,2.0,0.0,2.5,1.3,30.0,40.0,106.45,100.0,noband
65.0,43.0,0.333,16.0,75.0,1.0,32.0,22.7,1750.0,45.5,31.8,0.0,0.0,3.0,1.0,38.0,40.0,106.66,100.0,noband
55.0,55.0,0.3,13.0,86.0,0.75,28.0,13.7,1700.0,49.0,37.3,0.0,0.0,3.0,0.8,34.0,35.0,100.0,100.0,noband
40.0,62.0,0.2,14.9,80.0,0.5,28.0,3.4,2303.0,56.8,39.8,2.0,0.0,2.5,0.6,33.0,40.0,100.0,100.0,noband
42.5,52.0,0.333,16.8,80.0,0.625,40.0,0.0,1700.0,54.3,45.7,3.0,0.0,3.0,1.0,34.0,40.0,107.4,100.0,noband
50.0,50.0,0.2,16.2,75.0,0.75,25.0,3.3,1850.0,54.9,41.8,2.0,0.0,2.7,0.9,40.0,35.0,100.0,100.0,noband
60.0,53.0,0.333,16.5,88.0,0.75,55.0,22.1,1550.0,41.0,36.9,0.0,0.0,3.0,0.8,40.0,35.0,105.1,100.0,noband
40.0,43.0,0.35,16.1,70.0,0.625,20.0,11.1,2000.0,55.6,33.3,4.0,0.0,1.8,0.9,35.0,40.0,103.22,100.0,noband
40.0,62.0,0.3,16.0,84.0,0.938,28.0,0.0,2200.0,58.8,41.2,4.0,0.0,2.5,0.6,30.0,40.0,106.45,100.0,noband
40.0,43.0,0.2,13.5,76.0,0.75,52.0,4.4,1726.0,55.0,40.6,0.0,0.0,3.0,1.0,40.0,40.0,96.77,100.0,noband
37.5,44.0,0.2,16.0,90.0,0.75,28.0,20.0,2050.0,45.0,35.0,0.0,0.0,2.4,0.8,35.0,40.0,107.4,100.0,noband
45.0,58.0,0.2,15.0,75.0,0.625,20.0,10.5,2100.0,52.6,36.8,0.0,0.0,2.5,0.7,33.0,40.0,103.125,100.0,noband
40.0,62.0,0.3,16.1,82.0,0.812,30.0,5.7,1800.0,56.8,37.5,10.0,0.0,0.7,0.5,30.0,40.0,106.5,100.0,noband
42.5,41.0,0.3,14.0,70.0,0.625,20.0,2.3,1750.0,57.5,40.0,4.0,0.0,2.5,0.7,35.0,40.0,96.97,100.0,noband
65.0,50.0,0.267,15.0,86.0,0.25,28.0,10.5,1700.0,52.6,36.8,2.0,0.0,2.5,0.6,40.0,40.0,103.3,100.0,noband
40.0,54.0,0.2,15.8,76.0,0.5,38.0,5.6,1736.0,55.6,38.9,0.0,0.0,2.5,1.5,35.0,40.0,103.125,100.0,noband
37.5,70.0,0.4,15.0,65.0,0.75,25.0,5.4,1500.0,54.3,40.2,0.0,0.0,2.3,0.9,40.0,40.0,106.66,100.0,noband
35.0,41.0,0.267,16.66,78.0,0.75,50.0,7.6,1490.0,54.3,38.0,0.0,0.0,3.0,1.0,35.0,40.0,106.7,100.0,noband
45.0,55.0,0.3,16.1,82.0,0.75,30.0,0.0,2400.0,58.8,41.2,0.0,0.0,2.0,0.8,30.0,45.0,93.75,100.0,noband
50.0,62.0,0.4,15.4,98.0,0.75,25.0,10.6,1750.0,48.1,41.3,0.0,0.0,2.8,1.3,33.0,40.0,110.0,100.0,noband
40.0,43.0,0.267,16.0,80.0,0.562,30.0,5.6,1900.0,55.6,38.9,0.0,0.0,2.2,1.3,30.0,40.0,103.22,100.0,noband
40.0,50.0,0.233,16.0,70.0,0.562,30.0,0.0,2400.0,58.8,41.2,8.0,0.0,1.5,0.5,33.0,40.0,103.125,100.0,noband
40.0,64.0,0.233,15.4,88.0,0.562,24.0,4.4,1835.0,55.5,40.0,2.0,0.0,2.0,1.3,30.0,40.0,106.45,100.0,noband
35.0,56.0,0.2,15.0,80.0,0.812,40.0,8.6,2100.0,53.8,37.6,8.0,0.0,1.7,1.0,30.0,40.0,100.0,100.0,noband
47.0,67.0,0.4,16.0,74.0,0.812,38.0,0.0,1900.0,58.8,41.2,2.0,0.0,2.5,1.1,33.0,40.0,103.125,100.0,noband
55.0,40.0,0.3,15.1,69.0,0.625,20.0,19.5,1450.0,44.2,36.3,0.0,0.0,2.5,0.9,34.0,40.0,106.45,100.0,noband
57.5,54.0,0.367,16.2,79.0,0.5,23.0,19.0,1500.0,47.6,33.4,5.0,0.0,3.0,1.0,32.0,35.0,93.3,100.0,noband
45.0,55.0,0.3,15.0,75.0,0.75,25.0,0.0,2300.0,59.8,40.2,0.0,0.0,2.0,2.3,30.0,33.0,96.6,100.0,noband
50.0,45.0,0.3,15.2,72.0,1.0,25.0,5.9,2150.0,58.8,35.3,0.0,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
65.0,43.0,0.2,16.0,68.0,0.75,30.0,15.5,1750.0,48.5,35.9,0.0,0.0,3.0,1.0,38.0,40.0,106.6,100.0,noband
32.0,42.0,0.233,16.0,70.0,0.625,48.0,0.0,1350.0,63.9,36.1,0.0,0.0,3.0,1.0,34.0,40.0,100.0,100.0,noband
60.0,49.0,0.333,14.9,77.0,0.75,27.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,0.7,33.0,40.0,103.33,100.0,noband
37.5,44.0,0.3,15.0,85.0,0.75,34.0,0.0,1400.0,62.5,37.5,0.0,0.0,2.8,1.0,28.0,40.0,103.12,100.0,noband
30.0,53.0,0.333,14.0,85.0,0.75,30.0,15.0,2290.0,50.0,35.0,0.0,0.0,2.0,1.5,33.0,40.0,110.7,100.0,noband
25.0,38.0,0.2,13.0,75.0,0.625,25.0,0.0,1600.0,57.5,42.5,0.0,0.0,2.5,0.85,30.0,40.0,103.12,100.0,noband
50.0,43.0,0.2,15.5,72.0,0.75,30.0,5.1,2200.0,50.6,44.3,0.0,0.0,2.5,1.3,35.0,40.0,96.77,100.0,noband
45.0,57.0,0.233,15.0,88.0,0.562,30.0,10.4,1900.0,52.1,37.5,0.0,0.0,2.5,1.8,30.0,40.0,100.0,100.0,noband
30.0,51.0,0.333,16.0,76.0,0.875,25.0,19.1,2250.0,42.7,38.2,3.0,0.0,1.2,0.5,30.0,35.0,103.3,100.0,noband
70.0,43.0,0.3,18.1,78.0,0.5,28.0,14.4,2125.0,48.1,37.5,5.0,0.0,3.0,0.9,33.0,40.0,100.0,100.0,noband
55.0,54.0,0.267,15.0,70.0,0.625,60.0,3.4,1600.0,56.8,39.8,0.0,0.0,1.0,0.4,45.0,40.0,103.3,100.0,noband
47.5,49.0,0.433,14.5,88.0,0.625,25.0,34.5,2000.0,43.5,22.0,0.0,0.0,2.5,0.7,40.0,40.0,96.97,90.0,noband
