@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
0.359,1.52,-1.0
-0.581,-1.34,-1.0
0.569,1.44,-1.0
-0.343,-1.39,-1.0
-0.0143,1.55,-1.0
-0.687,-1.29,-1.0
1.22,1.04,-1.0
-1.62,0.102,-1.0
1.63,0.475,-1.0
-1.54,0.643,-1.0
1.59,-0.0963,-1.0
-1.56,0.514,-1.0
1.54,-0.193,-1.0
-1.32,1.1,-1.0
1.35,-0.518,-1.0
-0.704,1.46,-1.0
0.177,-1.37,-1.0
-0.869,1.38,-1.0
0.0963,-1.38,-1.0
0.344,1.49,-1.0
-0.813,-1.23,-1.0
1.41,0.83,-1.0
-1.03,-1.09,-1.0
1.0,1.17,-1.0
-0.753,-1.25,-1.0
0.299,1.49,-1.0
-0.22,-1.38,-1.0
-0.0482,1.52,-1.0
0.118,-1.37,-1.0
-1.03,1.31,-1.0
1.28,-0.588,-1.0
-1.52,0.66,-1.0
1.55,-0.00546,-1.0
-1.55,0.378,-1.0
1.49,-0.156,-1.0
-1.37,0.928,-1.0
1.36,-0.412,-1.0
-0.912,1.34,-1.0
0.102,-1.36,-1.0
-0.046,1.51,-1.0
-0.724,-1.26,-1.0
0.518,1.41,-1.0
-0.803,-1.21,-1.0
0.985,1.16,-1.0
-0.982,-1.08,-1.0
0.97,1.15,-1.0
-0.432,-1.34,-1.0
0.715,1.3,-1.0
-0.411,-1.34,-1.0
-0.516,1.46,-1.0
-0.138,-1.37,-1.0
-0.117,1.47,-1.0
0.253,-1.3,-1.0
-0.31,1.45,-1.0
-0.499,-1.31,-1.0
1.05,1.07,-1.0
-1.02,-1.01,-1.0
1.12,1.01,-1.0
-0.843,-1.14,-1.0
1.08,1.03,-1.0
-1.53,0.257,-1.0
1.53,0.228,-1.0
-1.46,0.657,-1.0
1.52,0.315,-1.0
-1.46,0.594,-1.0
1.27,-0.519,-1.0
-0.852,1.32,-1.0
-0.0263,-1.35,-1.0
-0.496,1.41,-1.0
0.425,-1.21,-1.0
-1.1,1.16,-1.0
0.204,-1.29,-1.0
0.318,1.4,-1.0
-0.581,-1.27,-1.0
0.904,1.15,-1.0
-0.932,-1.02,-1.0
1.38,0.698,-1.0
-1.47,0.52,-1.0
1.38,-0.244,-1.0
-1.34,0.869,-1.0
1.29,-0.391,-1.0
-1.34,0.824,-1.0
1.49,0.365,-1.0
-0.948,-0.982,-1.0
0.605,1.28,-1.0
-0.338,-1.33,-1.0
-0.012,1.42,-1.0
0.0578,-1.32,-1.0
-0.632,1.35,-1.0
-0.0659,-1.33,-1.0
0.488,1.31,-1.0
-0.647,-1.22,-1.0
0.13,1.38,-1.0
-0.726,-1.17,-1.0
1.26,0.799,-1.0
-0.765,-1.13,-1.0
0.514,1.27,-1.0
-0.111,-1.33,-1.0
-1.04,1.19,-1.0
0.205,-1.28,-1.0
-1.07,1.16,-1.0
0.195,-1.27,-1.0
-0.503,1.35,-1.0
-0.0541,-1.31,-1.0
-0.676,1.3,-1.0
0.354,-1.19,-1.0
-1.34,0.805,-1.0
1.35,-0.177,-1.0
-1.4,0.553,-1.0
1.41,0.607,-1.0
-0.785,-1.11,-1.0
1.27,0.775,-1.0
-0.84,-1.05,-1.0
0.497,1.27,-1.0
-0.594,-1.21,-1.0
1.02,0.976,-1.0
-0.897,-0.972,-1.0
1.14,0.866,-1.0
-0.604,-1.2,-1.0
0.0551,1.34,-1.0
-0.0693,-1.3,-1.0
0.39,1.27,-1.0
-0.38,-1.27,-1.0
0.7,1.14,-1.0
-0.688,-1.14,-1.0
1.04,0.93,-1.0
-0.914,-0.919,-1.0
1.43,0.498,-1.0
-1.33,0.719,-1.0
0.409,-1.15,-1.0
-1.04,1.13,-1.0
0.0643,-1.28,-1.0
-0.827,1.23,-1.0
-0.0189,-1.28,-1.0
-0.397,1.32,-1.0
0.0598,-1.26,-1.0
-0.467,1.3,-1.0
0.303,-1.18,-1.0
-1.13,1.01,-1.0
1.45,0.229,-1.0
-1.28,0.72,-1.0
1.22,-0.345,-1.0
-1.24,0.788,-1.0
1.45,0.398,-1.0
-0.529,-1.22,-1.0
0.375,1.24,-1.0
-0.223,-1.28,-1.0
-0.399,1.3,-1.0
0.3,-1.18,-1.0
-0.195,1.31,-1.0
-0.405,-1.25,-1.0
0.655,1.14,-1.0
-0.634,-1.15,-1.0
0.592,1.15,-1.0
-0.261,-1.27,-1.0
-0.355,1.28,-1.0
0.183,-1.21,-1.0
-0.918,1.13,-1.0
0.56,-1.02,-1.0
-0.754,1.19,-1.0
-0.139,-1.27,-1.0
-0.49,1.25,-1.0
0.0608,-1.23,-1.0
-0.598,1.22,-1.0
-0.298,-1.26,-1.0
0.286,1.23,-1.0
-0.625,-1.14,-1.0
1.28,0.691,-1.0
-0.826,-0.966,-1.0
0.569,1.15,-1.0
-0.621,-1.12,-1.0
1.3,0.648,-1.0
-0.652,-1.1,-1.0
0.617,1.11,-1.0
-0.742,-1.02,-1.0
1.39,0.504,-1.0
-0.538,-1.15,-1.0
0.176,1.23,-1.0
-0.0476,-1.24,-1.0
-0.491,1.22,-1.0
0.446,-1.07,-1.0
-0.959,1.07,-1.0
0.164,-1.18,-1.0
-1.08,0.989,-1.0
1.44,0.358,-1.0
-1.21,0.778,-1.0
1.27,-0.194,-1.0
-1.07,0.963,-1.0
0.134,-1.18,-1.0
0.0205,1.23,-1.0
-0.302,-1.22,-1.0
0.0328,1.22,-1.0
0.0292,-1.21,-1.0
-0.536,1.19,-1.0
0.357,-1.07,-1.0
-1.04,0.984,-1.0
1.39,0.155,-1.0
-1.18,0.692,-1.0
1.27,-0.159,-1.0
-1.02,0.968,-1.0
0.0426,-1.18,-1.0
0.275,1.18,-1.0
-0.56,-1.12,-1.0
1.19,0.697,-1.0
-0.591,-1.08,-1.0
1.01,0.865,-1.0
-0.401,-1.17,-1.0
-0.621,1.16,-1.0
-0.0699,-1.2,-1.0
-0.413,1.17,-1.0
-0.489,-1.13,-1.0
0.713,1.02,-1.0
-0.715,-0.969,-1.0
1.4,0.43,-1.0
-1.15,0.729,-1.0
0.606,-0.877,-1.0
-0.754,1.1,-1.0
-0.153,-1.2,-1.0
0.677,1.03,-1.0
-0.55,-1.07,-1.0
1.27,0.589,-1.0
-0.583,-1.05,-1.0
0.986,0.843,-1.0
-0.459,-1.11,-1.0
0.962,0.851,-1.0
-0.882,-0.726,-1.0
1.37,0.428,-1.0
-1.14,0.693,-1.0
0.308,-1.06,-1.0
-0.935,1.02,-1.0
0.176,-1.11,-1.0
-0.534,1.15,-1.0
-0.212,-1.18,-1.0
0.778,0.952,-1.0
-0.62,-0.984,-1.0
1.25,0.555,-1.0
-0.634,-0.969,-1.0
1.04,0.779,-1.0
-0.402,-1.11,-1.0
-0.0882,1.17,-1.0
-0.00698,-1.15,-1.0
-0.892,1.02,-1.0
0.00564,-1.14,-1.0
-0.695,1.08,-1.0
-0.156,-1.16,-1.0
-0.647,1.08,-1.0
0.235,-1.06,-1.0
-0.862,1.01,-1.0
1.32,0.0928,-1.0
-1.16,0.41,-1.0
1.31,0.118,-1.0
-1.02,0.883,-1.0
0.569,-0.858,-1.0
-0.42,1.11,-1.0
-0.299,-1.14,-1.0
0.91,0.864,-1.0
-0.64,-0.939,-1.0
0.89,0.864,-1.0
-0.264,-1.14,-1.0
0.637,0.984,-1.0
-0.388,-1.08,-1.0
0.857,0.875,-1.0
-0.803,-0.705,-1.0
1.23,-0.0874,-1.0
-1.12,0.576,-1.0
1.31,0.17,-1.0
-1.04,0.679,-1.0
0.44,-0.936,-1.0
-0.481,1.09,-1.0
0.0893,-1.1,-1.0
-0.717,1.0,-1.0
-0.128,-1.14,-1.0
1.11,0.685,-1.0
-0.702,-0.811,-1.0
0.763,0.921,-1.0
-0.463,-1.01,-1.0
0.733,0.926,-1.0
-0.631,-0.867,-1.0
1.27,0.493,-1.0
-0.512,-0.954,-1.0
0.592,0.973,-1.0
-0.0127,-1.12,-1.0
-0.745,0.987,-1.0
0.351,-0.964,-1.0
-0.549,1.03,-1.0
-0.124,-1.12,-1.0
0.486,0.991,-1.0
-0.0853,-1.12,-1.0
-0.806,0.941,-1.0
-0.0782,-1.1,-1.0
-0.711,0.96,-1.0
1.3,0.175,-1.0
-1.02,0.675,-1.0
1.27,0.0842,-1.0
-0.973,0.712,-1.0
0.0991,-1.05,-1.0
0.468,0.986,-1.0
-0.516,-0.935,-1.0
1.16,0.598,-1.0
-0.39,-1.01,-1.0
1.14,0.607,-1.0
-0.467,-0.945,-1.0
0.802,0.852,-1.0
-0.203,-1.08,-1.0
0.289,1.01,-1.0
0.0236,-1.07,-1.0
-0.859,0.885,-1.0
-0.0723,-1.08,-1.0
0.867,0.81,-1.0
-0.706,-0.697,-1.0
1.12,0.612,-1.0
-0.228,-1.06,-1.0
0.793,0.836,-1.0
-0.123,-1.07,-1.0
0.814,0.817,-1.0
-0.653,-0.734,-1.0
1.05,0.651,-1.0
-0.45,-0.928,-1.0
0.633,0.901,-1.0
-0.0341,-1.07,-1.0
-0.734,0.881,-1.0
-0.0957,-1.06,-1.0
0.543,0.913,-1.0
-0.524,-0.857,-1.0
1.17,0.511,-1.0
-0.509,-0.824,-1.0
1.29,0.23,-1.0
-0.958,0.536,-1.0
1.18,-0.0335,-1.0
-0.891,0.593,-1.0
1.2,0.0691,-1.0
-0.583,-0.743,-1.0
0.897,0.742,-1.0
-0.1,-1.05,-1.0
-0.555,0.908,-1.0
-0.215,-1.01,-1.0
1.0,0.654,-1.0
-0.519,-0.799,-1.0
1.17,0.446,-1.0
-0.487,-0.797,-1.0
0.656,0.844,-1.0
-0.234,-0.974,-1.0
0.794,0.762,-1.0
-0.499,-0.766,-1.0
1.14,-0.0829,-1.0
-0.835,0.671,-1.0
0.0927,-1.02,-1.0
0.157,0.956,-1.0
-0.0418,-1.02,-1.0
0.753,0.781,-1.0
0.0735,-1.01,-1.0
-0.676,0.797,-1.0
-0.00634,-1.0,-1.0
0.711,0.787,-1.0
-0.473,-0.749,-1.0
0.809,0.741,-1.0
0.0066,-0.994,-1.0
0.339,0.881,-1.0
-0.353,-0.836,-1.0
0.991,0.594,-1.0
-0.804,0.687,-1.0
1.18,0.08,-1.0
-0.704,0.71,-1.0
1.18,0.392,-1.0
-0.298,-0.823,-1.0
0.465,0.842,-1.0
-0.106,-0.933,-1.0
0.646,0.778,-1.0
-0.0107,-0.96,-1.0
1.24,0.31,-1.0
-0.0264,-0.952,-1.0
0.636,0.756,-1.0
-0.109,-0.884,-1.0
0.126,0.819,-1.0
-0.0696,-0.896,-1.0
1.13,0.429,-1.0
0.021,-0.905,-1.0
0.745,0.681,-1.0
-0.141,-0.797,-1.0
0.883,0.598,-1.0
0.0524,-0.853,-1.0
0.432,0.749,-1.0
0.0852,-0.852,-1.0
0.851,0.598,-1.0
-0.239,-0.619,-1.0
1.07,0.457,-1.0
0.0886,-0.844,-1.0
0.995,0.502,-1.0
-0.0633,-0.699,-1.0
0.584,0.679,-1.0
0.254,-0.862,-1.0
0.804,0.6,-1.0
0.0681,-0.76,-1.0
0.751,0.608,-1.0
0.424,-0.84,-1.0
0.899,0.538,-1.0
0.0345,-0.691,-1.0
1.18,0.334,-1.0
0.372,-0.809,-1.0
0.329,0.606,-1.0
0.17,-0.719,-1.0
0.735,0.571,-1.0
0.262,-0.673,-1.0
0.29,0.591,-1.0
1.08,-0.133,-1.0
0.604,0.555,-1.0
1.16,0.0489,-1.0
0.598,0.484,-1.0
0.682,-0.146,-1.0
0.395,0.0856,-1.0
1.2,0.298,-1.0
0.586,0.402,-1.0
1.08,0.0163,-1.0
0.627,0.125,-1.0
1.18,0.204,-1.0
0.724,0.417,-1.0
1.02,0.0541,-1.0
0.722,0.368,-1.0
1.12,0.173,-1.0
1.15,0.329,-1.0
0.777,0.312,-1.0
0.981,0.0921,-1.0
1.07,0.399,-1.0
0.909,0.118,-1.0
0.803,0.349,-1.0
1.09,0.299,-1.0
0.893,0.345,-1.0
0.917,0.231,-1.0
1.03,0.28,-1.0
0.921,0.3,-1.0
0.942,0.248,-1.0
2.81,1.3,1.0
-2.18,-1.88,1.0
2.52,1.43,1.0
-2.14,-1.59,1.0
2.43,1.39,1.0
-2.11,-1.51,1.0
2.62,1.12,1.0
-1.82,-1.78,1.0
2.64,0.966,1.0
-1.69,-1.87,1.0
2.51,1.11,1.0
-1.84,-1.64,1.0
2.32,1.3,1.0
-1.86,-1.57,1.0
2.33,1.21,1.0
-1.75,-1.63,1.0
2.34,1.16,1.0
-1.76,-1.58,1.0
2.25,1.21,1.0
-1.79,-1.46,1.0
2.43,0.869,1.0
-1.58,-1.61,1.0
2.22,1.18,1.0
-1.92,-1.17,1.0
2.2,1.14,1.0
-2.1,-0.859,1.0
2.03,1.32,1.0
-1.8,-1.25,1.0
1.54,1.75,1.0
-1.9,-1.1,1.0
1.79,1.5,1.0
-1.75,-1.27,1.0
2.23,0.895,1.0
-1.87,-1.1,1.0
1.82,1.43,1.0
-1.98,-0.88,1.0
2.11,0.942,1.0
-1.59,-1.36,1.0
1.94,1.25,1.0
-1.87,-1.0,1.0
1.46,1.69,1.0
-1.64,-1.27,1.0
1.95,1.09,1.0
-1.69,-1.2,1.0
1.76,1.33,1.0
-1.58,-1.26,1.0
-0.0814,2.18,1.0
1.47,-2.05,1.0
-0.353,1.98,1.0
0.952,-1.9,1.0
-0.153,1.97,1.0
1.08,-1.83,1.0
-0.074,1.97,1.0
1.13,-1.75,1.0
1.66,1.42,1.0
-1.83,-0.964,1.0
1.86,1.14,1.0
-1.39,-1.35,1.0
1.61,1.4,1.0
-2.07,-0.521,1.0
1.57,1.43,1.0
-1.53,-1.21,1.0
1.31,1.62,1.0
-1.97,-0.674,1.0
1.01,1.82,1.0
-1.45,-1.22,1.0
1.47,1.39,1.0
-1.77,-0.923,1.0
1.44,1.38,1.0
-1.23,-1.3,1.0
0.667,1.92,1.0
1.46,-1.61,1.0
0.364,1.98,1.0
1.49,-1.53,1.0
0.192,1.94,1.0
1.22,-1.58,1.0
-0.243,1.76,1.0
1.23,-1.55,1.0
-0.2,1.74,1.0
1.32,-1.48,1.0
-1.93,-0.0856,1.0
1.64,1.12,1.0
-1.56,-1.05,1.0
1.0,1.69,1.0
-1.55,-1.02,1.0
1.55,1.1,1.0
-1.53,-1.01,1.0
1.35,1.33,1.0
-1.14,-1.27,1.0
0.837,1.75,1.0
-1.39,-1.09,1.0
1.38,1.25,1.0
-1.38,-1.08,1.0
1.28,1.35,1.0
0.913,-1.6,1.0
0.416,1.86,1.0
1.52,-1.34,1.0
0.272,1.82,1.0
-1.01,-1.27,1.0
0.731,1.74,1.0
-1.21,-1.16,1.0
0.791,1.69,1.0
-1.78,-0.607,1.0
1.21,1.31,1.0
-1.28,-1.07,1.0
0.896,1.58,1.0
-1.97,-0.271,1.0
1.38,-1.36,1.0
0.0844,1.72,1.0
1.47,-1.29,1.0
-1.94,-0.273,1.0
1.1,1.38,1.0
-1.65,-0.723,1.0
0.655,1.72,1.0
-1.07,-1.11,1.0
1.11,1.33,1.0
-1.85,-0.467,1.0
0.928,1.45,1.0
-1.37,-0.904,1.0
0.211,1.71,1.0
1.09,-1.37,1.0
0.328,1.71,1.0
1.45,-1.24,1.0
-1.84,-0.284,1.0
1.24,-1.33,1.0
0.247,1.65,1.0
-1.41,-0.856,1.0
0.683,1.6,1.0
-1.52,-0.74,1.0
0.4,1.68,1.0
1.46,-1.06,1.0
-1.84,-0.366,1.0
1.4,-1.13,1.0
0.407,1.67,1.0
0.961,-1.33,1.0
0.431,1.64,1.0
1.13,-1.27,1.0
0.381,1.61,1.0
-1.36,-0.848,1.0
0.778,1.44,1.0
-1.24,-0.919,1.0
0.953,1.14,1.0
-1.51,0.348,1.0
-0.978,-1.05,1.0
0.706,1.38,1.0
-1.68,-0.528,1.0
1.38,-1.02,1.0
-1.52,0.246,1.0
1.41,-0.808,1.0
-1.72,-0.41,1.0
0.535,1.46,1.0
-1.53,-0.665,1.0
0.454,1.48,1.0
-1.52,-0.658,1.0
0.235,1.48,1.0
0.832,-1.29,1.0
0.115,1.41,1.0
1.29,-1.04,1.0
-1.64,-0.121,1.0
1.42,-0.32,1.0
-1.49,0.228,1.0
1.16,-1.1,1.0
-1.53,0.0251,1.0
1.16,-1.08,1.0
0.316,1.43,1.0
0.862,-1.24,1.0
0.435,1.31,1.0
-1.61,-0.451,1.0
1.32,-0.616,1.0
-1.56,-0.172,1.0
1.19,-0.966,1.0
-1.1,0.641,1.0
1.15,-1.01,1.0
-1.58,-0.352,1.0
1.31,-0.36,1.0
-1.54,-0.598,1.0
1.18,-0.917,1.0
-1.43,0.0911,1.0
1.01,-1.12,1.0
-1.47,-0.0358,1.0
1.28,-0.341,1.0
-1.51,-0.593,1.0
1.23,-0.146,1.0
-1.43,0.0281,1.0
1.08,-0.996,1.0
-1.51,-0.27,1.0
1.2,-0.68,1.0
-1.45,-0.0697,1.0
0.926,-1.17,1.0
-0.874,0.719,1.0
1.05,-0.96,1.0
-1.15,0.406,1.0
1.22,-0.361,1.0
-1.48,-0.297,1.0
1.16,-0.458,1.0
-1.31,0.175,1.0
0.774,-1.22,1.0
-0.522,0.877,1.0
0.923,-1.02,1.0
-1.45,-0.203,1.0
1.13,-0.541,1.0
-1.42,-0.617,1.0
0.824,0.587,1.0
-1.44,-0.43,1.0
1.09,-0.643,1.0
-1.27,0.184,1.0
0.714,-1.19,1.0
-0.692,0.759,1.0
0.883,-1.0,1.0
-1.33,0.0398,1.0
1.1,-0.374,1.0
-1.41,-0.357,1.0
1.02,-0.728,1.0
-1.14,0.304,1.0
0.714,-1.08,1.0
-1.22,0.177,1.0
1.04,0.0909,1.0
-1.23,-0.806,1.0
1.06,-0.0531,1.0
-1.4,-0.386,1.0
0.934,0.258,1.0
-0.996,-0.984,1.0
0.796,0.429,1.0
-1.39,-0.282,1.0
1.02,-0.625,1.0
-1.31,0.00723,1.0
0.859,-0.952,1.0
-0.966,0.487,1.0
0.817,-0.941,1.0
-1.1,0.322,1.0
0.473,-1.11,1.0
-0.972,0.473,1.0
0.92,-0.717,1.0
-1.36,-0.258,1.0
1.02,-0.261,1.0
-1.34,-0.31,1.0
0.923,0.166,1.0
-1.19,-0.774,1.0
0.95,-0.0297,1.0
-1.32,-0.146,1.0
0.854,-0.827,1.0
-0.436,0.821,1.0
0.768,-0.917,1.0
-1.09,0.289,1.0
0.898,-0.719,1.0
-1.32,-0.403,1.0
0.928,-0.102,1.0
-1.18,-0.758,1.0
0.009,0.928,1.0
0.659,-0.985,1.0
-0.251,0.846,1.0
0.62,-0.986,1.0
-1.01,0.357,1.0
0.779,-0.815,1.0
-1.31,-0.32,1.0
0.933,-0.277,1.0
-1.28,-0.259,1.0
0.913,-0.374,1.0
-1.25,-0.576,1.0
0.235,0.772,1.0
-1.19,-0.638,1.0
0.903,-0.339,1.0
-1.15,-0.659,1.0
0.209,0.755,1.0
0.646,-0.932,1.0
-1.12,0.154,1.0
0.854,-0.537,1.0
-1.23,-0.336,1.0
0.833,-0.0565,1.0
-1.1,0.145,1.0
0.707,-0.778,1.0
-1.14,0.0337,1.0
0.839,-0.0819,1.0
-1.18,-0.522,1.0
0.423,0.598,1.0
-1.07,-0.709,1.0
0.739,0.139,1.0
-1.19,-0.328,1.0
0.834,-0.177,1.0
-1.16,-0.285,1.0
0.698,-0.655,1.0
-0.451,0.723,1.0
0.59,-0.796,1.0
-1.06,0.181,1.0
0.812,-0.195,1.0
-0.987,-0.735,1.0
0.336,0.611,1.0
-1.07,-0.552,1.0
0.782,-0.139,1.0
-0.851,0.405,1.0
-0.516,-0.92,1.0
-0.241,0.774,1.0
-1.06,-0.549,1.0
0.756,-0.0709,1.0
-1.07,0.0456,1.0
0.604,-0.709,1.0
-0.539,0.648,1.0
0.153,-0.875,1.0
-0.679,0.536,1.0
0.689,-0.506,1.0
-1.07,-0.456,1.0
0.397,0.513,1.0
-0.856,-0.664,1.0
0.521,0.375,1.0
-1.02,-0.469,1.0
0.72,-0.316,1.0
-1.05,-0.382,1.0
0.661,0.0147,1.0
-0.891,-0.617,1.0
-0.0273,0.739,1.0
0.323,-0.796,1.0
-0.202,0.712,1.0
-0.836,-0.65,1.0
0.44,0.399,1.0
-0.698,-0.726,1.0
-0.383,0.671,1.0
0.578,-0.622,1.0
-0.804,0.396,1.0
0.482,-0.653,1.0
-1.04,-0.0359,1.0
0.659,-0.057,1.0
-1.02,-0.296,1.0
0.496,-0.614,1.0
-0.484,0.615,1.0
0.408,-0.664,1.0
-0.407,0.602,1.0
0.502,-0.536,1.0
-0.964,0.108,1.0
0.571,0.197,1.0
-0.914,-0.522,1.0
0.298,0.509,1.0
-0.579,-0.748,1.0
0.369,0.428,1.0
-1.01,-0.155,1.0
0.554,-0.454,1.0
-0.685,0.459,1.0
0.399,-0.594,1.0
-0.957,0.039,1.0
0.608,0.0135,1.0
-0.927,-0.406,1.0
0.563,0.137,1.0
-0.952,0.000432,1.0
0.244,-0.69,1.0
-0.0652,0.631,1.0
-0.508,-0.715,1.0
0.417,0.348,1.0
-0.827,-0.506,1.0
0.566,0.0815,1.0
-0.937,-0.086,1.0
0.552,-0.244,1.0
-0.57,0.502,1.0
0.475,-0.381,1.0
-0.924,-0.102,1.0
0.491,0.194,1.0
-0.674,-0.62,1.0
-0.0433,0.605,1.0
-0.707,-0.568,1.0
0.44,0.246,1.0
-0.812,-0.411,1.0
0.0438,0.536,1.0
0.0179,-0.7,1.0
-0.18,0.595,1.0
0.264,-0.605,1.0
-0.337,0.559,1.0
0.546,-0.195,1.0
-0.757,0.298,1.0
0.16,-0.616,1.0
-0.296,0.538,1.0
-0.582,-0.587,1.0
0.247,0.41,1.0
-0.852,-0.298,1.0
0.501,0.0251,1.0
-0.744,-0.415,1.0
0.495,-0.281,1.0
-0.665,0.357,1.0
0.26,-0.54,1.0
-0.412,0.492,1.0
-0.234,-0.656,1.0
0.113,0.462,1.0
-0.618,-0.506,1.0
0.445,0.135,1.0
-0.719,0.242,1.0
0.29,-0.481,1.0
-0.125,0.521,1.0
0.097,-0.593,1.0
-0.472,0.411,1.0
0.452,-0.204,1.0
-0.753,-0.321,1.0
0.445,0.0484,1.0
-0.781,-0.113,1.0
0.384,-0.314,1.0
-0.749,0.0101,1.0
0.258,0.309,1.0
-0.617,-0.458,1.0
0.424,0.0533,1.0
-0.748,-0.034,1.0
0.403,0.0297,1.0
-0.576,-0.463,1.0
-0.0932,0.472,1.0
0.205,-0.471,1.0
-0.715,0.0859,1.0
0.388,-0.0851,1.0
-0.579,-0.397,1.0
-0.0708,0.439,1.0
-0.428,-0.509,1.0
0.327,0.17,1.0
-0.679,-0.0957,1.0
0.209,-0.455,1.0
-0.461,0.343,1.0
0.13,-0.469,1.0
-0.0982,0.395,1.0
-0.554,-0.38,1.0
-0.0618,0.358,1.0
0.252,-0.389,1.0
-0.288,0.385,1.0
0.165,-0.405,1.0
-0.66,-0.0708,1.0
0.279,0.149,1.0
-0.651,-0.159,1.0
0.325,-0.153,1.0
-0.532,0.181,1.0
-0.121,-0.498,1.0
-0.209,0.345,1.0
-0.541,-0.332,1.0
0.304,-0.00393,1.0
