@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.073,0.125,0.166,0.15,0.144,0.277,0.256,0.171,0.047,0.111,0.174,0.316,0.325,0.216,0.203,0.258,0.18,0.242,0.361,0.181,0.26,0.657,0.973,0.976,0.808,0.652,0.492,0.536,0.765,0.525,0.51,0.422,0.416,0.191,0.022,0.422,0.55,0.248,0.203,0.273,0.284,0.446,0.318,0.081,0.119,0.213,0.324,0.294,0.147,0.021,0.036,0.044,0.023,0.029,0.014,0.016,0.018,0.019,0.021,0.006,M
0.109,0.128,0.093,0.123,0.128,0.173,0.195,0.426,0.683,0.576,0.473,0.236,0.102,0.29,0.471,0.466,0.142,0.085,0.326,0.901,0.931,0.486,0.135,0.16,0.274,0.561,0.365,0.614,0.547,0.847,0.564,0.544,0.509,0.625,0.85,0.841,0.842,0.914,0.771,0.488,0.372,0.447,0.459,0.449,0.562,0.43,0.094,0.079,0.027,0.015,0.014,0.046,0.021,0.008,0.012,0.017,0.01,0.02,0.018,0.019,M
0.009,0.005,0.008,0.023,0.059,0.068,0.099,0.072,0.058,0.082,0.132,0.186,0.279,0.258,0.224,0.257,0.293,0.299,0.392,0.469,0.566,0.646,0.677,0.758,0.886,0.942,1.0,0.856,0.679,0.559,0.415,0.295,0.202,0.069,0.117,0.216,0.222,0.278,0.231,0.144,0.151,0.174,0.176,0.142,0.091,0.014,0.047,0.048,0.016,0.004,0.002,0.005,0.004,0.008,0.011,0.005,0.003,0.006,0.006,0.003,R
0.022,0.002,0.008,0.01,0.044,0.091,0.089,0.066,0.162,0.145,0.144,0.095,0.062,0.164,0.071,0.084,0.259,0.268,0.309,0.468,0.596,0.724,0.877,0.921,0.928,0.994,1.0,0.907,0.854,0.729,0.65,0.607,0.559,0.597,0.628,0.546,0.479,0.396,0.209,0.165,0.184,0.065,0.076,0.049,0.035,0.03,0.024,0.038,0.012,0.007,0.005,0.003,0.013,0.01,0.004,0.006,0.003,0.004,0.002,0.003,R
0.012,0.015,0.014,0.008,0.021,0.106,0.102,0.044,0.093,0.073,0.074,0.062,0.106,0.118,0.172,0.258,0.323,0.382,0.424,0.422,0.445,0.408,0.331,0.401,0.447,0.522,0.755,0.95,1.0,0.908,0.828,0.757,0.726,0.615,0.568,0.576,0.532,0.367,0.167,0.087,0.065,0.189,0.268,0.289,0.234,0.167,0.102,0.12,0.07,0.017,0.011,0.009,0.002,0.008,0.006,0.003,0.003,0.004,0.007,0.004,R
0.026,0.019,0.025,0.006,0.035,0.07,0.126,0.108,0.152,0.163,0.103,0.219,0.154,0.263,0.294,0.298,0.07,0.14,0.299,0.392,0.36,0.24,0.421,0.568,0.609,0.632,0.655,0.767,1.0,0.846,0.551,0.444,0.517,0.427,0.18,0.079,0.054,0.191,0.256,0.215,0.277,0.284,0.173,0.082,0.034,0.093,0.102,0.031,0.021,0.032,0.013,0.012,0.012,0.005,0.007,0.002,0.004,0.001,0.004,0.008,R
0.009,0.017,0.04,0.036,0.068,0.071,0.102,0.089,0.038,0.133,0.13,0.027,0.064,0.071,0.12,0.072,0.122,0.235,0.368,0.392,0.492,0.879,0.961,0.879,0.69,0.694,0.567,0.654,0.78,0.758,0.584,0.632,0.811,0.904,0.865,0.67,0.403,0.237,0.268,0.366,0.327,0.22,0.3,0.22,0.116,0.064,0.046,0.042,0.017,0.017,0.013,0.014,0.019,0.014,0.006,0.013,0.022,0.009,0.008,0.012,R
0.02,0.037,0.043,0.021,0.095,0.099,0.154,0.16,0.311,0.211,0.161,0.158,0.224,0.064,0.066,0.227,0.31,0.3,0.508,0.48,0.578,0.507,0.433,0.555,0.671,0.642,0.71,0.808,0.679,0.386,0.131,0.26,0.512,0.755,0.854,0.851,0.669,0.61,0.494,0.274,0.051,0.283,0.282,0.426,0.264,0.139,0.105,0.134,0.038,0.032,0.023,0.003,0.006,0.016,0.007,0.017,0.018,0.008,0.009,0.003,R
0.013,0.007,0.031,0.031,0.008,0.077,0.077,0.064,0.073,0.09,0.075,0.084,0.123,0.162,0.232,0.293,0.353,0.366,0.322,0.309,0.408,0.428,0.466,0.596,0.695,0.839,0.888,0.64,0.331,0.342,0.492,0.459,0.303,0.437,0.518,0.512,0.475,0.49,0.46,0.446,0.42,0.287,0.23,0.095,0.01,0.053,0.038,0.011,0.011,0.008,0.011,0.006,0.003,0.004,0.008,0.004,0.005,0.001,0.005,0.002,R
0.014,0.022,0.009,0.011,0.022,0.014,0.066,0.095,0.079,0.102,0.126,0.083,0.049,0.085,0.151,0.14,0.107,0.192,0.299,0.325,0.38,0.566,0.748,0.876,0.905,0.751,0.686,0.704,0.586,0.377,0.221,0.263,0.267,0.291,0.198,0.229,0.319,0.287,0.292,0.281,0.268,0.211,0.151,0.179,0.185,0.172,0.09,0.066,0.044,0.011,0.002,0.006,0.007,0.011,0.001,0.002,0.002,0.006,0.004,0.005,R
0.02,0.01,0.032,0.024,0.081,0.153,0.115,0.061,0.132,0.137,0.084,0.027,0.125,0.305,0.558,0.797,0.834,0.806,0.862,0.877,0.941,0.94,0.941,1.0,0.972,0.931,0.935,0.732,0.442,0.324,0.416,0.461,0.403,0.3,0.246,0.135,0.254,0.226,0.16,0.148,0.084,0.057,0.086,0.126,0.115,0.057,0.043,0.042,0.024,0.001,0.019,0.013,0.008,0.007,0.004,0.006,0.005,0.005,0.007,0.005,R
0.015,0.032,0.06,0.105,0.116,0.173,0.168,0.112,0.089,0.12,0.085,0.152,0.23,0.279,0.34,0.453,0.695,0.881,0.915,0.754,0.674,0.715,0.834,0.77,0.699,0.654,0.504,0.493,0.499,0.416,0.163,0.04,0.064,0.296,0.361,0.187,0.048,0.15,0.24,0.198,0.318,0.238,0.172,0.156,0.156,0.042,0.049,0.048,0.022,0.006,0.009,0.006,0.002,0.008,0.013,0.005,0.001,0.002,0.002,0.006,R
0.023,0.037,0.004,0.038,0.046,0.145,0.221,0.119,0.075,0.163,0.271,0.336,0.409,0.44,0.548,0.721,0.814,0.918,1.0,0.942,0.912,0.935,0.748,0.515,0.411,0.344,0.698,0.871,0.901,0.801,0.438,0.132,0.171,0.248,0.304,0.231,0.134,0.206,0.247,0.279,0.161,0.006,0.035,0.115,0.133,0.028,0.076,0.063,0.031,0.024,0.012,0.006,0.002,0.012,0.015,0.006,0.003,0.003,0.01,0.016,R
0.012,0.031,0.017,0.031,0.036,0.01,0.018,0.058,0.112,0.084,0.055,0.085,0.203,0.256,0.187,0.203,0.146,0.285,0.582,0.773,0.785,0.852,0.531,0.365,0.597,0.828,1.0,0.867,0.63,0.459,0.394,0.258,0.282,0.264,0.276,0.27,0.399,0.458,0.394,0.252,0.178,0.135,0.052,0.034,0.089,0.086,0.087,0.044,0.013,0.022,0.019,0.013,0.026,0.022,0.007,0.012,0.003,0.009,0.001,0.004,R
0.021,0.013,0.053,0.057,0.065,0.143,0.134,0.204,0.157,0.157,0.233,0.178,0.151,0.192,0.206,0.231,0.236,0.13,0.381,0.586,0.45,0.488,1.0,0.868,0.472,0.534,0.62,0.714,0.56,0.373,0.248,0.192,0.139,0.332,0.288,0.323,0.261,0.204,0.24,0.132,0.068,0.033,0.072,0.098,0.079,0.052,0.05,0.023,0.022,0.014,0.031,0.039,0.015,0.002,0.01,0.01,0.008,0.018,0.011,0.007,R
0.036,0.163,0.164,0.142,0.113,0.131,0.211,0.227,0.299,0.374,0.304,0.039,0.268,0.54,0.62,0.726,0.835,0.689,0.445,0.392,0.56,0.754,0.831,1.0,0.876,0.709,0.701,0.501,0.394,0.446,0.407,0.077,0.142,0.04,0.36,0.685,0.708,0.36,0.061,0.303,0.397,0.387,0.238,0.206,0.229,0.17,0.159,0.179,0.102,0.015,0.022,0.011,0.007,0.02,0.016,0.006,0.008,0.009,0.011,0.007,R
0.047,0.051,0.082,0.125,0.178,0.307,0.301,0.236,0.383,0.376,0.302,0.291,0.23,0.141,0.158,0.243,0.447,0.596,0.674,0.797,0.832,0.781,0.863,0.737,0.412,0.26,0.339,0.379,0.449,0.628,0.745,0.733,0.77,0.787,0.605,0.586,0.638,0.728,0.629,0.532,0.407,0.179,0.162,0.253,0.19,0.164,0.06,0.021,0.044,0.018,0.011,0.019,0.012,0.006,0.004,0.005,0.005,0.008,0.003,0.003,R
0.026,0.044,0.014,0.008,0.03,0.044,0.034,0.078,0.084,0.078,0.033,0.206,0.191,0.106,0.146,0.223,0.207,0.11,0.108,0.116,0.222,0.069,0.206,0.238,0.09,0.228,0.587,0.846,0.847,0.768,0.806,0.626,0.654,0.875,0.988,0.935,0.696,0.573,0.587,0.666,0.565,0.525,0.368,0.2,0.151,0.051,0.093,0.098,0.052,0.019,0.01,0.004,0.019,0.016,0.007,0.01,0.007,0.008,0.009,0.01,R
0.066,0.058,0.084,0.037,0.046,0.077,0.077,0.113,0.235,0.184,0.287,0.413,0.365,0.198,0.284,0.404,0.584,0.679,0.609,0.486,0.325,0.201,0.208,0.169,0.248,0.274,0.298,0.466,0.699,0.747,0.796,0.798,0.672,0.694,0.744,0.817,0.891,1.0,0.875,0.706,0.68,0.59,0.462,0.364,0.149,0.122,0.131,0.12,0.058,0.024,0.014,0.014,0.019,0.004,0.004,0.003,0.002,0.016,0.011,0.008,R
0.019,0.061,0.038,0.077,0.139,0.081,0.057,0.022,0.104,0.119,0.124,0.16,0.352,0.448,0.377,0.576,0.643,0.679,0.716,0.547,0.54,0.636,0.785,0.776,0.578,0.486,0.418,0.246,0.072,0.061,0.182,0.449,0.598,0.378,0.25,0.577,0.885,0.841,0.357,0.313,0.61,0.638,0.271,0.142,0.126,0.129,0.079,0.083,0.052,0.022,0.036,0.033,0.013,0.012,0.011,0.002,0.004,0.004,0.011,0.008,R
0.026,0.058,0.11,0.108,0.097,0.228,0.243,0.377,0.56,0.619,0.633,0.706,0.554,0.532,0.648,0.693,0.676,0.755,0.893,0.862,0.797,0.674,0.429,0.365,0.533,0.241,0.507,0.853,0.604,0.851,0.851,0.504,0.186,0.271,0.423,0.304,0.612,0.676,0.538,0.472,0.465,0.259,0.213,0.222,0.211,0.018,0.135,0.074,0.013,0.011,0.003,0.023,0.017,0.01,0.018,0.024,0.032,0.016,0.01,0.008,R
