@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.021,0.012,0.02,0.104,0.168,0.042,0.072,0.083,0.049,0.069,0.112,0.174,0.271,0.309,0.358,0.5,0.601,0.647,0.807,0.901,0.891,0.934,1.0,0.91,0.85,0.787,0.769,0.772,0.627,0.43,0.208,0.12,0.166,0.262,0.386,0.396,0.325,0.23,0.325,0.402,0.434,0.401,0.337,0.252,0.21,0.118,0.115,0.055,0.029,0.018,0.01,0.012,0.01,0.006,0.003,0.01,0.008,0.011,0.016,0.013,M
0.072,0.085,0.059,0.022,0.086,0.18,0.192,0.19,0.296,0.419,0.487,0.525,0.596,0.686,0.857,0.972,0.869,0.871,0.895,0.992,0.898,0.816,0.837,0.754,0.589,0.549,0.564,0.541,0.478,0.444,0.37,0.257,0.148,0.174,0.123,0.159,0.18,0.144,0.167,0.263,0.223,0.124,0.087,0.209,0.15,0.068,0.09,0.093,0.066,0.009,0.022,0.015,0.012,0.01,0.02,0.004,0.007,0.01,0.008,0.012,M
0.034,0.013,0.07,0.118,0.035,0.118,0.195,0.161,0.304,0.437,0.553,0.577,0.702,0.707,0.737,0.739,0.862,0.946,0.878,0.791,0.576,0.306,0.056,0.024,0.255,0.486,0.503,0.44,0.285,0.18,0.356,0.352,0.332,0.311,0.364,0.075,0.183,0.182,0.182,0.159,0.058,0.095,0.109,0.081,0.078,0.049,0.044,0.059,0.037,0.018,0.03,0.024,0.023,0.009,0.016,0.019,0.003,0.038,0.013,0.016,M
0.021,0.028,0.012,0.044,0.043,0.077,0.146,0.143,0.189,0.185,0.175,0.156,0.148,0.138,0.258,0.383,0.478,0.536,0.619,0.791,0.926,1.0,0.908,0.744,0.556,0.317,0.13,0.06,0.272,0.362,0.329,0.486,0.394,0.184,0.034,0.249,0.384,0.351,0.265,0.176,0.16,0.087,0.059,0.081,0.049,0.042,0.05,0.037,0.012,0.012,0.013,0.01,0.001,0.005,0.004,0.003,0.008,0.005,0.002,0.001,M
0.018,0.044,0.048,0.07,0.162,0.089,0.06,0.107,0.318,0.292,0.327,0.304,0.303,0.259,0.168,0.131,0.28,0.452,0.664,0.768,0.696,0.439,0.243,0.289,0.497,0.817,1.0,0.924,0.852,0.772,0.577,0.519,0.682,0.622,0.505,0.358,0.381,0.381,0.336,0.277,0.365,0.383,0.345,0.21,0.103,0.08,0.07,0.053,0.024,0.012,0.012,0.012,0.011,0.01,0.003,0.002,0.003,0.005,0.007,0.002,M
0.041,0.028,0.06,0.052,0.049,0.038,0.061,0.112,0.124,0.23,0.137,0.134,0.214,0.153,0.078,0.12,0.09,0.069,0.207,0.298,0.284,0.335,0.362,0.32,0.345,0.356,0.389,0.662,0.925,1.0,0.853,0.63,0.525,0.401,0.29,0.201,0.336,0.48,0.615,0.625,0.497,0.349,0.266,0.314,0.428,0.426,0.351,0.246,0.126,0.033,0.018,0.022,0.004,0.002,0.006,0.013,0.011,0.005,0.008,0.004,M
0.011,0.045,0.029,0.071,0.108,0.102,0.161,0.212,0.306,0.294,0.31,0.343,0.246,0.189,0.118,0.208,0.274,0.327,0.234,0.126,0.058,0.124,0.324,0.436,0.573,0.782,0.925,0.935,0.935,1.0,0.931,0.848,0.76,0.704,0.754,0.799,0.767,0.596,0.473,0.484,0.434,0.395,0.484,0.538,0.448,0.267,0.154,0.136,0.094,0.026,0.008,0.016,0.012,0.011,0.002,0.01,0.007,0.006,0.002,0.004,M
0.102,0.083,0.058,0.063,0.064,0.133,0.099,0.179,0.12,0.137,0.251,0.263,0.28,0.298,0.382,0.313,0.396,0.209,0.322,0.334,0.318,0.289,0.361,0.257,0.411,0.459,0.472,0.728,0.759,0.658,0.751,0.667,0.49,0.596,0.655,0.401,0.119,0.324,0.311,0.135,0.511,0.799,0.752,0.551,0.586,0.729,0.552,0.334,0.161,0.048,0.1,0.071,0.032,0.031,0.025,0.009,0.018,0.021,0.023,0.011,M
0.072,0.157,0.111,0.108,0.067,0.18,0.111,0.279,0.141,0.08,0.253,0.392,0.338,0.161,0.189,0.331,0.228,0.218,0.185,0.517,0.534,0.63,0.844,0.676,0.582,0.614,0.881,0.838,0.387,0.505,0.546,0.424,0.153,0.495,0.698,0.711,0.565,0.487,0.552,0.443,0.525,0.608,0.525,0.136,0.427,0.444,0.219,0.09,0.12,0.063,0.023,0.031,0.013,0.008,0.028,0.012,0.009,0.015,0.016,0.013,M
0.021,0.054,0.033,0.082,0.074,0.032,0.092,0.107,0.155,0.123,0.18,0.179,0.125,0.258,0.337,0.399,0.165,0.227,0.322,0.536,0.816,1.0,0.87,0.689,0.63,0.574,0.571,0.598,0.43,0.206,0.1,0.225,0.231,0.398,0.332,0.173,0.143,0.217,0.197,0.214,0.367,0.202,0.078,0.092,0.239,0.34,0.259,0.11,0.091,0.046,0.017,0.003,0.005,0.019,0.01,0.012,0.004,0.009,0.007,0.01,M
0.065,0.065,0.074,0.113,0.248,0.126,0.18,0.099,0.246,0.342,0.213,0.138,0.403,0.568,0.24,0.433,0.595,0.577,0.818,0.884,0.525,0.637,0.838,0.67,0.776,0.875,0.83,0.69,0.337,0.64,0.714,0.82,0.666,0.525,0.296,0.07,0.097,0.394,0.603,0.352,0.392,0.481,0.46,0.416,0.544,0.565,0.32,0.248,0.13,0.082,0.024,0.021,0.036,0.024,0.045,0.039,0.036,0.044,0.024,0.01,M
0.108,0.107,0.026,0.084,0.075,0.112,0.332,0.459,0.553,0.597,0.53,0.225,0.24,0.269,0.665,0.663,0.167,0.084,0.433,0.872,0.799,0.371,0.17,0.161,0.209,0.285,0.221,0.613,0.581,0.692,0.382,0.43,0.779,0.87,1.0,0.921,0.939,0.93,0.731,0.479,0.209,0.202,0.167,0.287,0.437,0.31,0.158,0.055,0.033,0.021,0.017,0.018,0.011,0.023,0.028,0.003,0.008,0.012,0.008,0.014,M
0.029,0.038,0.026,0.006,0.013,0.061,0.09,0.111,0.097,0.075,0.053,0.121,0.176,0.204,0.273,0.232,0.268,0.293,0.33,0.491,0.54,0.626,0.683,0.753,0.85,0.894,0.993,0.913,0.708,0.632,0.613,0.464,0.28,0.172,0.166,0.256,0.274,0.321,0.272,0.188,0.155,0.252,0.212,0.18,0.147,0.068,0.109,0.092,0.04,0.009,0.008,0.006,0.007,0.011,0.005,0.01,0.004,0.006,0.005,0.009,R
0.009,0.022,0.024,0.044,0.067,0.077,0.05,0.091,0.123,0.118,0.078,0.11,0.104,0.085,0.046,0.13,0.269,0.295,0.367,0.495,0.628,0.816,0.924,0.871,0.805,0.876,1.0,0.986,0.943,0.811,0.699,0.681,0.659,0.695,0.729,0.668,0.592,0.49,0.344,0.237,0.172,0.101,0.077,0.084,0.026,0.033,0.02,0.031,0.01,0.01,0.005,0.007,0.005,0.002,0.002,0.003,0.006,0.005,0.002,0.003,R
0.007,0.01,0.002,0.006,0.02,0.062,0.043,0.095,0.084,0.118,0.098,0.091,0.066,0.059,0.083,0.13,0.204,0.381,0.445,0.522,0.591,0.657,0.631,0.6,0.496,0.565,0.691,0.851,1.0,0.917,0.768,0.618,0.547,0.552,0.546,0.552,0.456,0.347,0.338,0.285,0.25,0.164,0.16,0.149,0.133,0.069,0.06,0.056,0.031,0.015,0.003,0.005,0.002,0.002,0.004,0.002,0.003,0.003,0.005,0.003,R
0.012,0.002,0.02,0.021,0.018,0.049,0.003,0.04,0.079,0.048,0.115,0.052,0.119,0.194,0.184,0.208,0.196,0.163,0.122,0.102,0.135,0.316,0.464,0.591,0.678,0.812,0.859,0.923,0.839,0.724,0.629,0.518,0.463,0.526,0.515,0.393,0.128,0.041,0.086,0.113,0.131,0.176,0.265,0.196,0.066,0.058,0.032,0.03,0.027,0.007,0.015,0.012,0.013,0.003,0.004,0.002,0.011,0.006,0.005,0.007,R
0.009,0.021,0.021,0.05,0.066,0.08,0.097,0.087,0.074,0.084,0.158,0.09,0.031,0.186,0.297,0.203,0.126,0.166,0.166,0.209,0.231,0.446,0.663,0.693,0.766,0.821,0.705,0.756,0.747,0.639,0.485,0.333,0.536,0.874,0.857,0.672,0.345,0.315,0.27,0.26,0.274,0.359,0.438,0.246,0.076,0.019,0.08,0.075,0.037,0.016,0.03,0.011,0.011,0.01,0.003,0.01,0.01,0.004,0.007,0.011,R
0.009,0.027,0.022,0.034,0.03,0.117,0.145,0.064,0.074,0.136,0.213,0.374,0.374,0.267,0.233,0.537,0.731,0.766,0.627,0.44,0.433,0.433,0.554,0.736,0.859,0.899,0.942,0.94,0.938,0.858,0.728,0.67,0.755,0.877,0.992,0.992,0.942,0.839,0.66,0.482,0.292,0.177,0.114,0.07,0.158,0.194,0.111,0.069,0.018,0.02,0.031,0.021,0.009,0.006,0.009,0.009,0.007,0.012,0.006,0.011,R
0.037,0.028,0.023,0.022,0.018,0.073,0.084,0.103,0.099,0.08,0.156,0.256,0.262,0.118,0.06,0.156,0.224,0.359,0.179,0.326,0.608,0.699,0.839,0.855,0.771,0.622,0.574,0.44,0.406,0.441,0.513,0.596,0.727,0.654,0.59,0.539,0.49,0.408,0.414,0.6,0.72,0.663,0.629,0.409,0.321,0.252,0.148,0.099,0.032,0.027,0.007,0.001,0.004,0.002,0.001,0.007,0.01,0.005,0.008,0.006,R
0.022,0.022,0.027,0.014,0.036,0.078,0.091,0.091,0.115,0.097,0.12,0.11,0.119,0.176,0.239,0.214,0.193,0.176,0.075,0.126,0.2,0.157,0.26,0.539,0.844,1.0,0.868,0.674,0.554,0.464,0.361,0.206,0.162,0.209,0.31,0.234,0.106,0.038,0.053,0.129,0.224,0.192,0.159,0.094,0.084,0.067,0.034,0.047,0.036,0.014,0.008,0.014,0.004,0.005,0.007,0.002,0.005,0.002,0.001,0.002,R
0.011,0.009,0.006,0.046,0.075,0.089,0.102,0.049,0.047,0.039,0.111,0.141,0.22,0.298,0.412,0.475,0.539,0.628,0.706,0.792,0.949,1.0,0.964,0.943,0.866,0.79,0.65,0.449,0.474,0.615,0.493,0.32,0.374,0.334,0.105,0.067,0.038,0.046,0.169,0.217,0.168,0.064,0.016,0.078,0.065,0.021,0.051,0.039,0.026,0.01,0.016,0.003,0.008,0.011,0.008,0.006,0.0,0.002,0.003,0.003,R
0.011,0.009,0.012,0.038,0.068,0.086,0.1,0.066,0.094,0.104,0.097,0.05,0.155,0.34,0.48,0.657,0.774,0.783,0.815,0.813,0.83,0.854,0.887,0.889,0.898,0.967,1.0,0.913,0.676,0.466,0.29,0.296,0.175,0.211,0.257,0.228,0.215,0.16,0.037,0.012,0.049,0.029,0.06,0.043,0.037,0.002,0.033,0.026,0.018,0.011,0.012,0.008,0.002,0.012,0.005,0.008,0.008,0.006,0.006,0.004,R
0.041,0.042,0.057,0.013,0.018,0.102,0.105,0.107,0.23,0.226,0.237,0.332,0.383,0.484,0.681,0.756,0.952,0.983,0.887,0.827,0.756,0.822,0.697,0.644,0.695,0.801,0.605,0.608,0.888,0.856,0.556,0.29,0.364,0.479,0.291,0.09,0.204,0.171,0.041,0.129,0.158,0.219,0.17,0.097,0.222,0.273,0.187,0.106,0.066,0.04,0.011,0.003,0.004,0.01,0.012,0.009,0.006,0.006,0.003,0.008,R
0.02,0.021,0.006,0.019,0.032,0.057,0.1,0.067,0.069,0.024,0.073,0.064,0.3,0.385,0.477,0.46,0.318,0.416,0.643,1.0,0.863,0.521,0.316,0.595,0.773,0.604,0.438,0.549,0.472,0.624,0.385,0.159,0.389,0.529,0.35,0.448,0.404,0.503,0.648,0.549,0.355,0.203,0.188,0.084,0.132,0.159,0.056,0.062,0.034,0.037,0.026,0.016,0.007,0.027,0.02,0.009,0.01,0.01,0.002,0.005,R
0.008,0.009,0.006,0.025,0.034,0.055,0.053,0.096,0.101,0.124,0.11,0.122,0.187,0.338,0.323,0.272,0.394,0.643,0.727,0.867,0.967,0.985,0.948,0.804,0.683,0.514,0.309,0.083,0.402,0.234,0.19,0.124,0.172,0.235,0.249,0.365,0.338,0.159,0.099,0.109,0.104,0.084,0.139,0.082,0.068,0.066,0.12,0.069,0.015,0.027,0.017,0.018,0.013,0.009,0.01,0.002,0.006,0.006,0.006,0.003,R
0.086,0.045,0.038,0.02,0.038,0.053,0.214,0.311,0.284,0.275,0.271,0.095,0.102,0.452,0.674,0.67,0.707,0.563,0.378,0.272,0.53,0.77,0.864,0.93,0.937,0.625,0.602,0.681,0.505,0.578,0.475,0.24,0.278,0.2,0.53,0.741,0.778,0.442,0.142,0.351,0.448,0.421,0.305,0.224,0.261,0.28,0.239,0.202,0.133,0.036,0.013,0.017,0.014,0.008,0.004,0.005,0.026,0.01,0.004,0.004,R
0.044,0.048,0.005,0.058,0.028,0.068,0.166,0.149,0.097,0.127,0.111,0.238,0.201,0.214,0.111,0.204,0.247,0.668,0.834,0.825,0.802,0.898,0.966,0.852,0.663,0.324,0.205,0.567,0.573,0.488,0.753,0.76,0.518,0.412,0.556,0.557,0.134,0.383,0.461,0.433,0.256,0.147,0.349,0.266,0.094,0.137,0.134,0.042,0.072,0.064,0.021,0.02,0.022,0.014,0.006,0.007,0.008,0.01,0.006,0.01,R
0.037,0.04,0.032,0.029,0.082,0.134,0.116,0.066,0.016,0.051,0.091,0.254,0.146,0.127,0.122,0.167,0.142,0.128,0.186,0.114,0.207,0.022,0.24,0.255,0.024,0.192,0.475,0.7,0.682,0.644,0.706,0.537,0.66,0.871,0.952,0.96,0.771,0.677,0.643,0.672,0.604,0.516,0.38,0.228,0.152,0.08,0.08,0.075,0.057,0.018,0.006,0.009,0.016,0.016,0.008,0.007,0.014,0.007,0.008,0.007,R
0.035,0.071,0.033,0.027,0.037,0.079,0.108,0.069,0.03,0.088,0.108,0.098,0.225,0.282,0.21,0.124,0.17,0.094,0.109,0.141,0.127,0.315,0.143,0.226,0.576,0.788,0.716,0.6,0.558,0.63,0.766,0.894,0.844,0.681,0.838,1.0,0.95,0.787,0.565,0.348,0.258,0.23,0.295,0.336,0.302,0.219,0.132,0.108,0.056,0.004,0.01,0.016,0.024,0.004,0.02,0.011,0.004,0.01,0.009,0.005,R
0.035,0.012,0.019,0.047,0.074,0.118,0.168,0.154,0.147,0.291,0.233,0.224,0.247,0.156,0.349,0.331,0.23,0.22,0.249,0.413,0.316,0.619,0.585,0.34,0.256,0.56,0.814,0.694,0.698,0.866,0.593,0.366,0.675,0.87,0.784,0.755,0.579,0.471,0.125,0.609,0.732,0.598,0.343,0.18,0.238,0.342,0.23,0.069,0.022,0.047,0.043,0.035,0.016,0.015,0.011,0.005,0.01,0.002,0.007,0.007,R
0.013,0.015,0.064,0.173,0.256,0.256,0.295,0.411,0.498,0.592,0.583,0.542,0.547,0.531,0.498,0.698,0.829,0.784,0.822,0.936,1.0,0.922,0.784,0.547,0.456,0.592,0.545,0.397,0.088,0.238,0.2,0.059,0.254,0.201,0.033,0.155,0.121,0.245,0.317,0.32,0.305,0.084,0.127,0.138,0.114,0.052,0.007,0.028,0.037,0.012,0.015,0.009,0.004,0.01,0.012,0.001,0.018,0.009,0.012,0.006,R
