@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.013,0.02,0.004,0.022,0.023,0.048,0.074,0.033,0.137,0.208,0.23,0.199,0.118,0.189,0.295,0.534,0.685,0.792,0.822,0.729,0.735,0.792,0.806,0.49,0.193,0.292,0.626,0.855,0.897,0.782,0.517,0.484,0.404,0.341,0.285,0.235,0.27,0.444,0.432,0.331,0.12,0.167,0.37,0.307,0.094,0.154,0.139,0.077,0.062,0.023,0.011,0.017,0.009,0.004,0.006,0.006,0.003,0.007,0.003,0.005,M
0.014,0.03,0.012,0.008,0.024,0.025,0.028,0.013,0.049,0.087,0.11,0.108,0.109,0.102,0.06,0.091,0.131,0.276,0.366,0.527,0.581,0.618,0.588,0.464,0.542,0.737,0.909,1.0,0.825,0.544,0.335,0.088,0.16,0.417,0.658,0.739,0.796,0.749,0.68,0.471,0.236,0.17,0.273,0.402,0.412,0.347,0.274,0.179,0.092,0.028,0.017,0.008,0.004,0.002,0.004,0.006,0.007,0.004,0.004,0.003,M
0.026,0.043,0.055,0.068,0.078,0.125,0.13,0.173,0.279,0.295,0.251,0.26,0.225,0.212,0.127,0.119,0.179,0.218,0.165,0.074,0.062,0.238,0.482,0.637,0.753,0.896,0.994,0.996,0.933,0.934,0.885,0.769,0.686,0.639,0.638,0.663,0.598,0.456,0.313,0.416,0.432,0.403,0.42,0.456,0.396,0.297,0.21,0.156,0.088,0.026,0.012,0.009,0.006,0.002,0.004,0.008,0.003,0.006,0.005,0.005,M
0.041,0.114,0.052,0.023,0.065,0.112,0.179,0.241,0.268,0.206,0.155,0.267,0.314,0.29,0.353,0.508,0.464,0.186,0.447,0.408,0.54,0.479,0.433,0.611,0.509,0.461,0.724,0.899,0.883,0.92,0.8,0.603,0.212,0.287,0.403,0.28,0.309,0.355,0.254,0.143,0.587,0.643,0.583,0.429,0.489,0.578,0.432,0.264,0.179,0.077,0.08,0.038,0.014,0.027,0.013,0.017,0.01,0.022,0.01,0.008,M
0.053,0.056,0.122,0.121,0.025,0.102,0.054,0.044,0.229,0.163,0.254,0.281,0.301,0.336,0.302,0.228,0.291,0.132,0.115,0.34,0.556,0.638,0.655,0.738,0.653,0.542,0.688,0.732,0.773,0.823,0.879,0.911,0.67,0.609,0.75,0.478,0.167,0.375,0.378,0.211,0.589,0.563,0.258,0.524,0.615,0.512,0.338,0.15,0.055,0.027,0.038,0.034,0.015,0.034,0.038,0.017,0.013,0.01,0.036,0.021,M
0.033,0.022,0.039,0.063,0.116,0.148,0.205,0.16,0.253,0.267,0.306,0.316,0.231,0.207,0.18,0.281,0.442,0.595,0.66,0.584,0.454,0.479,0.565,0.528,0.712,1.0,0.956,0.609,0.511,0.4,0.048,0.185,0.219,0.144,0.176,0.143,0.164,0.309,0.365,0.444,0.386,0.281,0.124,0.095,0.12,0.082,0.062,0.014,0.011,0.012,0.01,0.01,0.015,0.006,0.002,0.005,0.002,0.004,0.005,0.007,M
0.021,0.026,0.012,0.077,0.106,0.168,0.302,0.346,0.331,0.412,0.394,0.133,0.462,0.997,0.914,0.829,0.699,0.782,0.879,0.85,0.892,0.947,1.0,0.898,0.781,0.832,0.65,0.455,0.473,0.339,0.275,0.098,0.048,0.14,0.183,0.215,0.127,0.191,0.339,0.344,0.237,0.12,0.266,0.259,0.139,0.108,0.138,0.132,0.107,0.032,0.032,0.006,0.016,0.008,0.037,0.01,0.013,0.029,0.013,0.002,M
0.115,0.116,0.087,0.036,0.023,0.127,0.242,0.266,0.435,0.538,0.382,0.099,0.062,0.18,0.391,0.36,0.304,0.243,0.406,0.84,0.978,0.468,0.061,0.214,0.135,0.285,0.162,0.265,0.456,0.65,0.285,0.33,0.537,0.663,0.863,0.855,0.785,0.902,0.883,0.609,0.281,0.091,0.118,0.269,0.521,0.423,0.234,0.193,0.109,0.051,0.023,0.01,0.006,0.008,0.017,0.011,0.019,0.014,0.007,0.009,M
0.015,0.01,0.011,0.026,0.01,0.039,0.086,0.092,0.095,0.15,0.191,0.212,0.225,0.257,0.17,0.202,0.254,0.342,0.403,0.455,0.552,0.599,0.585,0.711,0.95,0.986,1.0,0.958,0.864,0.713,0.589,0.432,0.29,0.174,0.077,0.23,0.246,0.31,0.331,0.222,0.087,0.206,0.181,0.162,0.112,0.082,0.112,0.095,0.041,0.012,0.005,0.005,0.004,0.004,0.001,0.005,0.004,0.001,0.003,0.003,R
0.013,0.001,0.009,0.046,0.052,0.078,0.093,0.094,0.171,0.148,0.153,0.11,0.089,0.124,0.12,0.114,0.214,0.284,0.364,0.543,0.667,0.798,0.927,0.903,0.919,1.0,0.982,0.909,0.818,0.696,0.59,0.545,0.514,0.539,0.553,0.532,0.483,0.379,0.183,0.175,0.168,0.067,0.061,0.038,0.053,0.028,0.018,0.011,0.007,0.012,0.009,0.008,0.004,0.001,0.001,0.004,0.004,0.002,0.002,0.002,R
0.009,0.018,0.006,0.006,0.026,0.046,0.047,0.006,0.042,0.064,0.089,0.16,0.154,0.277,0.218,0.28,0.349,0.282,0.248,0.3,0.43,0.468,0.452,0.503,0.622,0.657,0.663,0.732,0.853,1.0,0.845,0.635,0.631,0.621,0.698,0.587,0.489,0.368,0.204,0.147,0.222,0.145,0.149,0.121,0.114,0.079,0.036,0.015,0.008,0.012,0.002,0.007,0.006,0.013,0.011,0.005,0.009,0.005,0.006,0.002,R
0.004,0.006,0.015,0.034,0.031,0.028,0.04,0.027,0.032,0.045,0.049,0.1,0.142,0.119,0.063,0.091,0.118,0.143,0.122,0.11,0.185,0.372,0.438,0.571,0.665,0.748,0.765,0.856,0.972,0.922,0.75,0.721,0.776,0.606,0.502,0.45,0.395,0.428,0.443,0.375,0.197,0.051,0.079,0.127,0.153,0.069,0.04,0.053,0.023,0.007,0.006,0.006,0.012,0.005,0.006,0.009,0.004,0.0,0.005,0.004,R
0.007,0.023,0.051,0.044,0.025,0.064,0.042,0.113,0.191,0.248,0.161,0.092,0.24,0.322,0.43,0.265,0.067,0.144,0.237,0.26,0.249,0.39,0.638,0.804,0.703,0.687,0.7,0.856,1.0,0.962,0.9,0.758,0.69,0.569,0.44,0.455,0.296,0.159,0.168,0.084,0.117,0.175,0.273,0.17,0.019,0.021,0.035,0.042,0.009,0.02,0.02,0.017,0.016,0.006,0.004,0.007,0.004,0.005,0.019,0.01,R
0.021,0.032,0.042,0.029,0.012,0.044,0.13,0.139,0.07,0.057,0.087,0.194,0.148,0.187,0.199,0.328,0.686,0.581,0.25,0.173,0.336,0.559,0.659,0.701,0.81,0.89,0.874,0.789,0.872,0.938,0.892,0.751,0.683,0.761,0.902,1.0,0.912,0.739,0.592,0.406,0.302,0.233,0.293,0.23,0.239,0.191,0.11,0.03,0.017,0.038,0.005,0.009,0.004,0.015,0.011,0.002,0.01,0.005,0.007,0.008,R
0.012,0.058,0.062,0.06,0.14,0.188,0.142,0.145,0.049,0.086,0.214,0.372,0.266,0.211,0.11,0.114,0.193,0.414,0.328,0.622,0.747,0.768,0.787,0.825,1.0,0.948,0.754,0.601,0.544,0.539,0.562,0.514,0.608,0.562,0.596,0.608,0.502,0.283,0.048,0.281,0.342,0.515,0.437,0.247,0.171,0.134,0.084,0.076,0.03,0.007,0.007,0.002,0.01,0.007,0.012,0.007,0.008,0.007,0.003,0.014,R
0.004,0.008,0.009,0.039,0.053,0.12,0.124,0.103,0.124,0.089,0.094,0.124,0.16,0.154,0.185,0.173,0.148,0.175,0.146,0.158,0.226,0.198,0.337,0.583,0.85,1.0,0.846,0.662,0.556,0.392,0.323,0.205,0.192,0.223,0.315,0.227,0.08,0.075,0.117,0.197,0.262,0.251,0.198,0.095,0.093,0.096,0.038,0.044,0.034,0.006,0.008,0.012,0.006,0.004,0.004,0.0,0.002,0.005,0.002,0.002,R
0.018,0.03,0.029,0.039,0.063,0.053,0.069,0.063,0.062,0.061,0.168,0.348,0.456,0.519,0.631,0.72,0.515,0.382,0.264,0.334,0.486,0.663,0.739,0.921,1.0,0.775,0.559,0.617,0.864,0.659,0.477,0.498,0.333,0.308,0.288,0.223,0.079,0.06,0.105,0.061,0.153,0.098,0.164,0.19,0.111,0.192,0.147,0.039,0.036,0.027,0.017,0.01,0.012,0.004,0.008,0.012,0.01,0.006,0.003,0.002,R
0.023,0.035,0.003,0.03,0.034,0.086,0.174,0.135,0.106,0.035,0.058,0.138,0.227,0.404,0.522,0.685,0.752,0.776,0.771,0.863,1.0,0.887,0.806,0.876,0.907,0.943,0.885,0.65,0.297,0.242,0.299,0.228,0.228,0.153,0.104,0.035,0.107,0.137,0.133,0.145,0.112,0.044,0.076,0.138,0.083,0.065,0.084,0.06,0.05,0.031,0.015,0.011,0.01,0.002,0.005,0.007,0.006,0.004,0.004,0.003,R
0.01,0.019,0.016,0.049,0.084,0.101,0.163,0.207,0.27,0.299,0.324,0.356,0.395,0.52,0.695,0.847,1.0,0.928,0.851,0.801,0.814,0.882,0.73,0.611,0.716,0.846,0.632,0.481,0.629,0.715,0.6,0.424,0.411,0.399,0.173,0.198,0.237,0.134,0.158,0.315,0.197,0.205,0.127,0.113,0.195,0.22,0.193,0.15,0.077,0.02,0.012,0.013,0.007,0.008,0.008,0.006,0.008,0.002,0.005,0.002,R
0.012,0.043,0.06,0.045,0.06,0.036,0.053,0.034,0.105,0.212,0.164,0.19,0.303,0.202,0.059,0.239,0.366,0.381,0.593,0.63,0.58,0.457,0.445,0.369,0.645,0.894,0.898,0.498,0.333,0.235,0.155,0.367,0.434,0.308,0.302,0.411,0.55,0.413,0.55,0.502,0.313,0.28,0.235,0.23,0.116,0.072,0.062,0.032,0.045,0.017,0.008,0.008,0.006,0.017,0.019,0.005,0.011,0.02,0.015,0.006,R
0.01,0.028,0.019,0.037,0.042,0.02,0.031,0.065,0.19,0.267,0.338,0.328,0.243,0.127,0.128,0.444,0.68,0.705,0.797,0.94,0.986,0.819,0.579,0.639,0.704,0.688,0.408,0.181,0.206,0.392,0.379,0.204,0.223,0.334,0.398,0.508,0.553,0.335,0.272,0.228,0.204,0.199,0.084,0.091,0.138,0.195,0.121,0.084,0.059,0.025,0.012,0.009,0.01,0.004,0.009,0.005,0.012,0.002,0.009,0.006,R
0.019,0.037,0.095,0.082,0.025,0.049,0.142,0.197,0.187,0.181,0.214,0.152,0.198,0.484,0.73,0.781,0.791,0.612,0.42,0.281,0.515,0.757,0.86,1.0,0.846,0.68,0.697,0.584,0.477,0.52,0.424,0.159,0.167,0.059,0.397,0.715,0.732,0.351,0.059,0.269,0.42,0.387,0.244,0.2,0.231,0.189,0.196,0.17,0.137,0.04,0.014,0.009,0.003,0.011,0.003,0.006,0.009,0.006,0.007,0.002,R
0.041,0.065,0.04,0.06,0.05,0.182,0.118,0.102,0.058,0.218,0.246,0.333,0.309,0.261,0.323,0.373,0.42,0.536,0.706,0.82,0.884,0.83,0.761,0.76,0.837,0.89,0.765,0.59,0.304,0.082,0.279,0.724,0.803,0.805,0.768,0.747,0.625,0.173,0.292,0.5,0.522,0.482,0.4,0.388,0.165,0.044,0.066,0.042,0.048,0.024,0.007,0.006,0.013,0.018,0.007,0.02,0.02,0.01,0.007,0.006,R
0.007,0.01,0.014,0.049,0.025,0.081,0.07,0.074,0.012,0.09,0.029,0.155,0.144,0.104,0.142,0.123,0.089,0.205,0.083,0.152,0.303,0.161,0.067,0.143,0.04,0.165,0.34,0.486,0.521,0.551,0.61,0.599,0.676,0.89,1.0,0.952,0.846,0.707,0.67,0.633,0.51,0.416,0.282,0.17,0.142,0.097,0.088,0.086,0.036,0.023,0.025,0.004,0.005,0.008,0.012,0.01,0.005,0.003,0.007,0.006,R
0.018,0.015,0.003,0.014,0.042,0.047,0.036,0.074,0.14,0.104,0.09,0.067,0.1,0.106,0.035,0.123,0.163,0.365,0.326,0.3,0.211,0.21,0.208,0.228,0.075,0.197,0.409,0.638,0.797,0.751,0.552,0.221,0.467,0.448,0.23,0.324,0.448,0.558,0.652,0.535,0.248,0.227,0.179,0.09,0.054,0.037,0.099,0.096,0.032,0.014,0.008,0.022,0.026,0.014,0.023,0.004,0.002,0.005,0.009,0.008,R
0.01,0.048,0.03,0.03,0.065,0.108,0.236,0.238,0.008,0.188,0.146,0.189,0.318,0.134,0.217,0.246,0.259,0.279,0.23,0.066,0.144,0.118,0.167,0.178,0.248,0.257,0.104,0.536,0.712,0.629,0.476,0.602,0.721,0.623,0.572,0.752,0.871,0.925,0.971,0.93,0.9,0.791,0.56,0.284,0.441,0.551,0.433,0.29,0.198,0.078,0.04,0.017,0.015,0.012,0.02,0.014,0.003,0.016,0.011,0.013,R
0.045,0.052,0.084,0.069,0.118,0.258,0.216,0.348,0.334,0.287,0.492,0.655,0.692,0.78,0.746,0.944,1.0,0.887,0.802,0.782,0.521,0.405,0.396,0.391,0.325,0.32,0.327,0.277,0.442,0.203,0.379,0.295,0.198,0.234,0.131,0.418,0.384,0.106,0.184,0.197,0.167,0.058,0.14,0.163,0.062,0.02,0.053,0.074,0.041,0.006,0.012,0.008,0.009,0.005,0.009,0.019,0.014,0.005,0.005,0.004,R
0.025,0.081,0.051,0.024,0.172,0.382,0.373,0.358,0.343,0.22,0.265,0.322,0.558,0.692,0.794,0.715,0.351,0.201,0.268,0.43,0.528,0.349,0.143,0.545,0.634,0.771,0.684,0.802,0.807,0.831,0.779,0.505,0.141,0.277,0.508,0.479,0.136,0.23,0.279,0.383,0.293,0.116,0.17,0.129,0.091,0.08,0.057,0.02,0.011,0.015,0.008,0.018,0.007,0.008,0.004,0.012,0.003,0.004,0.008,0.005,R
