@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.027,0.038,0.05,0.071,0.131,0.21,0.226,0.252,0.36,0.592,0.668,0.568,0.518,0.333,0.2,0.286,0.294,0.342,0.595,0.753,0.896,0.815,0.711,0.738,0.72,0.825,0.892,0.982,0.818,0.485,0.32,0.278,0.238,0.291,0.168,0.316,0.187,0.339,0.599,0.412,0.118,0.365,0.466,0.478,0.352,0.092,0.123,0.178,0.108,0.03,0.035,0.017,0.02,0.014,0.008,0.004,0.004,0.003,0.006,0.006,M
0.108,0.107,0.026,0.084,0.075,0.112,0.332,0.459,0.553,0.597,0.53,0.225,0.24,0.269,0.665,0.663,0.167,0.084,0.433,0.872,0.799,0.371,0.17,0.161,0.209,0.285,0.221,0.613,0.581,0.692,0.382,0.43,0.779,0.87,1.0,0.921,0.939,0.93,0.731,0.479,0.209,0.202,0.167,0.287,0.437,0.31,0.158,0.055,0.033,0.021,0.017,0.018,0.011,0.023,0.028,0.003,0.008,0.012,0.008,0.014,M
0.053,0.088,0.2,0.26,0.322,0.225,0.062,0.229,0.095,0.074,0.161,0.223,0.27,0.336,0.427,0.414,0.566,0.692,0.855,0.923,0.917,1.0,0.953,0.91,0.834,0.705,0.653,0.448,0.246,0.202,0.145,0.099,0.151,0.239,0.443,0.502,0.444,0.457,0.393,0.29,0.341,0.499,0.363,0.139,0.18,0.13,0.052,0.082,0.047,0.011,0.03,0.024,0.02,0.026,0.008,0.015,0.017,0.015,0.013,0.006,M
0.036,0.048,0.03,0.021,0.141,0.192,0.135,0.161,0.17,0.144,0.199,0.215,0.286,0.357,0.398,0.436,0.533,0.63,0.7,0.744,0.838,0.864,0.901,0.943,0.954,1.0,0.955,0.974,0.896,0.72,0.546,0.316,0.252,0.197,0.219,0.153,0.071,0.15,0.176,0.228,0.132,0.106,0.197,0.169,0.188,0.118,0.078,0.05,0.049,0.019,0.025,0.012,0.019,0.006,0.01,0.005,0.007,0.011,0.007,0.003,M
0.014,0.03,0.012,0.008,0.024,0.025,0.028,0.013,0.049,0.087,0.11,0.108,0.109,0.102,0.06,0.091,0.131,0.276,0.366,0.527,0.581,0.618,0.588,0.464,0.542,0.737,0.909,1.0,0.825,0.544,0.335,0.088,0.16,0.417,0.658,0.739,0.796,0.749,0.68,0.471,0.236,0.17,0.273,0.402,0.412,0.347,0.274,0.179,0.092,0.028,0.017,0.008,0.004,0.002,0.004,0.006,0.007,0.004,0.004,0.003,M
0.013,0.012,0.044,0.062,0.043,0.035,0.038,0.045,0.132,0.138,0.203,0.239,0.211,0.144,0.074,0.153,0.305,0.412,0.547,0.593,0.666,0.733,0.714,0.701,0.776,0.914,0.996,1.0,0.888,0.658,0.271,0.175,0.271,0.485,0.718,0.821,0.754,0.65,0.471,0.348,0.351,0.318,0.352,0.366,0.285,0.171,0.069,0.03,0.029,0.012,0.002,0.008,0.01,0.002,0.004,0.006,0.001,0.001,0.003,0.003,M
0.028,0.06,0.066,0.023,0.084,0.167,0.115,0.11,0.137,0.177,0.2,0.287,0.328,0.377,0.417,0.504,0.618,0.802,0.933,0.94,0.928,0.945,0.833,0.777,0.701,0.615,0.581,0.445,0.371,0.289,0.218,0.171,0.358,0.395,0.287,0.24,0.362,0.331,0.376,0.477,0.406,0.366,0.232,0.145,0.102,0.111,0.066,0.027,0.024,0.018,0.011,0.015,0.017,0.016,0.005,0.007,0.005,0.003,0.004,0.008,M
0.012,0.018,0.045,0.11,0.191,0.092,0.076,0.109,0.076,0.101,0.25,0.399,0.381,0.475,0.616,0.646,0.802,0.921,0.983,0.963,0.865,0.832,0.828,0.801,0.61,0.485,0.436,0.431,0.44,0.383,0.303,0.304,0.32,0.229,0.213,0.235,0.32,0.446,0.366,0.272,0.175,0.178,0.22,0.106,0.057,0.031,0.024,0.047,0.01,0.006,0.003,0.016,0.01,0.008,0.027,0.028,0.01,0.005,0.015,0.009,M
0.023,0.011,0.013,0.084,0.112,0.151,0.178,0.1,0.143,0.223,0.262,0.311,0.286,0.332,0.376,0.45,0.476,0.625,0.73,0.87,0.935,0.961,0.913,0.944,1.0,0.946,0.882,0.752,0.707,0.599,0.386,0.251,0.216,0.097,0.132,0.134,0.225,0.324,0.394,0.381,0.326,0.365,0.298,0.178,0.154,0.12,0.096,0.076,0.065,0.031,0.018,0.01,0.018,0.008,0.007,0.01,0.006,0.004,0.006,0.004,M
0.037,0.042,0.05,0.025,0.06,0.025,0.096,0.099,0.142,0.185,0.222,0.265,0.251,0.229,0.156,0.186,0.239,0.334,0.523,0.668,0.777,0.793,0.794,0.913,0.95,0.984,1.0,0.947,0.824,0.625,0.418,0.321,0.266,0.22,0.159,0.056,0.095,0.17,0.122,0.128,0.039,0.133,0.233,0.247,0.196,0.198,0.157,0.092,0.055,0.019,0.017,0.013,0.003,0.002,0.006,0.002,0.002,0.002,0.003,0.003,M
0.021,0.054,0.033,0.082,0.074,0.032,0.092,0.107,0.155,0.123,0.18,0.179,0.125,0.258,0.337,0.399,0.165,0.227,0.322,0.536,0.816,1.0,0.87,0.689,0.63,0.574,0.571,0.598,0.43,0.206,0.1,0.225,0.231,0.398,0.332,0.173,0.143,0.217,0.197,0.214,0.367,0.202,0.078,0.092,0.239,0.34,0.259,0.11,0.091,0.046,0.017,0.003,0.005,0.019,0.01,0.012,0.004,0.009,0.007,0.01,M
0.071,0.125,0.145,0.164,0.169,0.084,0.072,0.095,0.158,0.125,0.234,0.176,0.228,0.312,0.472,0.554,0.539,0.375,0.458,0.596,0.746,0.764,0.571,0.626,0.67,0.713,0.757,0.808,0.848,0.929,0.951,0.8,0.436,0.405,0.495,0.171,0.365,0.376,0.284,0.043,0.533,0.695,0.429,0.306,0.584,0.569,0.263,0.12,0.098,0.037,0.029,0.016,0.02,0.014,0.013,0.014,0.013,0.013,0.015,0.022,M
0.022,0.034,0.039,0.024,0.108,0.116,0.14,0.101,0.115,0.178,0.408,0.411,0.397,0.508,0.651,0.807,0.982,1.0,0.941,0.845,0.811,0.846,0.621,0.582,0.774,0.82,0.56,0.299,0.501,0.663,0.575,0.406,0.375,0.348,0.158,0.142,0.213,0.187,0.1,0.24,0.224,0.203,0.071,0.161,0.167,0.17,0.183,0.14,0.051,0.022,0.01,0.003,0.01,0.008,0.008,0.009,0.003,0.003,0.001,0.007,R
0.018,0.017,0.05,0.028,0.026,0.035,0.036,0.054,0.026,0.047,0.053,0.185,0.104,0.095,0.091,0.169,0.157,0.038,0.132,0.209,0.198,0.095,0.196,0.124,0.062,0.214,0.464,0.647,0.634,0.611,0.705,0.538,0.593,0.844,0.948,0.97,0.777,0.631,0.576,0.615,0.545,0.481,0.341,0.192,0.113,0.064,0.091,0.098,0.056,0.019,0.009,0.004,0.018,0.017,0.008,0.005,0.011,0.018,0.029,0.006,R
0.02,0.014,0.018,0.041,0.039,0.025,0.089,0.097,0.084,0.119,0.152,0.132,0.143,0.124,0.065,0.089,0.123,0.185,0.388,0.366,0.23,0.261,0.419,0.585,0.564,0.545,0.477,0.69,0.98,1.0,0.955,0.884,0.766,0.655,0.545,0.459,0.468,0.199,0.07,0.149,0.171,0.165,0.26,0.385,0.375,0.241,0.108,0.022,0.016,0.019,0.012,0.003,0.007,0.012,0.001,0.002,0.006,0.004,0.007,0.001,R
0.023,0.037,0.004,0.038,0.046,0.145,0.221,0.119,0.075,0.163,0.271,0.336,0.409,0.44,0.548,0.721,0.814,0.918,1.0,0.942,0.912,0.935,0.748,0.515,0.411,0.344,0.698,0.871,0.901,0.801,0.438,0.132,0.171,0.248,0.304,0.231,0.134,0.206,0.247,0.279,0.161,0.006,0.035,0.115,0.133,0.028,0.076,0.063,0.031,0.024,0.012,0.006,0.002,0.012,0.015,0.006,0.003,0.003,0.01,0.016,R
0.034,0.029,0.048,0.054,0.079,0.08,0.114,0.123,0.124,0.084,0.036,0.069,0.17,0.326,0.46,0.622,0.733,0.784,0.799,0.826,1.0,0.981,0.962,0.96,0.912,0.909,0.793,0.588,0.347,0.424,0.463,0.341,0.285,0.285,0.174,0.055,0.119,0.115,0.086,0.181,0.126,0.08,0.038,0.127,0.112,0.05,0.095,0.068,0.026,0.017,0.003,0.015,0.011,0.003,0.004,0.017,0.014,0.002,0.007,0.005,R
0.024,0.019,0.047,0.044,0.066,0.074,0.138,0.11,0.138,0.138,0.094,0.026,0.15,0.285,0.574,0.828,0.867,0.813,0.904,0.905,1.0,0.998,0.987,0.976,0.901,0.972,0.968,0.763,0.443,0.382,0.473,0.401,0.338,0.317,0.222,0.073,0.269,0.189,0.071,0.106,0.069,0.03,0.089,0.146,0.135,0.039,0.055,0.047,0.02,0.01,0.016,0.009,0.015,0.008,0.002,0.008,0.004,0.003,0.004,0.002,R
0.007,0.023,0.051,0.044,0.025,0.064,0.042,0.113,0.191,0.248,0.161,0.092,0.24,0.322,0.43,0.265,0.067,0.144,0.237,0.26,0.249,0.39,0.638,0.804,0.703,0.687,0.7,0.856,1.0,0.962,0.9,0.758,0.69,0.569,0.44,0.455,0.296,0.159,0.168,0.084,0.117,0.175,0.273,0.17,0.019,0.021,0.035,0.042,0.009,0.02,0.02,0.017,0.016,0.006,0.004,0.007,0.004,0.005,0.019,0.01,R
0.018,0.03,0.029,0.039,0.063,0.053,0.069,0.063,0.062,0.061,0.168,0.348,0.456,0.519,0.631,0.72,0.515,0.382,0.264,0.334,0.486,0.663,0.739,0.921,1.0,0.775,0.559,0.617,0.864,0.659,0.477,0.498,0.333,0.308,0.288,0.223,0.079,0.06,0.105,0.061,0.153,0.098,0.164,0.19,0.111,0.192,0.147,0.039,0.036,0.027,0.017,0.01,0.012,0.004,0.008,0.012,0.01,0.006,0.003,0.002,R
0.012,0.058,0.062,0.06,0.14,0.188,0.142,0.145,0.049,0.086,0.214,0.372,0.266,0.211,0.11,0.114,0.193,0.414,0.328,0.622,0.747,0.768,0.787,0.825,1.0,0.948,0.754,0.601,0.544,0.539,0.562,0.514,0.608,0.562,0.596,0.608,0.502,0.283,0.048,0.281,0.342,0.515,0.437,0.247,0.171,0.134,0.084,0.076,0.03,0.007,0.007,0.002,0.01,0.007,0.012,0.007,0.008,0.007,0.003,0.014,R
0.013,0.001,0.009,0.046,0.052,0.078,0.093,0.094,0.171,0.148,0.153,0.11,0.089,0.124,0.12,0.114,0.214,0.284,0.364,0.543,0.667,0.798,0.927,0.903,0.919,1.0,0.982,0.909,0.818,0.696,0.59,0.545,0.514,0.539,0.553,0.532,0.483,0.379,0.183,0.175,0.168,0.067,0.061,0.038,0.053,0.028,0.018,0.011,0.007,0.012,0.009,0.008,0.004,0.001,0.001,0.004,0.004,0.002,0.002,0.002,R
0.007,0.01,0.002,0.006,0.02,0.062,0.043,0.095,0.084,0.118,0.098,0.091,0.066,0.059,0.083,0.13,0.204,0.381,0.445,0.522,0.591,0.657,0.631,0.6,0.496,0.565,0.691,0.851,1.0,0.917,0.768,0.618,0.547,0.552,0.546,0.552,0.456,0.347,0.338,0.285,0.25,0.164,0.16,0.149,0.133,0.069,0.06,0.056,0.031,0.015,0.003,0.005,0.002,0.002,0.004,0.002,0.003,0.003,0.005,0.003,R
0.009,0.022,0.024,0.044,0.067,0.077,0.05,0.091,0.123,0.118,0.078,0.11,0.104,0.085,0.046,0.13,0.269,0.295,0.367,0.495,0.628,0.816,0.924,0.871,0.805,0.876,1.0,0.986,0.943,0.811,0.699,0.681,0.659,0.695,0.729,0.668,0.592,0.49,0.344,0.237,0.172,0.101,0.077,0.084,0.026,0.033,0.02,0.031,0.01,0.01,0.005,0.007,0.005,0.002,0.002,0.003,0.006,0.005,0.002,0.003,R
0.02,0.01,0.032,0.024,0.081,0.153,0.115,0.061,0.132,0.137,0.084,0.027,0.125,0.305,0.558,0.797,0.834,0.806,0.862,0.877,0.941,0.94,0.941,1.0,0.972,0.931,0.935,0.732,0.442,0.324,0.416,0.461,0.403,0.3,0.246,0.135,0.254,0.226,0.16,0.148,0.084,0.057,0.086,0.126,0.115,0.057,0.043,0.042,0.024,0.001,0.019,0.013,0.008,0.007,0.004,0.006,0.005,0.005,0.007,0.005,R
0.021,0.019,0.013,0.021,0.061,0.061,0.061,0.051,0.099,0.109,0.106,0.118,0.129,0.159,0.168,0.192,0.162,0.165,0.14,0.143,0.243,0.282,0.429,0.644,0.906,1.0,0.809,0.612,0.526,0.368,0.275,0.102,0.134,0.158,0.195,0.179,0.043,0.11,0.176,0.248,0.315,0.292,0.19,0.07,0.076,0.091,0.044,0.024,0.026,0.01,0.014,0.007,0.006,0.008,0.009,0.004,0.003,0.002,0.005,0.002,R
0.035,0.071,0.033,0.027,0.037,0.079,0.108,0.069,0.03,0.088,0.108,0.098,0.225,0.282,0.21,0.124,0.17,0.094,0.109,0.141,0.127,0.315,0.143,0.226,0.576,0.788,0.716,0.6,0.558,0.63,0.766,0.894,0.844,0.681,0.838,1.0,0.95,0.787,0.565,0.348,0.258,0.23,0.295,0.336,0.302,0.219,0.132,0.108,0.056,0.004,0.01,0.016,0.024,0.004,0.02,0.011,0.004,0.01,0.009,0.005,R
0.033,0.022,0.027,0.048,0.068,0.098,0.084,0.117,0.076,0.092,0.148,0.052,0.112,0.097,0.117,0.168,0.164,0.12,0.049,0.154,0.348,0.615,0.915,0.936,0.868,0.877,0.855,0.883,1.0,0.83,0.66,0.55,0.572,0.686,0.682,0.514,0.275,0.136,0.155,0.265,0.199,0.188,0.275,0.165,0.058,0.07,0.06,0.046,0.002,0.007,0.004,0.002,0.003,0.006,0.005,0.006,0.014,0.013,0.005,0.004,R
0.012,0.031,0.017,0.031,0.036,0.01,0.018,0.058,0.112,0.084,0.055,0.085,0.203,0.256,0.187,0.203,0.146,0.285,0.582,0.773,0.785,0.852,0.531,0.365,0.597,0.828,1.0,0.867,0.63,0.459,0.394,0.258,0.282,0.264,0.276,0.27,0.399,0.458,0.394,0.252,0.178,0.135,0.052,0.034,0.089,0.086,0.087,0.044,0.013,0.022,0.019,0.013,0.026,0.022,0.007,0.012,0.003,0.009,0.001,0.004,R
0.011,0.009,0.006,0.046,0.075,0.089,0.102,0.049,0.047,0.039,0.111,0.141,0.22,0.298,0.412,0.475,0.539,0.628,0.706,0.792,0.949,1.0,0.964,0.943,0.866,0.79,0.65,0.449,0.474,0.615,0.493,0.32,0.374,0.334,0.105,0.067,0.038,0.046,0.169,0.217,0.168,0.064,0.016,0.078,0.065,0.021,0.051,0.039,0.026,0.01,0.016,0.003,0.008,0.011,0.008,0.006,0.0,0.002,0.003,0.003,R
0.021,0.013,0.053,0.057,0.065,0.143,0.134,0.204,0.157,0.157,0.233,0.178,0.151,0.192,0.206,0.231,0.236,0.13,0.381,0.586,0.45,0.488,1.0,0.868,0.472,0.534,0.62,0.714,0.56,0.373,0.248,0.192,0.139,0.332,0.288,0.323,0.261,0.204,0.24,0.132,0.068,0.033,0.072,0.098,0.079,0.052,0.05,0.023,0.022,0.014,0.031,0.039,0.015,0.002,0.01,0.01,0.008,0.018,0.011,0.007,R
