@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.019,0.061,0.038,0.077,0.139,0.081,0.057,0.022,0.104,0.119,0.124,0.16,0.352,0.448,0.377,0.576,0.643,0.679,0.716,0.547,0.54,0.636,0.785,0.776,0.578,0.486,0.418,0.246,0.072,0.061,0.182,0.449,0.598,0.378,0.25,0.577,0.885,0.841,0.357,0.313,0.61,0.638,0.271,0.142,0.126,0.129,0.079,0.083,0.052,0.022,0.036,0.033,0.013,0.012,0.011,0.002,0.004,0.004,0.011,0.008,R
0.029,0.045,0.028,0.017,0.038,0.099,0.12,0.183,0.21,0.304,0.299,0.425,0.634,0.82,1.0,0.999,0.951,0.902,0.723,0.512,0.207,0.398,0.589,0.287,0.204,0.578,0.539,0.375,0.341,0.507,0.558,0.478,0.33,0.22,0.141,0.286,0.381,0.416,0.405,0.33,0.271,0.265,0.072,0.124,0.119,0.109,0.062,0.049,0.026,0.008,0.01,0.004,0.001,0.004,0.001,0.009,0.006,0.003,0.005,0.006,R
0.02,0.021,0.006,0.019,0.032,0.057,0.1,0.067,0.069,0.024,0.073,0.064,0.3,0.385,0.477,0.46,0.318,0.416,0.643,1.0,0.863,0.521,0.316,0.595,0.773,0.604,0.438,0.549,0.472,0.624,0.385,0.159,0.389,0.529,0.35,0.448,0.404,0.503,0.648,0.549,0.355,0.203,0.188,0.084,0.132,0.159,0.056,0.062,0.034,0.037,0.026,0.016,0.007,0.027,0.02,0.009,0.01,0.01,0.002,0.005,R
0.076,0.067,0.048,0.039,0.059,0.065,0.121,0.247,0.356,0.446,0.415,0.395,0.426,0.414,0.453,0.533,0.731,0.619,0.203,0.464,0.415,0.429,0.573,0.54,0.316,0.228,0.7,1.0,0.726,0.472,0.51,0.546,0.288,0.098,0.195,0.418,0.46,0.322,0.283,0.243,0.198,0.244,0.185,0.084,0.069,0.053,0.036,0.008,0.023,0.005,0.016,0.003,0.005,0.01,0.011,0.002,0.007,0.005,0.011,0.009,R
0.004,0.006,0.015,0.034,0.031,0.028,0.04,0.027,0.032,0.045,0.049,0.1,0.142,0.119,0.063,0.091,0.118,0.143,0.122,0.11,0.185,0.372,0.438,0.571,0.665,0.748,0.765,0.856,0.972,0.922,0.75,0.721,0.776,0.606,0.502,0.45,0.395,0.428,0.443,0.375,0.197,0.051,0.079,0.127,0.153,0.069,0.04,0.053,0.023,0.007,0.006,0.006,0.012,0.005,0.006,0.009,0.004,0.0,0.005,0.004,R
0.009,0.017,0.04,0.036,0.068,0.071,0.102,0.089,0.038,0.133,0.13,0.027,0.064,0.071,0.12,0.072,0.122,0.235,0.368,0.392,0.492,0.879,0.961,0.879,0.69,0.694,0.567,0.654,0.78,0.758,0.584,0.632,0.811,0.904,0.865,0.67,0.403,0.237,0.268,0.366,0.327,0.22,0.3,0.22,0.116,0.064,0.046,0.042,0.017,0.017,0.013,0.014,0.019,0.014,0.006,0.013,0.022,0.009,0.008,0.012,R
0.013,0.015,0.064,0.173,0.256,0.256,0.295,0.411,0.498,0.592,0.583,0.542,0.547,0.531,0.498,0.698,0.829,0.784,0.822,0.936,1.0,0.922,0.784,0.547,0.456,0.592,0.545,0.397,0.088,0.238,0.2,0.059,0.254,0.201,0.033,0.155,0.121,0.245,0.317,0.32,0.305,0.084,0.127,0.138,0.114,0.052,0.007,0.028,0.037,0.012,0.015,0.009,0.004,0.01,0.012,0.001,0.018,0.009,0.012,0.006,R
0.015,0.01,0.011,0.026,0.01,0.039,0.086,0.092,0.095,0.15,0.191,0.212,0.225,0.257,0.17,0.202,0.254,0.342,0.403,0.455,0.552,0.599,0.585,0.711,0.95,0.986,1.0,0.958,0.864,0.713,0.589,0.432,0.29,0.174,0.077,0.23,0.246,0.31,0.331,0.222,0.087,0.206,0.181,0.162,0.112,0.082,0.112,0.095,0.041,0.012,0.005,0.005,0.004,0.004,0.001,0.005,0.004,0.001,0.003,0.003,R
0.086,0.045,0.038,0.02,0.038,0.053,0.214,0.311,0.284,0.275,0.271,0.095,0.102,0.452,0.674,0.67,0.707,0.563,0.378,0.272,0.53,0.77,0.864,0.93,0.937,0.625,0.602,0.681,0.505,0.578,0.475,0.24,0.278,0.2,0.53,0.741,0.778,0.442,0.142,0.351,0.448,0.421,0.305,0.224,0.261,0.28,0.239,0.202,0.133,0.036,0.013,0.017,0.014,0.008,0.004,0.005,0.026,0.01,0.004,0.004,R
0.026,0.044,0.014,0.008,0.03,0.044,0.034,0.078,0.084,0.078,0.033,0.206,0.191,0.106,0.146,0.223,0.207,0.11,0.108,0.116,0.222,0.069,0.206,0.238,0.09,0.228,0.587,0.846,0.847,0.768,0.806,0.626,0.654,0.875,0.988,0.935,0.696,0.573,0.587,0.666,0.565,0.525,0.368,0.2,0.151,0.051,0.093,0.098,0.052,0.019,0.01,0.004,0.019,0.016,0.007,0.01,0.007,0.008,0.009,0.01,R
0.025,0.081,0.051,0.024,0.172,0.382,0.373,0.358,0.343,0.22,0.265,0.322,0.558,0.692,0.794,0.715,0.351,0.201,0.268,0.43,0.528,0.349,0.143,0.545,0.634,0.771,0.684,0.802,0.807,0.831,0.779,0.505,0.141,0.277,0.508,0.479,0.136,0.23,0.279,0.383,0.293,0.116,0.17,0.129,0.091,0.08,0.057,0.02,0.011,0.015,0.008,0.018,0.007,0.008,0.004,0.012,0.003,0.004,0.008,0.005,R
0.066,0.058,0.084,0.037,0.046,0.077,0.077,0.113,0.235,0.184,0.287,0.413,0.365,0.198,0.284,0.404,0.584,0.679,0.609,0.486,0.325,0.201,0.208,0.169,0.248,0.274,0.298,0.466,0.699,0.747,0.796,0.798,0.672,0.694,0.744,0.817,0.891,1.0,0.875,0.706,0.68,0.59,0.462,0.364,0.149,0.122,0.131,0.12,0.058,0.024,0.014,0.014,0.019,0.004,0.004,0.003,0.002,0.016,0.011,0.008,R
