@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.079,0.071,0.035,0.166,0.133,0.023,0.077,0.268,0.566,0.661,0.5,0.258,0.165,0.435,0.452,0.458,0.337,0.4,0.532,0.901,0.994,0.369,0.101,0.025,0.232,0.398,0.226,0.525,0.69,0.832,0.433,0.374,0.576,0.804,0.796,0.717,0.706,0.815,0.76,0.603,0.455,0.473,0.448,0.372,0.469,0.384,0.077,0.147,0.078,0.047,0.019,0.03,0.039,0.029,0.018,0.025,0.014,0.007,0.002,0.01,M
0.026,0.043,0.055,0.068,0.078,0.125,0.13,0.173,0.279,0.295,0.251,0.26,0.225,0.212,0.127,0.119,0.179,0.218,0.165,0.074,0.062,0.238,0.482,0.637,0.753,0.896,0.994,0.996,0.933,0.934,0.885,0.769,0.686,0.639,0.638,0.663,0.598,0.456,0.313,0.416,0.432,0.403,0.42,0.456,0.396,0.297,0.21,0.156,0.088,0.026,0.012,0.009,0.006,0.002,0.004,0.008,0.003,0.006,0.005,0.005,M
0.023,0.011,0.013,0.084,0.112,0.151,0.178,0.1,0.143,0.223,0.262,0.311,0.286,0.332,0.376,0.45,0.476,0.625,0.73,0.87,0.935,0.961,0.913,0.944,1.0,0.946,0.882,0.752,0.707,0.599,0.386,0.251,0.216,0.097,0.132,0.134,0.225,0.324,0.394,0.381,0.326,0.365,0.298,0.178,0.154,0.12,0.096,0.076,0.065,0.031,0.018,0.01,0.018,0.008,0.007,0.01,0.006,0.004,0.006,0.004,M
0.102,0.083,0.058,0.063,0.064,0.133,0.099,0.179,0.12,0.137,0.251,0.263,0.28,0.298,0.382,0.313,0.396,0.209,0.322,0.334,0.318,0.289,0.361,0.257,0.411,0.459,0.472,0.728,0.759,0.658,0.751,0.667,0.49,0.596,0.655,0.401,0.119,0.324,0.311,0.135,0.511,0.799,0.752,0.551,0.586,0.729,0.552,0.334,0.161,0.048,0.1,0.071,0.032,0.031,0.025,0.009,0.018,0.021,0.023,0.011,M
0.035,0.051,0.008,0.024,0.043,0.074,0.094,0.113,0.123,0.151,0.181,0.239,0.295,0.287,0.401,0.532,0.549,0.582,0.604,0.675,0.708,0.789,0.928,0.978,0.974,1.0,0.97,0.996,0.824,0.602,0.534,0.487,0.353,0.157,0.095,0.161,0.282,0.339,0.302,0.294,0.298,0.268,0.206,0.207,0.162,0.122,0.101,0.074,0.039,0.005,0.015,0.004,0.012,0.011,0.011,0.01,0.005,0.002,0.008,0.003,M
0.012,0.007,0.028,0.058,0.092,0.127,0.158,0.193,0.236,0.217,0.118,0.075,0.278,0.376,0.509,0.659,0.707,0.753,0.836,0.859,0.962,0.984,0.87,0.64,0.507,0.54,0.693,0.849,0.821,0.596,0.295,0.276,0.288,0.189,0.145,0.096,0.089,0.084,0.089,0.155,0.232,0.222,0.104,0.172,0.202,0.179,0.111,0.04,0.03,0.008,0.004,0.005,0.003,0.002,0.001,0.003,0.002,0.006,0.003,0.005,M
0.023,0.039,0.042,0.055,0.099,0.152,0.167,0.151,0.172,0.208,0.124,0.024,0.177,0.312,0.499,0.671,0.766,0.848,0.98,1.0,1.0,0.999,0.907,0.68,0.51,0.472,0.498,0.62,0.717,0.632,0.355,0.29,0.432,0.379,0.242,0.094,0.035,0.084,0.044,0.113,0.204,0.194,0.083,0.15,0.168,0.106,0.111,0.085,0.06,0.02,0.007,0.01,0.006,0.003,0.002,0.006,0.004,0.01,0.008,0.001,M
0.013,0.02,0.004,0.022,0.023,0.048,0.074,0.033,0.137,0.208,0.23,0.199,0.118,0.189,0.295,0.534,0.685,0.792,0.822,0.729,0.735,0.792,0.806,0.49,0.193,0.292,0.626,0.855,0.897,0.782,0.517,0.484,0.404,0.341,0.285,0.235,0.27,0.444,0.432,0.331,0.12,0.167,0.37,0.307,0.094,0.154,0.139,0.077,0.062,0.023,0.011,0.017,0.009,0.004,0.006,0.006,0.003,0.007,0.003,0.005,M
0.024,0.022,0.017,0.052,0.075,0.112,0.126,0.172,0.307,0.32,0.295,0.248,0.251,0.181,0.141,0.302,0.364,0.389,0.298,0.222,0.162,0.134,0.205,0.379,0.577,0.754,0.841,0.855,0.904,1.0,0.965,0.791,0.641,0.599,0.684,0.777,0.808,0.743,0.63,0.571,0.443,0.336,0.38,0.495,0.437,0.24,0.113,0.165,0.093,0.022,0.021,0.022,0.015,0.008,0.006,0.002,0.006,0.005,0.003,0.002,M
0.073,0.125,0.166,0.15,0.144,0.277,0.256,0.171,0.047,0.111,0.174,0.316,0.325,0.216,0.203,0.258,0.18,0.242,0.361,0.181,0.26,0.657,0.973,0.976,0.808,0.652,0.492,0.536,0.765,0.525,0.51,0.422,0.416,0.191,0.022,0.422,0.55,0.248,0.203,0.273,0.284,0.446,0.318,0.081,0.119,0.213,0.324,0.294,0.147,0.021,0.036,0.044,0.023,0.029,0.014,0.016,0.018,0.019,0.021,0.006,M
0.02,0.042,0.055,0.078,0.062,0.087,0.12,0.271,0.121,0.028,0.225,0.262,0.177,0.371,0.453,0.555,0.462,0.38,0.345,0.266,0.24,0.113,0.256,0.517,0.378,0.408,0.535,0.512,0.454,0.426,0.387,0.394,0.466,0.397,0.219,0.182,0.102,0.211,0.325,0.37,0.291,0.301,0.256,0.193,0.206,0.175,0.084,0.104,0.064,0.015,0.008,0.019,0.018,0.016,0.029,0.009,0.024,0.022,0.019,0.01,M
0.065,0.065,0.074,0.113,0.248,0.126,0.18,0.099,0.246,0.342,0.213,0.138,0.403,0.568,0.24,0.433,0.595,0.577,0.818,0.884,0.525,0.637,0.838,0.67,0.776,0.875,0.83,0.69,0.337,0.64,0.714,0.82,0.666,0.525,0.296,0.07,0.097,0.394,0.603,0.352,0.392,0.481,0.46,0.416,0.544,0.565,0.32,0.248,0.13,0.082,0.024,0.021,0.036,0.024,0.045,0.039,0.036,0.044,0.024,0.01,M
0.008,0.009,0.006,0.025,0.034,0.055,0.053,0.096,0.101,0.124,0.11,0.122,0.187,0.338,0.323,0.272,0.394,0.643,0.727,0.867,0.967,0.985,0.948,0.804,0.683,0.514,0.309,0.083,0.402,0.234,0.19,0.124,0.172,0.235,0.249,0.365,0.338,0.159,0.099,0.109,0.104,0.084,0.139,0.082,0.068,0.066,0.12,0.069,0.015,0.027,0.017,0.018,0.013,0.009,0.01,0.002,0.006,0.006,0.006,0.003,R
0.014,0.004,0.005,0.029,0.056,0.093,0.103,0.088,0.16,0.191,0.158,0.111,0.12,0.117,0.142,0.222,0.266,0.271,0.386,0.572,0.68,0.875,1.0,0.895,0.842,0.917,0.931,0.905,0.823,0.699,0.583,0.492,0.456,0.516,0.567,0.528,0.514,0.374,0.228,0.119,0.109,0.043,0.107,0.058,0.005,0.047,0.041,0.029,0.019,0.009,0.002,0.004,0.008,0.01,0.01,0.002,0.004,0.003,0.003,0.003,R
0.023,0.035,0.003,0.03,0.034,0.086,0.174,0.135,0.106,0.035,0.058,0.138,0.227,0.404,0.522,0.685,0.752,0.776,0.771,0.863,1.0,0.887,0.806,0.876,0.907,0.943,0.885,0.65,0.297,0.242,0.299,0.228,0.228,0.153,0.104,0.035,0.107,0.137,0.133,0.145,0.112,0.044,0.076,0.138,0.083,0.065,0.084,0.06,0.05,0.031,0.015,0.011,0.01,0.002,0.005,0.007,0.006,0.004,0.004,0.003,R
0.022,0.012,0.017,0.015,0.061,0.103,0.114,0.088,0.116,0.087,0.156,0.078,0.1,0.092,0.066,0.113,0.174,0.257,0.329,0.391,0.544,0.612,0.702,0.761,0.797,0.91,0.881,0.795,0.799,0.718,0.641,0.631,0.593,0.617,0.65,0.676,0.625,0.512,0.389,0.327,0.251,0.153,0.132,0.166,0.122,0.098,0.045,0.027,0.018,0.009,0.002,0.005,0.005,0.01,0.013,0.012,0.005,0.002,0.001,0.002,R
0.031,0.049,0.069,0.083,0.008,0.02,0.098,0.102,0.202,0.077,0.177,0.256,0.281,0.272,0.323,0.346,0.54,0.791,0.906,0.87,0.767,0.296,0.415,0.604,0.318,0.348,0.616,0.805,0.629,0.5,0.583,0.666,0.412,0.126,0.249,0.468,0.538,0.315,0.214,0.185,0.168,0.233,0.102,0.071,0.062,0.078,0.076,0.084,0.059,0.007,0.009,0.009,0.003,0.013,0.019,0.01,0.023,0.018,0.005,0.004,R
0.037,0.028,0.023,0.022,0.018,0.073,0.084,0.103,0.099,0.08,0.156,0.256,0.262,0.118,0.06,0.156,0.224,0.359,0.179,0.326,0.608,0.699,0.839,0.855,0.771,0.622,0.574,0.44,0.406,0.441,0.513,0.596,0.727,0.654,0.59,0.539,0.49,0.408,0.414,0.6,0.72,0.663,0.629,0.409,0.321,0.252,0.148,0.099,0.032,0.027,0.007,0.001,0.004,0.002,0.001,0.007,0.01,0.005,0.008,0.006,R
0.012,0.058,0.062,0.06,0.14,0.188,0.142,0.145,0.049,0.086,0.214,0.372,0.266,0.211,0.11,0.114,0.193,0.414,0.328,0.622,0.747,0.768,0.787,0.825,1.0,0.948,0.754,0.601,0.544,0.539,0.562,0.514,0.608,0.562,0.596,0.608,0.502,0.283,0.048,0.281,0.342,0.515,0.437,0.247,0.171,0.134,0.084,0.076,0.03,0.007,0.007,0.002,0.01,0.007,0.012,0.007,0.008,0.007,0.003,0.014,R
0.011,0.009,0.006,0.046,0.075,0.089,0.102,0.049,0.047,0.039,0.111,0.141,0.22,0.298,0.412,0.475,0.539,0.628,0.706,0.792,0.949,1.0,0.964,0.943,0.866,0.79,0.65,0.449,0.474,0.615,0.493,0.32,0.374,0.334,0.105,0.067,0.038,0.046,0.169,0.217,0.168,0.064,0.016,0.078,0.065,0.021,0.051,0.039,0.026,0.01,0.016,0.003,0.008,0.011,0.008,0.006,0.0,0.002,0.003,0.003,R
0.026,0.044,0.014,0.008,0.03,0.044,0.034,0.078,0.084,0.078,0.033,0.206,0.191,0.106,0.146,0.223,0.207,0.11,0.108,0.116,0.222,0.069,0.206,0.238,0.09,0.228,0.587,0.846,0.847,0.768,0.806,0.626,0.654,0.875,0.988,0.935,0.696,0.573,0.587,0.666,0.565,0.525,0.368,0.2,0.151,0.051,0.093,0.098,0.052,0.019,0.01,0.004,0.019,0.016,0.007,0.01,0.007,0.008,0.009,0.01,R
0.029,0.038,0.026,0.006,0.013,0.061,0.09,0.111,0.097,0.075,0.053,0.121,0.176,0.204,0.273,0.232,0.268,0.293,0.33,0.491,0.54,0.626,0.683,0.753,0.85,0.894,0.993,0.913,0.708,0.632,0.613,0.464,0.28,0.172,0.166,0.256,0.274,0.321,0.272,0.188,0.155,0.252,0.212,0.18,0.147,0.068,0.109,0.092,0.04,0.009,0.008,0.006,0.007,0.011,0.005,0.01,0.004,0.006,0.005,0.009,R
0.018,0.017,0.05,0.028,0.026,0.035,0.036,0.054,0.026,0.047,0.053,0.185,0.104,0.095,0.091,0.169,0.157,0.038,0.132,0.209,0.198,0.095,0.196,0.124,0.062,0.214,0.464,0.647,0.634,0.611,0.705,0.538,0.593,0.844,0.948,0.97,0.777,0.631,0.576,0.615,0.545,0.481,0.341,0.192,0.113,0.064,0.091,0.098,0.056,0.019,0.009,0.004,0.018,0.017,0.008,0.005,0.011,0.018,0.029,0.006,R
0.014,0.022,0.009,0.011,0.022,0.014,0.066,0.095,0.079,0.102,0.126,0.083,0.049,0.085,0.151,0.14,0.107,0.192,0.299,0.325,0.38,0.566,0.748,0.876,0.905,0.751,0.686,0.704,0.586,0.377,0.221,0.263,0.267,0.291,0.198,0.229,0.319,0.287,0.292,0.281,0.268,0.211,0.151,0.179,0.185,0.172,0.09,0.066,0.044,0.011,0.002,0.006,0.007,0.011,0.001,0.002,0.002,0.006,0.004,0.005,R
0.025,0.081,0.051,0.024,0.172,0.382,0.373,0.358,0.343,0.22,0.265,0.322,0.558,0.692,0.794,0.715,0.351,0.201,0.268,0.43,0.528,0.349,0.143,0.545,0.634,0.771,0.684,0.802,0.807,0.831,0.779,0.505,0.141,0.277,0.508,0.479,0.136,0.23,0.279,0.383,0.293,0.116,0.17,0.129,0.091,0.08,0.057,0.02,0.011,0.015,0.008,0.018,0.007,0.008,0.004,0.012,0.003,0.004,0.008,0.005,R
0.026,0.019,0.025,0.006,0.035,0.07,0.126,0.108,0.152,0.163,0.103,0.219,0.154,0.263,0.294,0.298,0.07,0.14,0.299,0.392,0.36,0.24,0.421,0.568,0.609,0.632,0.655,0.767,1.0,0.846,0.551,0.444,0.517,0.427,0.18,0.079,0.054,0.191,0.256,0.215,0.277,0.284,0.173,0.082,0.034,0.093,0.102,0.031,0.021,0.032,0.013,0.012,0.012,0.005,0.007,0.002,0.004,0.001,0.004,0.008,R
0.007,0.023,0.051,0.044,0.025,0.064,0.042,0.113,0.191,0.248,0.161,0.092,0.24,0.322,0.43,0.265,0.067,0.144,0.237,0.26,0.249,0.39,0.638,0.804,0.703,0.687,0.7,0.856,1.0,0.962,0.9,0.758,0.69,0.569,0.44,0.455,0.296,0.159,0.168,0.084,0.117,0.175,0.273,0.17,0.019,0.021,0.035,0.042,0.009,0.02,0.02,0.017,0.016,0.006,0.004,0.007,0.004,0.005,0.019,0.01,R
0.013,0.008,0.019,0.014,0.044,0.067,0.061,0.013,0.09,0.092,0.144,0.148,0.209,0.256,0.26,0.198,0.239,0.313,0.408,0.453,0.489,0.567,0.623,0.674,0.828,0.882,0.92,0.896,0.755,0.674,0.646,0.501,0.366,0.23,0.136,0.212,0.24,0.267,0.286,0.206,0.166,0.263,0.255,0.17,0.147,0.129,0.093,0.072,0.032,0.026,0.014,0.004,0.003,0.002,0.002,0.005,0.014,0.014,0.003,0.006,R
0.012,0.043,0.06,0.045,0.06,0.036,0.053,0.034,0.105,0.212,0.164,0.19,0.303,0.202,0.059,0.239,0.366,0.381,0.593,0.63,0.58,0.457,0.445,0.369,0.645,0.894,0.898,0.498,0.333,0.235,0.155,0.367,0.434,0.308,0.302,0.411,0.55,0.413,0.55,0.502,0.313,0.28,0.235,0.23,0.116,0.072,0.062,0.032,0.045,0.017,0.008,0.008,0.006,0.017,0.019,0.005,0.011,0.02,0.015,0.006,R
0.021,0.019,0.013,0.021,0.061,0.061,0.061,0.051,0.099,0.109,0.106,0.118,0.129,0.159,0.168,0.192,0.162,0.165,0.14,0.143,0.243,0.282,0.429,0.644,0.906,1.0,0.809,0.612,0.526,0.368,0.275,0.102,0.134,0.158,0.195,0.179,0.043,0.11,0.176,0.248,0.315,0.292,0.19,0.07,0.076,0.091,0.044,0.024,0.026,0.01,0.014,0.007,0.006,0.008,0.009,0.004,0.003,0.002,0.005,0.002,R
0.021,0.013,0.053,0.057,0.065,0.143,0.134,0.204,0.157,0.157,0.233,0.178,0.151,0.192,0.206,0.231,0.236,0.13,0.381,0.586,0.45,0.488,1.0,0.868,0.472,0.534,0.62,0.714,0.56,0.373,0.248,0.192,0.139,0.332,0.288,0.323,0.261,0.204,0.24,0.132,0.068,0.033,0.072,0.098,0.079,0.052,0.05,0.023,0.022,0.014,0.031,0.039,0.015,0.002,0.01,0.01,0.008,0.018,0.011,0.007,R
