@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
3.677,0.393,-0.159,-0.093,-0.059,0
0.122,0.573,1.393,2.191,0.0,0
0.233,1.128,2.685,-0.952,0.0,0
0.789,2.739,-0.55,1.265,-0.318,0
0.223,1.086,2.658,-0.944,0.0,0
0.565,3.345,-0.606,0.751,-0.27,0
0.567,-0.829,1.142,-0.564,0.0,0
0.254,2.392,0.689,1.828,-0.544,0
3.553,-0.281,0.17,-0.076,0.062,0
0.4,3.424,-0.563,-0.259,-0.152,0
-0.132,0.94,2.238,1.183,-0.413,0
-0.185,-0.656,-0.802,-0.64,-0.32,0
-0.15,1.436,2.41,-0.653,0.0,0
0.124,0.346,0.598,2.196,-0.645,0
0.715,2.722,-0.493,-0.281,1.049,0
0.436,0.822,2.479,1.382,-0.472,0
1.242,1.769,-0.281,-0.362,1.29,0
2.24,-0.237,0.416,1.551,-0.454,0
0.536,3.273,-0.604,-0.307,-0.356,0
0.12,0.311,0.426,1.818,1.201,0
0.258,0.894,2.718,-0.68,-0.338,0
0.455,2.558,-0.656,0.573,1.14,0
0.296,1.257,2.688,-0.762,-0.372,0
0.559,2.887,-0.677,0.487,0.942,0
-0.152,1.182,2.085,-0.991,0.0,0
0.147,0.569,0.732,2.224,-0.639,0
1.047,2.589,-0.447,-0.277,0.942,0
0.118,0.561,1.243,2.211,0.0,0
3.716,0.55,0.268,0.454,-0.122,0
0.364,1.863,2.606,-0.605,-0.248,0
0.597,3.405,-0.607,0.647,-0.192,0
0.246,0.683,2.489,-0.781,0.376,0
0.577,2.804,-0.435,1.197,-0.349,0
0.479,3.332,-0.631,-0.292,-0.152,0
0.233,1.469,2.062,1.012,1.114,0
3.432,-0.312,0.137,-0.075,-0.053,0
0.489,3.375,-0.55,0.611,-0.189,0
3.359,-0.241,0.195,-0.085,0.085,0
0.39,3.135,-0.582,0.456,0.664,0
0.108,0.355,0.418,0.592,2.053,0
0.236,1.165,2.107,-0.919,-0.514,0
0.463,2.963,-0.63,0.324,0.991,0
3.218,-0.364,-0.131,0.094,-0.072,0
0.295,1.164,2.828,-0.662,0.0,0
1.185,3.289,-0.571,0.517,-0.278,0
3.229,0.694,0.27,-0.258,0.607,0
0.242,0.555,1.887,1.59,-0.572,0
0.622,3.087,-0.758,-0.252,-0.155,0
0.245,0.624,2.375,1.077,0.457,0
0.67,3.124,-0.576,-0.285,-0.366,0
3.397,-0.285,0.183,0.114,-0.059,0
-0.158,1.356,2.289,-0.745,0.0,0
0.85,2.377,-0.438,0.381,1.378,0
0.278,0.949,2.609,-0.656,-0.315,0
0.648,3.489,-0.54,0.344,0.273,0
3.66,0.423,0.357,0.362,-0.11,0
0.183,1.354,2.581,-0.754,-0.324,0
3.489,0.378,-0.122,-0.068,-0.049,0
0.134,0.612,1.455,2.024,0.0,0
0.967,2.689,-0.413,-0.337,0.813,0
0.121,0.311,0.588,1.978,-0.652,0
0.293,1.058,2.634,-0.756,0.0,0
2.318,1.826,-0.356,0.991,-0.285,0
0.519,1.999,2.438,-0.632,-0.309,0
1.303,1.852,-0.364,0.406,1.379,0
0.265,0.819,2.52,-0.627,-0.34,0
0.45,3.288,-0.631,0.424,0.0,0
0.4,1.025,2.406,-0.789,0.429,0
0.128,0.338,0.32,0.777,1.814,0
0.279,1.209,2.547,-0.772,-0.377,0
0.362,2.848,-0.601,0.483,0.694,0
3.054,-0.324,0.275,0.407,-0.238,0
0.243,1.585,1.824,1.145,1.123,0
3.436,0.372,-0.111,-0.065,0.069,0
0.088,0.611,0.697,2.181,0.0,0
0.439,2.005,2.304,-0.752,0.0,0
3.059,-0.314,-0.104,0.078,-0.051,0
0.214,0.929,2.404,1.093,0.513,0
0.514,3.04,-0.689,-0.289,-0.183,0
0.347,0.487,1.899,1.298,0.693,0
0.935,2.671,-0.605,-0.191,0.793,0
0.227,0.686,1.339,1.873,-0.671,0
0.259,0.583,0.601,-0.363,1.546,0
0.721,0.502,0.871,2.022,-0.563,0
3.399,0.577,-0.143,-0.079,-0.047,0
0.389,2.741,0.755,0.602,1.173,0
3.226,-0.214,0.15,-0.075,0.073,0
1.353,3.078,0.872,0.348,0.0,0
-0.188,1.167,2.054,-0.745,-0.373,0
1.04,2.638,-0.602,0.913,-0.246,0
0.286,1.034,2.5,-0.732,0.0,0
1.027,2.716,-0.43,1.009,-0.387,0
0.262,1.304,2.382,-0.794,-0.416,0
0.584,3.106,-0.421,0.302,0.848,0
3.027,-0.315,0.164,-0.109,-0.113,0
0.399,3.177,-0.509,-0.212,-0.141,0
0.294,0.453,1.748,0.946,1.138,0
0.475,2.938,-0.677,-0.248,-0.149,0
0.222,1.017,2.425,1.076,-0.367,0
3.126,0.482,0.232,-0.141,0.524,0
0.146,0.771,1.573,1.818,0.0,0
0.134,0.494,-0.522,-0.643,0.786,0
0.363,0.4,0.848,1.914,-0.623,0
0.35,1.239,2.361,-0.652,0.566,0
0.515,2.984,-0.793,0.352,-0.202,0
2.956,0.36,1.436,-0.266,-0.128,0
0.103,0.433,0.544,2.012,0.0,0
0.34,1.797,2.403,-0.652,-0.289,0
2.859,-0.254,-0.116,0.081,0.068,0
0.693,3.104,-0.387,0.303,0.78,0
0.148,1.029,2.467,-0.672,0.0,0
0.83,3.041,-0.569,0.547,0.288,0
0.289,1.235,2.536,-0.661,-0.358,0
3.363,0.586,0.256,0.657,-0.183,0
0.124,0.755,2.184,-0.89,0.0,0
0.397,2.921,-0.637,0.523,0.0,0
3.043,-0.317,0.15,-0.072,-0.053,0
0.539,2.962,1.236,0.588,-0.241,0
0.34,0.757,2.362,0.896,0.515,0
3.272,0.713,-0.131,-0.085,-0.052,0
0.243,1.014,2.373,1.039,0.0,0
3.294,0.435,-0.123,0.089,-0.053,0
0.359,1.057,2.371,-0.781,-0.393,0
0.158,0.281,0.389,1.072,1.464,0
0.482,1.236,2.547,-0.705,-0.287,0
0.948,2.4,-0.397,0.42,1.126,0
0.279,0.892,2.474,-0.531,-0.307,0
0.595,2.984,-0.599,-0.252,-0.174,0
0.238,0.475,1.232,1.637,0.785,0
0.464,3.041,-0.547,-0.242,-0.15,0
2.982,0.346,1.35,0.51,-0.234,0
-0.802,0.884,-0.289,0.341,-0.452,0
3.47,0.572,0.425,-0.117,-0.062,0
0.191,0.546,0.884,1.965,-0.617,0
1.526,1.931,-0.374,-0.265,0.867,0
0.366,0.414,0.889,1.934,-0.584,0
0.54,2.787,-0.667,-0.242,-0.157,0
0.156,0.564,1.35,1.842,0.0,0
0.667,3.055,-0.507,-0.226,-0.128,0
0.078,0.353,0.424,1.574,-0.853,0
0.237,1.014,2.321,-0.849,0.0,0
0.594,1.964,0.636,1.778,-0.508,0
1.831,2.751,-0.372,-0.169,-0.099,0
0.142,0.573,1.504,1.693,0.0,0
0.383,2.973,-0.529,-0.241,-0.153,0
0.223,0.395,0.399,1.207,1.386,0
0.24,1.068,2.387,-0.747,-0.297,0
3.221,0.509,-0.151,0.16,-0.06,0
0.249,1.066,2.355,-0.791,0.0,0
3.287,0.432,0.511,0.7,-0.245,0
0.197,0.858,1.924,1.41,-0.48,0
2.99,0.309,-0.153,-0.171,-0.13,0
0.619,3.052,0.601,0.951,-0.329,0
2.606,-0.26,-0.133,-0.078,0.108,0
0.479,2.219,2.076,-0.524,-0.247,0
0.534,2.408,-0.476,0.345,1.087,0
2.318,0.281,1.688,-0.397,0.269,0
0.252,2.769,-0.651,0.331,0.214,0
2.509,0.448,1.68,-0.387,-0.146,0
3.209,0.79,0.242,0.703,-0.28,0
0.155,1.012,2.279,-0.747,0.0,0
2.995,1.389,-0.242,-0.106,-0.069,0
0.147,0.817,1.534,1.705,0.0,0
0.69,2.921,-0.568,-0.222,-0.139,0
0.191,0.609,1.806,0.81,1.11,0
0.766,2.892,-0.548,-0.239,-0.136,0
0.609,1.765,1.198,0.905,1.245,0
0.192,1.173,2.29,-0.695,-0.374,0
3.046,0.977,-0.226,0.142,0.246,0
0.357,1.56,2.372,-0.658,0.0,0
3.065,0.355,-0.113,-0.073,0.063,0
0.387,0.902,2.307,-0.648,-0.342,0
2.013,2.143,-0.487,0.522,0.291,0
2.993,0.385,1.248,-0.301,-0.118,0
0.353,2.807,-0.541,0.303,-0.14,0
0.283,1.008,2.195,-0.895,0.0,0
3.273,0.455,0.488,0.576,0.307,0
0.362,1.662,2.35,-0.636,0.0,0
3.055,0.508,-0.123,-0.075,-0.049,0
0.211,1.327,2.243,-0.647,-0.297,0
1.534,1.45,0.538,1.677,-0.396,0
1.198,2.258,0.673,-0.462,0.786,0
0.228,0.471,1.647,1.184,0.705,0
1.613,2.71,-0.345,-0.185,0.236,0
0.277,0.872,1.918,1.371,-0.449,0
0.899,2.96,-0.474,-0.203,-0.144,0
0.148,0.777,1.533,1.672,0.0,0
3.041,0.446,-0.122,0.089,0.077,0
0.266,1.268,2.178,-0.809,0.0,0
1.878,0.892,0.76,1.61,-0.446,0
0.52,3.048,0.992,0.453,0.0,0
2.832,-0.255,0.122,0.118,-0.058,0
0.583,3.025,0.989,-0.302,-0.153,0
0.229,0.452,0.523,1.469,1.046,0
0.384,1.701,2.268,-0.641,0.0,0
1.549,2.597,-0.462,0.523,0.313,0
0.236,1.053,2.285,-0.652,-0.303,0
0.874,3.03,-0.496,0.243,0.48,0
0.255,0.659,1.591,1.318,0.7,0
1.066,2.814,-0.428,-0.202,0.254,0
0.273,0.937,2.118,1.064,-0.499,0
0.913,2.728,-0.394,0.492,0.686,0
0.144,0.875,1.999,1.127,-0.534,0
1.914,2.572,-0.413,0.373,-0.166,0
0.277,1.333,2.228,-0.536,0.551,0
2.975,0.585,-0.127,0.086,-0.05,0
0.326,1.658,2.22,-0.567,0.0,0
0.286,2.793,-0.459,0.22,0.156,0
2.909,0.521,1.263,-0.33,-0.142,0
0.126,0.814,1.292,1.692,0.0,0
0.886,2.959,-0.421,-0.184,-0.124,0
2.203,-0.374,-0.128,-0.092,-0.065,0
0.552,2.956,-0.539,0.285,-0.144,0
3.087,0.57,1.064,-0.254,-0.094,0
1.362,1.413,0.587,1.699,-0.434,0
-0.114,-0.206,-0.379,-0.537,0.0,0
0.185,0.484,0.789,1.838,0.0,0
0.798,2.84,-0.49,-0.189,-0.12,0
0.234,0.973,2.176,1.023,-0.353,0
1.997,2.309,-0.407,0.309,0.533,0
-0.712,0.483,0.166,0.148,-0.082,0
2.942,0.581,-0.131,0.089,0.06,0
2.935,0.724,1.313,-0.259,-0.104,0
0.169,0.397,0.678,1.654,-0.651,0
3.012,1.408,0.341,-0.123,-0.073,0
0.743,0.576,1.672,1.092,0.594,0
0.521,2.947,0.989,0.445,0.0,0
2.696,-0.22,0.158,0.09,0.078,0
0.587,2.481,1.733,-0.49,-0.215,0
2.92,0.446,-0.105,0.08,-0.049,0
0.267,1.687,2.051,-0.63,0.0,0
1.404,1.531,0.476,1.601,-0.424,0
1.226,1.277,2.385,-0.505,-0.192,0
0.229,2.527,-0.58,0.246,0.162,0
0.239,0.524,0.571,-0.407,-1.046,0
0.202,1.502,2.04,0.897,0.0,0
2.916,0.539,-0.126,0.125,-0.06,0
0.146,0.75,1.779,1.066,-0.592,0
1.515,2.574,-0.476,0.396,0.374,0
0.328,0.765,2.081,0.818,-0.35,0
1.887,2.525,-0.323,-0.149,-0.11,0
0.178,0.767,1.783,1.268,0.0,0
0.331,2.723,-0.524,-0.269,-0.134,0
0.434,0.671,1.898,1.02,0.347,0
0.402,2.483,-0.606,-0.239,0.203,0
0.253,1.762,1.652,1.081,-0.507,0
3.078,0.339,0.199,0.211,-0.089,0
-0.147,1.393,1.573,-0.543,0.0,0
1.706,2.23,-0.347,0.568,0.504,0
-0.102,0.692,1.585,1.197,0.0,0
1.834,2.557,-0.313,-0.143,-0.099,0
0.167,0.752,1.922,0.984,0.0,0
0.885,2.87,-0.414,-0.173,-0.117,0
0.438,0.442,1.164,1.157,0.813,0
1.572,2.779,-0.409,0.265,0.271,0
0.339,1.134,2.134,-0.593,-0.27,0
2.833,0.582,-0.131,0.178,0.105,0
0.367,1.526,1.57,1.01,1.05,0
2.936,0.788,-0.128,0.093,0.061,0
0.158,0.531,0.944,1.576,-0.531,0
0.772,2.995,0.945,-0.321,0.204,0
2.571,-0.235,0.201,0.137,-0.133,0
0.307,2.782,-0.427,-0.206,-0.138,0
2.94,0.495,0.892,0.337,-0.161,0
0.637,2.952,0.826,-0.376,-0.135,0
0.096,0.337,0.513,1.485,0.0,0
0.418,2.138,1.839,0.707,-0.337,0
3.0,0.438,0.136,0.112,0.112,0
0.102,0.564,0.579,-0.965,0.0,0
0.736,2.36,0.522,1.439,-0.341,0
0.317,1.318,1.996,-0.616,0.472,0
3.061,0.583,0.224,0.326,-0.088,0
0.269,1.351,2.031,-0.64,0.0,0
2.733,0.493,-0.116,0.082,-0.041,0
0.307,2.799,0.713,0.388,-0.305,0
2.406,-0.221,0.216,0.198,-0.067,0
0.902,2.825,-0.413,-0.171,-0.128,0
0.226,0.704,0.719,1.741,0.0,0
2.912,0.359,0.285,0.149,-0.081,0
1.224,1.274,2.311,-0.488,-0.188,0
0.395,2.376,-0.59,0.499,-0.181,0
1.157,0.855,1.941,-0.668,-0.261,0
0.411,2.611,-0.561,0.349,-0.162,0
0.251,1.08,2.079,-0.517,-0.262,0
0.533,2.581,-0.595,-0.227,-0.123,0
0.551,1.145,2.271,0.668,-0.272,0
0.311,2.639,-0.463,-0.193,-0.265,0
2.827,0.825,0.298,0.257,0.653,0
-0.054,0.384,0.379,0.525,-0.853,0
1.509,1.501,0.56,1.513,-0.407,0
-0.077,-0.174,0.431,-0.47,0.0,0
0.636,2.63,1.553,0.469,-0.204,0
2.287,-0.234,0.215,0.176,-0.085,0
2.761,1.125,1.297,-0.215,-0.097,0
0.106,0.767,1.795,0.842,0.416,0
0.832,2.759,-0.452,-0.184,-0.13,0
0.424,0.428,1.041,1.114,0.792,0
1.144,2.693,-0.415,-0.174,-0.104,0
0.133,0.503,1.141,0.981,0.826,0
0.782,2.546,1.536,-0.43,0.0,0
0.108,0.753,0.402,0.723,1.293,0
2.741,0.927,1.029,-0.273,-0.117,0
0.14,0.351,0.563,0.552,1.222,0
0.378,2.203,1.577,0.783,-0.34,0
2.657,0.441,-0.115,-0.08,0.066,0
0.213,1.071,2.003,-0.609,-0.229,0
0.982,2.68,-0.574,0.265,0.168,0
0.471,1.279,2.076,-0.579,-0.378,0
2.467,1.238,-0.275,0.149,0.28,0
0.257,1.15,1.834,-0.751,-0.301,0
1.744,2.206,-0.476,0.225,-0.153,0
0.338,1.216,2.052,0.729,-0.238,0
2.582,0.47,-0.132,-0.076,0.119,0
0.145,0.715,1.784,0.792,0.0,0
0.679,2.482,-0.57,-0.218,-0.115,0
0.207,0.729,1.062,1.448,-0.469,0
0.773,2.152,-0.639,-0.244,0.185,0
0.559,2.521,1.509,0.648,-0.272,0
2.879,0.341,0.274,0.148,-0.076,0
0.568,2.495,1.506,-0.485,0.0,0
2.878,0.341,0.274,0.148,-0.076,0
0.239,1.807,1.377,0.992,-0.478,0
2.952,1.197,0.43,0.466,-0.161,0
0.204,1.385,1.795,-0.612,-0.283,0
2.631,0.604,-0.12,0.098,-0.061,0
0.8,1.932,1.979,-0.491,0.318,0
0.239,0.547,0.397,0.904,1.064,0
0.563,2.441,1.527,-0.485,0.0,0
2.785,0.581,0.279,-0.073,0.081,0
0.148,0.495,1.125,0.907,0.82,0
1.246,2.402,-0.509,-0.18,0.0,0
1.246,1.129,1.964,0.569,0.291,0
0.388,2.567,-0.429,-0.26,-0.127,0
0.675,0.849,1.785,0.753,0.385,0
1.68,2.342,-0.337,-0.138,0.135,0
0.308,2.612,-0.517,0.271,0.174,0
0.405,0.866,1.826,-0.591,-0.4,0
0.504,2.585,-0.577,0.309,-0.158,0
0.241,0.522,0.576,-0.368,0.977,0
1.644,1.98,0.579,1.252,-0.293,0
0.139,1.504,1.462,-0.766,0.0,0
2.547,0.766,0.293,0.747,-0.234,0
0.203,1.211,1.85,-0.578,-0.233,0
2.765,1.015,0.509,0.546,0.385,0
0.299,0.891,1.871,-0.51,0.0,0
1.402,2.71,0.803,-0.215,-0.134,0
0.235,0.527,0.381,0.925,0.949,0
0.651,1.128,1.883,-0.506,0.417,0
1.254,2.545,-0.44,0.227,0.165,0
0.147,0.789,0.396,0.672,-0.934,0
2.019,0.887,0.359,0.312,1.019,0
0.234,1.108,1.884,-0.552,0.0,0
0.915,2.919,0.802,0.635,0.386,0
2.614,0.392,0.284,0.206,-0.256,0
0.43,2.541,1.083,-0.482,0.0,0
2.607,0.359,0.12,0.093,0.087,0
0.436,2.561,1.097,0.802,0.0,0
2.44,1.136,-0.243,-0.074,0.0,0
0.212,0.656,0.907,1.481,0.0,0
0.86,2.661,-0.397,-0.18,-0.131,0
0.568,0.892,1.698,0.848,-0.513,0
2.723,0.583,0.284,-0.071,0.089,0
0.206,1.345,1.822,0.693,0.0,0
2.259,1.52,-0.264,-0.145,-0.08,0
1.336,1.061,1.238,1.11,0.683,0
0.212,2.228,-0.589,0.295,0.18,0
0.743,1.288,1.955,-0.426,0.343,0
2.881,0.896,0.495,0.475,-0.113,0
0.178,1.152,1.846,-0.477,-0.201,0
2.431,0.278,0.102,0.083,0.086,0
0.486,2.345,1.508,0.674,0.0,0
2.509,0.294,0.176,0.214,-0.068,0
1.735,1.654,1.561,-0.351,-0.165,0
0.214,1.433,1.771,-0.542,0.0,0
2.444,0.273,0.139,0.156,-0.062,0
0.319,2.535,-0.471,0.428,-0.146,0
0.147,0.696,1.751,0.0,0.0,0
1.612,2.32,-0.385,0.22,0.163,0
0.168,1.108,1.706,-0.483,-0.201,0
2.653,0.448,0.241,0.089,0.092,0
0.219,2.564,0.733,0.347,0.227,0
2.377,0.65,-0.122,-0.071,0.047,0
0.576,2.703,1.06,0.599,-0.229,0
2.473,0.334,0.206,0.208,-0.063,0
0.484,2.633,0.917,-0.305,0.163,0
2.348,0.282,0.143,0.164,-0.065,0
0.227,1.27,1.582,-0.591,-0.315,0
1.302,2.389,-0.356,-0.159,0.225,0
0.193,1.147,1.688,-0.523,-0.188,0
2.389,1.318,0.691,0.912,-0.24,0
0.066,0.28,0.417,-0.544,0.0,0
0.976,2.689,0.747,0.853,-0.263,0
0.155,0.514,0.49,-0.625,0.0,0
0.985,1.104,1.78,0.679,-0.277,0
0.609,1.359,-0.747,-0.271,-0.193,0
0.132,0.489,1.098,0.915,0.0,0
2.234,0.711,0.395,-0.215,0.438,0
-0.125,1.264,1.453,0.575,0.0,0
2.426,0.954,-0.135,0.116,0.083,0
0.706,2.348,1.569,-0.378,-0.173,0
0.092,0.476,0.321,0.505,0.998,0
2.314,1.351,0.438,-0.138,-0.28,0
0.125,0.446,0.441,1.127,0.0,0
0.476,2.249,1.43,0.691,-0.217,0
2.328,0.582,-0.107,0.077,-0.038,0
0.336,1.17,1.625,0.783,-0.39,0
1.196,2.373,-0.342,-0.155,0.307,0
0.279,0.592,0.73,1.236,0.0,0
1.044,2.496,-0.379,-0.155,-0.107,0
0.094,0.342,0.561,-0.223,-0.46,0
1.24,2.47,-0.448,0.231,0.158,0
0.714,1.3,1.784,-0.571,-0.206,0
0.271,2.481,-0.485,0.312,-0.14,0
2.456,0.964,0.686,0.849,-0.257,0
0.067,0.286,0.428,-0.454,0.0,0
0.713,2.034,1.0,1.202,-0.379,0
2.51,1.063,0.852,0.72,-0.21,0
0.514,2.276,-0.549,-0.189,0.132,0
0.656,1.465,1.766,0.689,-0.253,0
2.586,0.614,0.19,0.162,0.101,0
0.171,1.122,1.58,-0.47,-0.204,0
2.416,0.88,-0.137,0.094,-0.035,0
0.391,1.762,1.66,-0.448,0.0,0
2.521,0.476,0.192,0.147,-0.05,0
0.555,2.705,0.764,-0.26,-0.156,0
2.331,0.651,-0.107,0.128,-0.052,0
0.727,2.657,1.16,0.417,-0.19,0
2.302,0.619,-0.093,0.086,0.052,0
0.476,2.52,0.978,-0.317,-0.173,0
1.846,0.267,-0.077,0.09,-0.08,0
0.524,2.625,0.931,0.481,-0.194,0
2.331,0.652,-0.107,0.128,-0.051,0
0.156,1.135,1.541,-0.448,-0.214,0
0.842,2.641,-0.46,0.229,-0.123,0
0.472,0.956,1.583,-0.356,-0.173,0
1.126,2.533,-0.339,0.183,-0.11,0
0.154,0.52,0.484,-0.534,0.0,0
2.115,1.932,0.919,-0.192,0.148,0
0.081,0.381,0.553,0.93,0.0,0
1.508,1.605,0.657,0.801,0.942,0
0.298,1.241,1.055,-0.314,-0.624,0
-0.112,1.025,-0.216,0.613,-0.195,0
2.299,0.98,0.783,-0.217,0.221,0
0.226,1.272,1.624,-0.461,0.0,0
1.288,2.328,-0.359,-0.201,0.175,0
0.659,1.461,1.744,0.666,-0.268,0
0.62,2.292,-0.532,-0.212,-0.111,0
0.374,1.217,1.518,0.693,-0.502,0
2.509,0.944,0.405,-0.107,-0.059,0
0.079,0.372,0.331,0.48,0.598,0
0.539,2.531,1.08,0.524,-0.193,0
2.185,0.637,-0.117,0.104,0.063,0
0.232,1.298,1.482,-0.482,-0.259,0
2.239,0.958,-0.147,0.125,0.093,0
0.655,2.031,1.617,-0.39,-0.19,0
2.457,0.732,0.172,0.092,-0.046,0
0.435,2.454,1.028,0.507,-0.295,0
2.4,0.627,0.19,0.172,-0.1,0
0.422,1.671,1.491,0.617,0.503,0
2.245,1.11,-0.149,0.11,-0.058,0
0.311,1.405,1.519,-0.45,-0.255,0
2.242,1.108,-0.148,0.11,-0.056,0
0.333,1.645,1.533,0.638,0.0,0
2.234,0.546,0.171,0.094,0.069,0
0.637,2.446,1.17,-0.338,0.0,0
2.03,0.636,-0.098,0.078,0.056,0
0.369,1.723,1.396,-0.502,-0.282,0
0.072,0.333,0.556,0.507,0.438,0
1.989,1.975,0.622,-0.18,-0.102,0
0.076,0.256,0.232,0.389,-0.342,0
1.223,2.363,-0.336,-0.153,0.235,0
0.212,1.237,0.848,1.092,-0.437,0
1.487,1.568,1.605,-0.261,-0.131,0
0.42,2.529,-0.399,0.237,-0.162,0
2.181,1.505,0.892,0.698,-0.204,0
0.173,0.375,0.527,-0.324,0.0,0
1.21,2.364,-0.326,-0.155,0.235,0
0.175,1.247,1.442,0.482,-0.184,0
2.112,1.354,-0.184,-0.097,0.077,0
0.268,2.019,1.212,0.629,0.0,0
2.275,0.69,0.114,0.103,0.072,0
0.258,1.825,0.995,0.809,-0.344,0
1.908,0.57,-0.108,0.145,-0.193,0
0.231,1.302,1.354,-0.474,-0.239,0
1.892,1.535,-0.379,0.186,-0.126,0
0.177,1.241,1.328,-0.472,-0.209,0
2.437,1.412,0.43,0.15,0.309,0
0.079,0.327,0.386,0.659,0.0,0
0.648,2.479,1.064,-0.317,0.0,0
0.088,0.271,0.34,0.455,0.0,0
0.711,2.448,-0.47,0.255,0.166,0
0.104,0.508,1.077,0.0,0.0,0
0.769,2.512,-0.416,0.27,-0.232,0
0.339,0.933,1.327,-0.334,-0.194,0
1.404,2.192,-0.376,0.249,0.188,0
0.11,0.469,0.73,0.647,0.0,0
1.185,2.24,-0.477,-0.171,0.0,0
0.079,0.341,0.514,0.608,0.0,0
2.286,1.321,0.696,-0.171,0.204,0
0.329,2.302,-0.432,0.322,-0.117,0
2.111,0.901,0.371,0.268,0.515,0
0.223,1.357,1.34,-0.372,-0.238,0
1.004,2.192,1.276,0.833,-0.228,0
0.826,0.824,-0.271,-0.182,-0.131,0
1.674,1.764,1.365,-0.238,-0.118,0
1.806,1.66,-0.352,-0.111,0.11,0
0.205,1.397,1.363,0.508,-0.177,0
1.838,0.583,-0.084,0.091,0.062,0
1.298,2.284,-0.325,-0.147,0.19,0
0.191,0.395,0.643,0.544,0.0,0
0.864,2.364,1.147,-0.284,-0.152,0
0.073,0.357,0.324,0.477,0.0,0
0.301,2.389,0.648,-0.245,0.238,0
1.901,0.502,0.188,0.151,-0.152,0
0.273,1.982,1.041,0.567,-0.411,0
2.115,1.061,-0.146,0.115,-0.061,0
0.365,1.607,1.354,-0.462,0.0,0
2.168,1.537,0.842,0.709,-0.195,0
0.34,1.238,1.114,0.45,-0.544,0
1.622,1.951,-0.313,-0.136,0.141,0
0.147,0.502,0.83,0.36,-0.184,0
1.328,1.955,-0.489,0.2,0.256,0
0.269,1.522,1.144,-0.469,0.338,0
2.334,1.326,0.251,0.213,-0.097,0
0.383,1.272,1.29,0.585,-0.227,0
2.035,1.232,-0.204,0.103,-0.063,0
0.631,2.598,0.745,0.409,-0.276,0
1.824,0.597,0.173,0.117,0.121,0
0.315,2.086,-0.505,0.343,-0.136,0
0.564,1.178,1.19,-0.319,0.242,0
