@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,12.0,A34,A40,1495.0,A61,A75,4.0,A93,A101,1.0,A121,38.0,A143,A152,2.0,A172,2.0,A191,A201,1
A14,24.0,A32,A40,1525.0,A64,A74,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2.0,A192,A201,1
A11,18.0,A34,A42,1049.0,A61,A72,4.0,A92,A101,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,1
A13,15.0,A32,A49,2687.0,A61,A74,2.0,A93,A101,4.0,A122,26.0,A143,A151,1.0,A173,1.0,A192,A201,1
A11,8.0,A34,A40,731.0,A61,A75,4.0,A93,A101,4.0,A121,47.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,24.0,A32,A40,7393.0,A61,A73,1.0,A93,A101,4.0,A122,43.0,A143,A152,1.0,A172,2.0,A191,A201,1
A14,6.0,A34,A43,1382.0,A61,A73,1.0,A92,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A192,A201,1
A13,15.0,A32,A46,1905.0,A61,A75,4.0,A93,A101,4.0,A123,40.0,A143,A151,1.0,A174,1.0,A192,A201,1
A14,21.0,A33,A41,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A142,A152,2.0,A172,1.0,A191,A201,1
A13,24.0,A32,A42,2892.0,A61,A75,3.0,A91,A101,4.0,A124,51.0,A143,A153,1.0,A173,1.0,A191,A201,1
A11,24.0,A34,A41,2957.0,A61,A75,4.0,A93,A101,4.0,A122,63.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,5.0,A32,A49,3448.0,A61,A74,1.0,A93,A101,4.0,A121,74.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,30.0,A30,A49,4221.0,A61,A73,2.0,A92,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A32,A43,1505.0,A61,A73,4.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1.0,A192,A201,1
A12,18.0,A34,A42,1295.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,36.0,A33,A40,2862.0,A62,A75,4.0,A93,A101,3.0,A124,30.0,A143,A153,1.0,A173,1.0,A191,A201,1
A14,11.0,A32,A49,2142.0,A64,A75,1.0,A91,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,12.0,A32,A40,1007.0,A64,A73,4.0,A94,A101,1.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A34,A41,4042.0,A65,A74,3.0,A93,A101,4.0,A122,43.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,15.0,A32,A42,2708.0,A61,A72,2.0,A93,A101,3.0,A122,27.0,A141,A152,2.0,A172,1.0,A191,A201,1
A14,12.0,A34,A40,1163.0,A63,A73,4.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A173,1.0,A192,A201,1
A13,9.0,A32,A43,1126.0,A62,A75,2.0,A91,A101,4.0,A121,49.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A34,A43,3342.0,A65,A75,4.0,A93,A101,2.0,A123,51.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,12.0,A32,A43,2930.0,A61,A74,2.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,15.0,A33,A43,1478.0,A61,A73,4.0,A94,A101,3.0,A121,33.0,A141,A152,2.0,A173,1.0,A191,A201,1
A12,9.0,A32,A40,1549.0,A65,A72,4.0,A93,A101,2.0,A121,35.0,A143,A152,1.0,A171,1.0,A191,A201,1
A14,21.0,A34,A42,2288.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A192,A201,1
A13,10.0,A34,A43,1347.0,A65,A74,4.0,A93,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,10.0,A32,A40,1364.0,A61,A73,2.0,A92,A101,4.0,A123,64.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A34,A40,1255.0,A61,A75,4.0,A93,A101,4.0,A121,61.0,A143,A152,2.0,A172,1.0,A191,A201,1
A11,12.0,A32,A43,701.0,A61,A73,4.0,A94,A101,2.0,A121,40.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,24.0,A34,A42,3777.0,A64,A73,4.0,A93,A101,4.0,A121,50.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,15.0,A34,A43,1471.0,A61,A73,4.0,A93,A101,4.0,A124,35.0,A143,A153,2.0,A173,1.0,A192,A201,1
A14,24.0,A32,A40,1474.0,A62,A72,4.0,A94,A101,3.0,A121,33.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,15.0,A34,A43,1459.0,A61,A73,4.0,A92,A101,2.0,A123,43.0,A143,A152,1.0,A172,1.0,A191,A201,1
A13,24.0,A34,A43,3148.0,A65,A73,3.0,A93,A101,2.0,A123,31.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,12.0,A32,A42,763.0,A61,A73,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,15.0,A33,A42,960.0,A64,A74,3.0,A92,A101,2.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,14.0,A33,A40,802.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,24.0,A32,A41,2670.0,A61,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A174,1.0,A192,A201,1
A13,6.0,A32,A42,2116.0,A61,A73,2.0,A93,A101,2.0,A121,41.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A32,A41,3488.0,A62,A74,3.0,A92,A101,4.0,A123,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A33,A42,4151.0,A62,A73,2.0,A93,A101,3.0,A122,35.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,36.0,A34,A40,3535.0,A61,A74,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,9.0,A32,A42,1388.0,A61,A73,4.0,A92,A101,2.0,A121,26.0,A143,A151,1.0,A173,1.0,A191,A201,1
A13,30.0,A34,A43,3017.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A40,1884.0,A61,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,24.0,A34,A43,2684.0,A61,A73,4.0,A93,A101,2.0,A121,35.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,18.0,A34,A42,1817.0,A61,A73,4.0,A92,A101,2.0,A124,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,717.0,A61,A75,4.0,A93,A101,4.0,A121,52.0,A143,A152,3.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,1376.0,A63,A74,4.0,A92,A101,1.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A34,A40,2022.0,A61,A73,4.0,A92,A101,4.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,12.0,A32,A40,6078.0,A61,A74,2.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,2404.0,A61,A73,2.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A32,A42,2515.0,A61,A73,3.0,A93,A101,4.0,A121,43.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,18.0,A34,A41,3850.0,A61,A74,3.0,A93,A101,1.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,12.0,A32,A40,1330.0,A61,A72,4.0,A93,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A30,A42,2759.0,A61,A75,2.0,A93,A101,4.0,A122,34.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,36.0,A32,A49,7409.0,A65,A75,3.0,A93,A101,2.0,A122,37.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,776.0,A61,A73,4.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,1934.0,A61,A75,2.0,A93,A101,2.0,A124,26.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,1657.0,A61,A73,2.0,A93,A101,2.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,3105.0,A65,A72,4.0,A93,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,36.0,A32,A43,4473.0,A61,A75,4.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,1413.0,A61,A73,4.0,A94,A101,2.0,A122,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,804.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A33,A45,1555.0,A64,A75,4.0,A93,A101,4.0,A124,55.0,A143,A153,2.0,A173,2.0,A191,A201,2
A11,24.0,A31,A40,1193.0,A61,A71,1.0,A92,A102,4.0,A124,29.0,A143,A151,2.0,A171,1.0,A191,A201,2
A12,60.0,A31,A410,14782.0,A62,A75,3.0,A92,A101,4.0,A124,60.0,A141,A153,2.0,A174,1.0,A192,A201,2
A13,10.0,A32,A40,1240.0,A62,A75,1.0,A92,A101,4.0,A124,48.0,A143,A153,1.0,A172,2.0,A191,A201,2
A12,30.0,A32,A40,2150.0,A61,A73,4.0,A92,A103,2.0,A124,24.0,A141,A152,1.0,A173,1.0,A191,A201,2
A11,60.0,A32,A49,7297.0,A61,A75,4.0,A93,A102,4.0,A124,36.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,18.0,A31,A40,6458.0,A61,A75,2.0,A93,A101,4.0,A124,39.0,A141,A152,2.0,A174,2.0,A192,A201,2
A12,36.0,A32,A42,9034.0,A62,A72,4.0,A93,A102,1.0,A124,29.0,A143,A151,1.0,A174,1.0,A192,A201,2
A11,18.0,A32,A43,1882.0,A61,A73,4.0,A92,A101,4.0,A123,25.0,A141,A151,2.0,A173,1.0,A191,A201,2
A11,36.0,A34,A42,6229.0,A61,A72,4.0,A92,A102,4.0,A124,23.0,A143,A151,2.0,A172,1.0,A192,A201,2
A12,18.0,A34,A40,1056.0,A61,A75,3.0,A93,A103,3.0,A121,30.0,A141,A152,2.0,A173,1.0,A191,A201,2
A11,33.0,A34,A42,4281.0,A63,A73,1.0,A92,A101,4.0,A123,23.0,A143,A152,2.0,A173,1.0,A191,A201,2
A11,6.0,A32,A40,14896.0,A61,A75,1.0,A93,A101,4.0,A124,68.0,A141,A152,1.0,A174,1.0,A192,A201,2
A14,24.0,A32,A43,5943.0,A65,A72,1.0,A92,A101,1.0,A123,44.0,A143,A152,2.0,A173,1.0,A192,A201,2
A12,24.0,A32,A41,11560.0,A61,A73,1.0,A92,A101,4.0,A123,23.0,A143,A151,2.0,A174,1.0,A191,A201,2
A13,30.0,A33,A49,1908.0,A61,A75,4.0,A93,A101,4.0,A121,66.0,A143,A152,1.0,A174,1.0,A192,A201,2
A11,12.0,A31,A43,2149.0,A61,A73,4.0,A91,A101,1.0,A124,29.0,A143,A153,1.0,A173,1.0,A191,A201,2
A12,9.0,A34,A46,1501.0,A61,A75,2.0,A92,A101,3.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,2
A11,6.0,A31,A46,1198.0,A61,A75,4.0,A92,A101,4.0,A124,35.0,A143,A153,1.0,A173,1.0,A191,A201,2
A13,18.0,A32,A42,2864.0,A61,A73,2.0,A93,A101,1.0,A121,34.0,A143,A152,1.0,A172,2.0,A191,A201,2
A14,36.0,A34,A42,7127.0,A61,A72,2.0,A92,A101,4.0,A122,23.0,A143,A151,2.0,A173,1.0,A192,A201,2
A12,15.0,A30,A40,1778.0,A61,A72,2.0,A92,A101,1.0,A121,26.0,A143,A151,2.0,A171,1.0,A191,A201,2
A14,48.0,A32,A49,4844.0,A61,A71,3.0,A93,A101,2.0,A123,33.0,A141,A151,1.0,A174,1.0,A192,A201,2
A11,24.0,A32,A40,1371.0,A65,A73,4.0,A92,A101,4.0,A121,25.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,42.0,A33,A43,4370.0,A61,A74,3.0,A93,A101,2.0,A122,26.0,A141,A152,2.0,A173,2.0,A192,A201,2
A12,24.0,A32,A43,2039.0,A61,A72,1.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,24.0,A33,A43,1024.0,A61,A72,4.0,A94,A101,4.0,A121,48.0,A142,A152,1.0,A173,1.0,A191,A201,2
A11,12.0,A34,A40,4843.0,A61,A75,3.0,A93,A102,4.0,A122,43.0,A143,A151,2.0,A173,1.0,A192,A201,2
A11,30.0,A32,A45,11998.0,A61,A72,1.0,A91,A101,1.0,A124,34.0,A143,A152,1.0,A172,1.0,A192,A201,2
A11,48.0,A30,A42,7119.0,A61,A73,3.0,A93,A101,4.0,A124,53.0,A143,A153,2.0,A173,2.0,A191,A201,2
A14,36.0,A34,A40,7855.0,A61,A73,4.0,A92,A101,2.0,A121,25.0,A142,A152,2.0,A173,1.0,A192,A201,2
A11,24.0,A32,A40,915.0,A65,A75,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,A201,2
A12,54.0,A30,A49,15945.0,A61,A72,3.0,A93,A101,4.0,A124,58.0,A143,A151,1.0,A173,1.0,A192,A201,2
A13,21.0,A34,A46,2319.0,A61,A72,2.0,A91,A101,1.0,A123,33.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,15.0,A30,A40,950.0,A61,A75,4.0,A93,A101,3.0,A123,33.0,A143,A151,2.0,A173,2.0,A191,A201,2
A14,36.0,A32,A42,3349.0,A61,A73,4.0,A92,A101,2.0,A123,28.0,A143,A152,1.0,A174,1.0,A192,A201,2
A11,60.0,A33,A49,6836.0,A61,A75,3.0,A93,A101,4.0,A124,63.0,A143,A152,2.0,A173,1.0,A192,A201,2
A12,24.0,A32,A41,4113.0,A63,A72,3.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1.0,A191,A201,2
A11,45.0,A30,A49,11816.0,A61,A75,2.0,A93,A101,4.0,A123,29.0,A143,A151,2.0,A173,1.0,A191,A201,2
A12,24.0,A32,A40,2718.0,A61,A73,3.0,A92,A101,4.0,A122,20.0,A143,A151,1.0,A172,1.0,A192,A201,2
A11,24.0,A32,A42,3345.0,A61,A75,4.0,A93,A101,2.0,A122,39.0,A143,A151,1.0,A174,1.0,A192,A201,2
A14,18.0,A33,A42,1808.0,A61,A74,4.0,A92,A101,1.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,18.0,A32,A43,2600.0,A61,A73,4.0,A93,A101,4.0,A124,65.0,A143,A153,2.0,A173,1.0,A191,A201,2
