@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
-1.19,-1.32,-1.0
-1.12,-1.17,-1.0
-1.04,-1.07,-1.0
-0.981,-1.04,-1.0
-1.0,-0.885,-1.0
-0.827,-0.757,-1.0
-0.828,-0.839,-1.0
-0.756,-0.943,-1.0
-0.724,-0.973,-1.0
-0.638,-0.752,-1.0
-0.706,-0.697,-1.0
-0.672,-0.601,-1.0
-0.518,-0.914,-1.0
-0.512,-0.954,-1.0
-0.405,-1.09,-1.0
-0.381,-1.08,-1.0
-0.47,-1.12,-1.0
-0.487,-1.19,-1.0
-0.389,-1.32,-1.0
-0.278,-1.32,-1.0
-0.26,-1.23,-1.0
-0.276,-1.19,-1.0
-0.212,-1.18,-1.0
-0.264,-1.14,-1.0
-0.347,-1.15,-1.0
-0.389,-1.2,-1.0
-0.524,-1.09,-1.0
-0.634,-1.15,-1.0
-0.594,-1.21,-1.0
-0.753,-1.25,-1.0
-0.777,-1.33,-1.0
-0.836,-1.36,-1.0
-0.851,-1.26,-1.0
-0.943,-1.26,-1.0
-0.974,-1.43,-1.0
-0.78,-1.37,-1.0
-0.796,-1.63,-1.0
-0.934,-1.58,-1.0
-1.01,-1.53,-1.0
-0.567,-1.7,-1.0
-0.335,-1.69,-1.0
-0.268,-1.52,-1.0
-0.242,-1.47,-1.0
-0.22,-1.38,-1.0
-0.19,-1.42,-1.0
-0.148,-1.37,-1.0
-0.127,-1.33,-1.0
-0.0936,-1.28,-1.0
-0.12,-1.22,-1.0
-0.0476,-1.24,-1.0
-0.0373,-1.32,-1.0
-0.0128,-1.27,-1.0
-0.0175,-1.21,-1.0
-0.0785,-1.16,-1.0
0.00564,-1.14,-1.0
0.0291,-1.12,-1.0
0.0624,-1.05,-1.0
0.0927,-1.02,-1.0
0.117,-1.07,-1.0
0.0893,-1.1,-1.0
0.0343,-1.18,-1.0
0.0386,-1.26,-1.0
0.0726,-1.31,-1.0
0.177,-1.37,-1.0
0.198,-1.41,-1.0
0.0963,-1.38,-1.0
-0.0117,-1.34,-1.0
-0.00816,-1.38,-1.0
-0.0611,-1.4,-1.0
-0.0776,-1.35,-1.0
-0.172,-1.31,-1.0
-0.35,-1.49,-1.0
-0.441,-1.45,-1.0
-0.52,-1.52,-1.0
-0.0958,-1.66,-1.0
0.143,-1.56,-1.0
0.215,-1.66,-1.0
0.132,-1.49,-1.0
0.032,-1.5,-1.0
-0.0656,-1.57,-1.0
-0.107,-1.5,-1.0
-0.0145,-1.15,-1.0
-0.0397,-1.09,-1.0
-0.0172,-1.03,-1.0
0.0179,-1.01,-1.0
-0.00626,-0.959,-1.0
0.00865,-0.918,-1.0
0.0886,-0.844,-1.0
-0.0418,-1.02,-1.0
-0.058,-0.904,-1.0
0.25,-1.1,-1.0
0.301,-1.17,-1.0
0.24,-1.14,-1.0
0.403,-0.997,-1.0
0.303,-0.94,-1.0
0.291,-0.795,-1.0
-0.165,-0.697,-1.0
-0.412,-0.689,-1.0
-1.21,-0.934,-1.0
-1.19,-1.03,-1.0
-1.1,-1.24,-1.0
-1.02,-1.19,-1.0
-1.08,-1.3,-1.0
-2.07,0.0318,-1.0
-2.32,0.0861,-1.0
-2.41,0.26,-1.0
-2.01,0.439,-1.0
-1.95,0.614,-1.0
-1.94,0.832,-1.0
-1.82,0.885,-1.0
-1.4,0.553,-1.0
-1.98,0.345,-1.0
-2.84,-0.177,-1.0
-0.214,1.76,-1.0
-0.0674,1.85,-1.0
0.0745,1.78,-1.0
-0.0677,1.74,-1.0
0.121,1.63,-1.0
0.129,1.52,-1.0
0.0551,1.34,-1.0
0.557,1.38,-1.0
0.0545,2.0,-1.0
0.284,2.37,-1.0
-0.222,2.47,-1.0
0.44,-0.778,-1.0
0.517,-0.931,-1.0
0.527,-1.02,-1.0
0.404,-1.1,-1.0
0.48,-1.15,-1.0
0.48,-1.1,-1.0
0.538,-1.25,-1.0
0.538,-1.39,-1.0
0.44,-0.936,-1.0
2.36,1.5,1.0
2.44,1.37,1.0
2.46,1.23,1.0
2.33,1.21,1.0
2.37,1.14,1.0
2.62,1.12,1.0
2.6,0.951,1.0
2.23,0.895,1.0
2.07,1.02,1.0
1.74,0.964,1.0
1.64,1.12,1.0
1.35,1.1,1.0
1.35,1.33,1.0
1.34,1.44,1.0
1.24,1.45,1.0
1.09,1.49,1.0
1.11,1.33,1.0
1.25,1.2,1.0
0.921,1.12,1.0
0.636,1.34,1.0
0.535,1.46,1.0
0.431,1.64,1.0
0.328,1.71,1.0
0.269,1.62,1.0
0.224,1.75,1.0
0.427,1.77,1.0
0.561,1.74,1.0
0.646,1.82,1.0
0.452,1.95,1.0
0.137,1.94,1.0
-0.077,1.87,1.0
-0.132,1.68,1.0
-0.24,1.72,1.0
-0.283,1.88,1.0
-0.074,1.97,1.0
0.0605,2.06,1.0
0.169,1.86,1.0
-0.102,1.57,1.0
0.0844,1.72,1.0
0.219,1.59,1.0
0.316,1.43,1.0
0.478,1.31,1.0
0.637,1.55,1.0
0.74,1.53,1.0
0.826,1.5,1.0
0.996,1.46,1.0
1.2,1.54,1.0
1.41,1.63,1.0
1.59,1.72,1.0
1.76,1.48,1.0
1.77,1.35,1.0
1.91,1.37,1.0
2.0,1.28,1.0
1.97,1.41,1.0
2.17,1.45,1.0
2.21,1.21,1.0
2.32,1.32,1.0
2.81,1.3,1.0
2.13,1.16,1.0
1.95,1.09,1.0
1.87,1.19,1.0
1.66,1.3,1.0
1.57,1.43,1.0
1.51,1.59,1.0
1.54,1.24,1.0
0.896,1.58,1.0
0.942,1.83,1.0
1.0,1.69,1.0
0.641,1.72,1.0
0.565,1.56,1.0
0.713,2.04,1.0
-0.0839,1.0,1.0
-0.114,0.846,1.0
-0.241,0.774,1.0
-0.369,0.692,1.0
-0.397,0.563,1.0
-0.291,0.561,1.0
-0.233,0.593,1.0
-0.219,0.524,1.0
-0.254,0.403,1.0
-0.409,0.349,1.0
-0.472,0.411,1.0
-0.484,0.615,1.0
-0.451,0.723,1.0
-0.522,0.877,1.0
-0.613,0.775,1.0
-0.639,0.68,1.0
-0.818,0.654,1.0
-0.679,0.536,1.0
-0.685,0.459,1.0
-0.825,0.481,1.0
-0.974,0.511,1.0
-0.916,0.397,1.0
-0.838,0.356,1.0
-0.742,0.36,1.0
-0.768,0.209,1.0
-0.719,0.242,1.0
-0.522,0.206,1.0
-0.473,0.085,1.0
-0.424,0.0207,1.0
-0.453,-0.0737,1.0
-0.314,0.0194,1.0
-0.201,0.0726,1.0
-0.0666,0.0656,1.0
0.0107,0.0258,1.0
-0.00329,-0.0777,1.0
-0.0897,-0.115,1.0
-0.159,-0.12,1.0
-0.215,-0.217,1.0
-0.211,-0.334,1.0
-0.253,-0.406,1.0
-0.121,-0.498,1.0
-0.103,-0.414,1.0
-0.139,-0.363,1.0
-0.0468,-0.332,1.0
0.0109,-0.378,1.0
0.115,-0.443,1.0
0.214,-0.45,1.0
0.281,-0.4,1.0
0.195,-0.296,1.0
0.175,-0.345,1.0
0.249,-0.451,1.0
0.402,-0.39,1.0
0.355,-0.222,1.0
0.303,-0.143,1.0
0.247,-0.233,1.0
0.0968,-0.225,1.0
-0.107,-0.232,1.0
-0.279,-0.0928,1.0
-0.179,-0.0492,1.0
-0.129,-0.061,1.0
-0.0238,0.000407,1.0
0.18,-0.0627,1.0
0.0554,-0.139,1.0
0.135,0.0532,1.0
0.271,0.0595,1.0
0.251,0.171,1.0
0.112,0.238,1.0
0.252,0.258,1.0
0.271,0.38,1.0
0.236,0.443,1.0
0.289,0.598,1.0
0.175,0.652,1.0
0.0984,0.629,1.0
-0.00294,0.513,1.0
-0.0932,0.472,1.0
-0.214,0.38,1.0
-0.158,0.358,1.0
-0.305,0.194,1.0
-0.336,0.182,1.0
-0.341,0.0621,1.0
-0.219,0.128,1.0
-0.166,0.165,1.0
-0.0876,0.255,1.0
-0.0237,0.303,1.0
0.0256,0.228,1.0
0.141,0.0947,1.0
0.351,-0.0402,1.0
0.409,-0.0572,1.0
0.501,0.0553,1.0
0.408,0.0673,1.0
0.408,0.0179,1.0
0.451,-0.00833,1.0
0.545,-0.165,1.0
0.575,-0.19,1.0
0.603,-0.108,1.0
0.661,0.0147,1.0
0.587,0.0331,1.0
0.562,0.172,1.0
0.465,0.283,1.0
0.473,0.339,1.0
0.395,0.423,1.0
0.369,0.49,1.0
0.423,0.598,1.0
0.521,0.56,1.0
0.595,0.546,1.0
0.993,0.397,1.0
0.796,0.423,1.0
0.587,0.322,1.0
0.321,0.299,1.0
0.327,0.17,1.0
0.426,0.194,1.0
0.671,0.181,1.0
0.707,0.0524,1.0
0.785,0.0481,1.0
0.841,-0.0776,1.0
0.782,-0.139,1.0
0.767,-0.248,1.0
0.886,-0.292,1.0
0.93,-0.375,1.0
0.762,-0.334,1.0
0.587,-0.311,1.0
0.524,-0.231,1.0
0.484,-0.427,1.0
0.622,-0.546,1.0
0.614,-0.705,1.0
0.497,-0.671,1.0
0.377,-0.643,1.0
0.405,-0.555,1.0
0.262,-0.538,1.0
0.316,-0.601,1.0
0.418,-0.711,1.0
0.534,-0.763,1.0
0.455,-0.869,1.0
0.298,-0.829,1.0
0.139,-0.803,1.0
-0.0254,-0.79,1.0
-0.264,-0.768,1.0
-0.172,-0.676,1.0
-0.198,-0.536,1.0
-0.427,-0.485,1.0
-0.394,-0.338,1.0
-0.541,-0.332,1.0
-0.645,-0.238,1.0
-0.651,-0.159,1.0
-0.693,-0.113,1.0
-0.768,-0.0166,1.0
-0.737,-0.0677,1.0
-0.849,-0.187,1.0
-0.834,-0.258,1.0
-0.877,-0.401,1.0
-0.812,-0.411,1.0
-0.699,-0.359,1.0
-0.576,-0.463,1.0
-0.566,-0.563,1.0
-0.553,-0.687,1.0
-0.403,-0.636,1.0
-0.491,-0.429,1.0
-0.651,-0.528,1.0
-0.763,-0.573,1.0
-0.891,-0.617,1.0
-0.93,-0.502,1.0
-0.836,-0.507,1.0
-0.648,-0.713,1.0
-0.561,-0.787,1.0
-0.818,-0.69,1.0
-0.786,-0.64,1.0
-0.636,-0.988,1.0
-0.0275,-0.582,1.0
0.133,-0.568,1.0
-0.0434,-0.442,1.0
-0.292,-0.224,1.0
-0.394,-0.253,1.0
-0.532,-0.179,1.0
-0.543,7.62e-05,1.0
-0.404,0.178,1.0
-0.328,0.232,1.0
-0.33,0.301,1.0
-0.146,0.132,1.0
0.103,0.329,1.0
0.113,0.462,1.0
-0.0618,0.358,1.0
-0.0307,0.678,1.0
0.19,0.969,1.0
0.27,0.696,1.0
0.785,0.158,1.0
0.916,0.144,1.0
1.08,0.148,1.0
1.23,-0.0582,1.0
1.42,-0.208,1.0
1.32,-0.311,1.0
1.19,-0.319,1.0
1.05,-0.362,1.0
1.14,-0.209,1.0
0.966,-0.199,1.0
0.899,-0.235,1.0
0.686,-0.19,1.0
0.554,-0.454,1.0
0.703,-0.583,1.0
0.801,-0.639,1.0
0.889,-0.566,1.0
1.02,-0.549,1.0
1.22,-0.607,1.0
1.32,-0.616,1.0
1.36,-0.732,1.0
1.4,-0.874,1.0
1.53,-1.05,1.0
1.36,-1.06,1.0
1.21,-1.02,1.0
1.18,-0.917,1.0
1.08,-0.996,1.0
1.01,-0.984,1.0
0.947,-0.888,1.0
0.83,-0.939,1.0
0.743,-1.01,1.0
0.667,-1.01,1.0
0.576,-1.05,1.0
0.564,-1.13,1.0
0.76,-1.16,1.0
0.862,-1.24,1.0
0.974,-1.32,1.0
0.976,-1.39,1.0
0.875,-1.47,1.0
0.996,-1.7,1.0
1.19,-1.67,1.0
1.23,-1.55,1.0
1.15,-1.52,1.0
1.24,-1.33,1.0
1.13,-1.27,1.0
1.26,-1.25,1.0
1.23,-1.2,1.0
1.11,-1.1,1.0
1.04,-1.13,1.0
0.902,-1.08,1.0
0.926,-1.17,1.0
1.09,-1.37,1.0
1.29,-1.43,1.0
1.47,-1.29,1.0
1.39,-1.11,1.0
1.58,-1.29,1.0
1.44,-1.52,1.0
1.45,-1.78,1.0
1.31,-1.81,1.0
1.23,-2.2,1.0
1.53,-1.81,1.0
0.811,-1.65,1.0
0.883,-1.0,1.0
0.878,-0.856,1.0
0.874,-0.769,1.0
0.952,-0.782,1.0
1.03,-0.805,1.0
1.05,-0.655,1.0
1.16,-0.768,1.0
1.2,-0.68,1.0
1.35,-0.387,1.0
1.16,-0.458,1.0
1.05,-0.467,1.0
0.82,-0.514,1.0
0.779,-0.815,1.0
0.704,-0.906,1.0
0.297,-1.11,1.0
0.157,-0.652,1.0
0.142,-0.698,1.0
-0.895,-1.07,1.0
-0.971,-0.906,1.0
-1.05,-0.832,1.0
-1.21,-0.785,1.0
-1.24,-0.706,1.0
-1.25,-0.656,1.0
-1.11,-0.653,1.0
-1.07,-0.552,1.0
-1.09,-0.463,1.0
-1.18,-0.522,1.0
-1.24,-0.497,1.0
-1.25,-0.576,1.0
-1.35,-0.688,1.0
-1.53,-0.665,1.0
-1.55,-0.61,1.0
-1.43,-0.546,1.0
-1.39,-0.474,1.0
-1.33,-0.392,1.0
-1.38,-0.32,1.0
-1.42,-0.36,1.0
-1.52,-0.368,1.0
-1.63,-0.363,1.0
-1.68,-0.51,1.0
-1.66,-0.56,1.0
-1.53,-0.466,1.0
-1.51,-0.27,1.0
-1.44,-0.225,1.0
-1.38,-0.149,1.0
-1.44,-0.0746,1.0
-1.49,-0.00325,1.0
-1.44,0.0919,1.0
-1.31,0.118,1.0
-1.28,-0.00494,1.0
-1.07,0.00513,1.0
-1.02,-0.0308,1.0
-0.903,-0.0822,1.0
-0.903,0.101,1.0
-0.957,0.039,1.0
-1.02,-0.146,1.0
-1.01,-0.211,1.0
-0.904,-0.203,1.0
-1.12,-0.297,1.0
-1.03,-0.422,1.0
-1.14,-0.245,1.0
-1.28,-0.259,1.0
-1.36,-0.258,1.0
-1.33,-0.12,1.0
-1.22,-0.107,1.0
-1.15,-0.0498,1.0
-1.1,0.135,1.0
-1.17,0.222,1.0
-1.31,0.239,1.0
-1.17,0.126,1.0
-0.99,0.231,1.0
-1.11,0.308,1.0
-0.935,0.321,1.0
-0.867,0.214,1.0
-0.776,0.127,1.0
-0.95,0.144,1.0
-1.2,0.4,1.0
-1.09,0.437,1.0
-1.17,0.564,1.0
-0.977,0.639,1.0
-1.02,0.899,1.0
-0.581,0.582,1.0
-0.616,0.413,1.0
-0.665,0.357,1.0
-0.528,0.296,1.0
-0.804,0.396,1.0
-1.07,0.534,1.0
-1.5,0.282,1.0
-1.55,0.121,1.0
-1.93,-0.0856,1.0
-1.85,-0.347,1.0
-1.72,-0.41,1.0
-1.87,-0.451,1.0
-2.04,-0.584,1.0
-2.13,-0.347,1.0
-1.67,-0.212,1.0
-1.67,-0.00451,1.0
-1.51,-0.196,1.0
-1.43,0.0281,1.0
-1.42,0.592,1.0
-1.74,-0.521,1.0
-1.76,-0.632,1.0
-1.71,-0.653,1.0
-1.59,-0.68,1.0
-1.59,-0.766,1.0
-1.7,-0.845,1.0
-1.84,-0.846,1.0
-1.79,-0.954,1.0
-1.86,-0.963,1.0
-1.92,-1.06,1.0
