@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
1.38,0.877,-1.0
-0.214,1.58,-1.0
0.91,0.665,-1.0
1.05,0.453,-1.0
-0.443,1.86,-1.0
0.774,0.617,-1.0
-0.151,1.66,-1.0
-0.0297,-1.58,-1.0
-2.0,0.403,-1.0
0.424,0.471,-1.0
-0.886,-1.27,-1.0
1.82,-0.643,-1.0
1.03,0.805,-1.0
-0.981,-1.04,-1.0
-1.19,0.814,-1.0
0.666,-1.52,-1.0
-1.06,-1.24,-1.0
-0.372,-1.11,-1.0
-1.08,-1.17,-1.0
-0.506,-1.09,-1.0
-0.432,-1.34,-1.0
0.121,-1.3,-1.0
-0.334,-1.34,-1.0
-0.391,1.03,-1.0
1.14,-0.114,-1.0
0.424,-0.84,-1.0
-0.612,-1.42,-1.0
-0.294,-1.54,-1.0
0.212,1.81,-1.0
-1.12,1.1,-1.0
-0.499,-0.766,-1.0
0.73,-0.37,-1.0
-0.305,1.18,-1.0
-0.729,1.37,-1.0
0.479,1.48,-1.0
-0.964,-1.17,-1.0
1.52,0.315,-1.0
-0.218,-0.882,-1.0
-0.783,-1.33,-1.0
-0.536,1.13,-1.0
-0.243,-1.24,-1.0
0.139,-1.01,-1.0
-1.16,0.381,-1.0
0.981,0.0921,-1.0
0.137,-0.862,-1.0
1.27,-0.159,-1.0
-0.0262,-1.18,-1.0
-0.101,-0.765,-1.0
1.3,0.196,-1.0
-1.58,0.272,-1.0
-0.0127,-1.12,-1.0
-0.475,-1.02,-1.0
1.38,1.27,-1.0
1.11,0.205,-1.0
-1.53,0.501,-1.0
0.391,-1.42,-1.0
-0.0656,1.24,-1.0
0.379,1.36,-1.0
0.249,-1.46,-1.0
-0.674,0.842,-1.0
-0.721,1.19,-1.0
0.695,0.651,-1.0
-0.012,1.42,-1.0
1.71,-0.289,-1.0
-1.21,1.27,-1.0
1.13,1.48,-1.0
-0.539,-1.21,-1.0
-0.388,-1.08,-1.0
-1.14,1.08,-1.0
0.0852,-0.852,-1.0
-0.391,1.32,-1.0
-0.621,-1.12,-1.0
0.552,0.942,-1.0
0.639,-0.815,-1.0
0.777,0.312,-1.0
-0.234,-0.974,-1.0
-0.483,1.16,-1.0
-1.55,0.588,-1.0
-0.644,-0.78,-1.0
1.08,0.683,-1.0
-1.37,0.928,-1.0
0.263,-1.48,-1.0
1.3,0.186,-1.0
0.82,1.83,-1.0
-0.865,-1.1,-1.0
1.21,0.306,-1.0
-0.693,0.953,-1.0
-0.421,-1.09,-1.0
-0.829,1.06,-1.0
-1.25,0.985,-1.0
-0.0659,-1.33,-1.0
0.544,1.41,-1.0
-0.803,-0.782,-1.0
-0.315,-1.3,-1.0
2.03,-0.427,-1.0
1.08,0.72,-1.0
0.246,-0.767,-1.0
0.314,1.84,-1.0
0.63,-1.23,-1.0
0.813,1.06,-1.0
1.66,0.239,-1.0
0.215,-1.66,-1.0
-0.1,-1.05,-1.0
1.43,-0.366,-1.0
-0.177,-1.12,-1.0
-2.37,-0.01,-1.0
-1.46,1.2,-1.0
2.34,-1.25,-1.0
-0.236,-1.54,-1.0
2.22,-2.04,-1.0
-0.496,1.41,-1.0
-0.836,-1.36,-1.0
0.448,0.71,-1.0
-0.754,1.19,-1.0
1.03,0.0331,-1.0
-0.437,-0.984,-1.0
0.615,0.558,-1.0
1.09,0.299,-1.0
-0.0117,-1.34,-1.0
0.931,0.783,-1.0
-0.397,1.32,-1.0
-1.7,0.869,-1.0
-0.381,1.41,-1.0
-1.07,0.707,-1.0
-0.529,-1.02,-1.0
0.289,1.01,-1.0
1.49,-0.886,-1.0
-0.736,-1.14,-1.0
1.43,0.498,-1.0
-0.2,-1.02,-1.0
1.45,0.273,-1.0
-1.57,0.378,-1.0
0.67,0.784,-1.0
0.707,1.37,-1.0
0.0578,-1.32,-1.0
-0.63,0.949,-1.0
-0.926,0.916,-1.0
-1.19,-1.32,-1.0
0.123,-1.24,-1.0
0.675,-1.53,-1.0
0.387,1.71,-1.0
-1.49,0.415,-1.0
0.284,2.31,-1.0
1.12,0.293,-1.0
-0.843,1.4,-1.0
0.179,-1.04,-1.0
1.12,1.01,-1.0
0.517,-0.931,-1.0
0.598,0.484,-1.0
-0.816,0.562,-1.0
0.463,0.935,-1.0
-0.0347,1.3,-1.0
0.405,1.93,-1.0
1.37,0.625,-1.0
-0.815,1.18,-1.0
1.03,-0.0835,-1.0
-0.767,-1.2,-1.0
1.93,0.165,-1.0
1.01,0.677,-1.0
-0.502,-1.04,-1.0
0.833,0.653,-1.0
1.05,0.219,-1.0
-0.267,-0.896,-1.0
-0.285,1.39,-1.0
0.455,0.877,-1.0
0.919,0.798,-1.0
1.3,0.739,-1.0
-0.27,-1.28,-1.0
1.18,-0.789,-1.0
-0.852,1.32,-1.0
-0.834,1.48,-1.0
-1.07,0.963,-1.0
-0.665,1.23,-1.0
1.5,0.637,-1.0
-0.921,-1.19,-1.0
0.104,-1.04,-1.0
-0.756,-0.943,-1.0
-0.78,-1.37,-1.0
-1.04,1.33,-1.0
0.176,1.23,-1.0
-1.12,-1.17,-1.0
-0.138,-1.03,-1.0
-0.258,-1.06,-1.0
-0.139,-1.27,-1.0
1.74,-0.143,-1.0
-1.59,0.176,-1.0
-1.2,-1.19,-1.0
1.22,0.423,-1.0
0.84,1.42,-1.0
-1.64,0.572,-1.0
-0.347,-1.13,-1.0
0.933,0.716,-1.0
-1.04,-1.08,-1.0
-1.68,0.398,-1.0
1.57,-0.0908,-1.0
1.21,0.151,-1.0
-0.467,-1.51,-1.0
1.18,1.49,-1.0
0.844,1.22,-1.0
-1.62,0.593,-1.0
-0.206,-1.15,-1.0
0.238,1.74,-1.0
-0.314,-0.919,-1.0
-1.53,0.658,-1.0
-0.071,1.63,-1.0
0.996,0.225,-1.0
0.407,-0.94,-1.0
-1.03,0.654,-1.0
1.25,-0.322,-1.0
1.5,0.541,-1.0
-1.13,0.654,-1.0
1.6,0.0487,-1.0
-0.457,-0.983,-1.0
1.43,0.147,-1.0
0.552,1.04,-1.0
1.5,0.0442,-1.0
-0.0715,1.41,-1.0
-0.58,1.34,-1.0
-0.634,-1.15,-1.0
0.14,1.25,-1.0
-0.37,1.48,-1.0
0.786,0.859,-1.0
0.809,0.741,-1.0
-1.1,0.817,-1.0
-0.753,-1.08,-1.0
0.547,1.15,-1.0
-0.449,1.04,-1.0
-0.85,0.963,-1.0
0.357,0.647,-1.0
-0.813,-1.23,-1.0
0.207,-1.38,-1.0
-1.63,0.524,-1.0
0.217,-1.21,-1.0
1.27,0.301,-1.0
-0.123,1.86,-1.0
1.85,-0.377,-1.0
-1.51,0.481,-1.0
1.55,-0.0305,-1.0
-2.09,0.604,-1.0
-0.999,0.906,-1.0
0.0545,2.0,-1.0
-1.93,0.96,-1.0
1.71,0.0217,-1.0
1.23,-0.0997,-1.0
1.47,0.486,-1.0
1.22,-0.159,-1.0
-0.618,-1.2,-1.0
-0.405,-1.09,-1.0
-1.58,0.807,-1.0
-0.539,-1.39,-1.0
-0.433,-1.13,-1.0
0.39,-1.2,-1.0
-0.508,1.48,-1.0
1.09,1.21,-1.0
-0.187,-1.38,-1.0
0.823,1.04,-1.0
1.26,0.799,-1.0
-1.42,0.83,-1.0
0.445,-1.38,-1.0
-0.593,-1.58,-1.0
-0.786,-1.33,-1.0
1.18,0.913,-1.0
1.05,0.397,-1.0
-1.33,0.897,-1.0
-0.953,1.06,-1.0
-0.459,-1.11,-1.0
0.213,-0.752,-1.0
-0.28,-1.3,-1.0
0.877,0.161,-1.0
-0.878,-1.16,-1.0
1.66,-0.384,-1.0
-0.037,-1.35,-1.0
-0.31,-1.27,-1.0
0.127,1.22,-1.0
1.83,0.452,-1.0
0.657,1.05,-1.0
0.471,2.03,-1.0
0.308,-1.06,-1.0
-0.125,-1.48,-1.0
0.637,1.25,-1.0
0.328,1.28,-1.0
1.29,0.153,-1.0
0.395,0.0856,-1.0
-2.0,-0.0624,-1.0
1.5,-0.993,-1.0
1.3,-0.028,-1.0
1.19,0.812,-1.0
-0.462,-0.707,-1.0
-2.41,0.26,-1.0
-0.924,1.45,-1.0
-0.239,-1.17,-1.0
1.46,0.651,-1.0
1.44,0.898,-1.0
-0.418,-1.26,-1.0
-0.0697,1.56,-1.0
-0.461,-1.07,-1.0
-0.514,-1.07,-1.0
0.306,-1.13,-1.0
-0.446,-0.861,-1.0
-0.377,-0.973,-1.0
-0.734,-1.09,-1.0
1.4,0.746,-1.0
0.0194,-1.13,-1.0
1.26,0.462,-1.0
-1.54,0.643,-1.0
-1.1,-1.13,-1.0
1.26,1.72,-1.0
-0.0674,1.85,-1.0
-0.621,1.16,-1.0
-0.292,1.32,-1.0
-0.49,1.25,-1.0
-0.0554,-1.28,-1.0
-1.75,0.318,-1.0
-0.0789,-1.35,-1.0
0.497,2.23,-1.0
0.589,0.714,-1.0
0.543,0.913,-1.0
0.847,1.4,-1.0
1.03,0.28,-1.0
1.5,-0.38,-1.0
-0.414,-1.28,-1.0
0.784,0.972,-1.0
-0.218,2.09,-1.0
0.656,0.844,-1.0
0.552,2.05,-1.0
0.385,-0.744,-1.0
-0.451,1.72,-1.0
1.27,-0.519,-1.0
1.36,-0.412,-1.0
-0.366,-0.882,-1.0
-0.0541,-1.31,-1.0
-0.22,-1.38,-1.0
0.0991,-1.05,-1.0
0.858,0.399,-1.0
-0.508,-1.7,-1.0
0.99,0.771,-1.0
-0.152,-1.11,-1.0
1.29,-0.151,-1.0
0.917,0.525,-1.0
0.823,-1.21,-1.0
-0.515,0.976,-1.0
0.183,-1.21,-1.0
0.856,0.669,-1.0
-0.122,-0.808,-1.0
0.07,1.7,-1.0
1.36,0.86,-1.0
-0.711,-1.13,-1.0
0.443,1.54,-1.0
0.0551,1.34,-1.0
-0.276,1.05,-1.0
0.624,1.1,-1.0
0.851,1.46,-1.0
0.792,0.988,-1.0
0.758,-1.45,-1.0
-1.67,1.1,-1.0
-0.567,-1.14,-1.0
1.52,0.356,-1.0
0.386,-0.997,-1.0
0.812,0.708,-1.0
-1.94,0.832,-1.0
-0.899,-1.38,-1.0
-0.843,-1.08,-1.0
0.907,0.191,-1.0
1.12,0.612,-1.0
0.237,-1.26,-1.0
1.71,-0.945,-1.0
1.06,0.763,-1.0
-0.343,-1.39,-1.0
-1.97,0.611,-1.0
-0.568,-0.873,-1.0
-0.439,-0.961,-1.0
-1.24,1.0,-1.0
-1.67,0.809,-1.0
0.985,0.114,-1.0
0.708,0.961,-1.0
-1.7,-0.087,-1.0
0.712,0.837,-1.0
-0.595,1.09,-1.0
-0.758,-1.21,-1.0
0.554,1.19,-1.0
-0.501,-1.43,-1.0
-0.463,-1.2,-1.0
-0.226,-1.06,-1.0
-1.14,1.16,-1.0
1.04,0.93,-1.0
1.07,0.0877,-1.0
1.25,-0.118,-1.0
0.368,-0.856,-1.0
-0.527,-1.38,-1.0
0.786,0.945,-1.0
1.57,-0.389,-1.0
-1.01,1.07,-1.0
0.176,1.94,-1.0
-0.776,-1.26,-1.0
-0.583,-1.35,-1.0
-1.0,-1.22,-1.0
1.29,-0.391,-1.0
1.34,-0.261,-1.0
1.28,0.902,-1.0
-0.0263,-1.35,-1.0
-0.211,-0.637,-1.0
-0.856,-1.31,-1.0
-0.676,1.3,-1.0
0.497,1.27,-1.0
-1.46,0.657,-1.0
-0.861,-0.972,-1.0
0.283,-1.56,-1.0
1.83,0.349,-1.0
0.483,-1.23,-1.0
1.47,0.574,-1.0
0.769,0.855,-1.0
-0.254,-1.37,-1.0
0.262,-0.673,-1.0
0.0533,-1.02,-1.0
1.78,0.272,-1.0
1.19,0.309,-1.0
-0.116,1.26,-1.0
-0.954,-1.19,-1.0
-0.11,-0.911,-1.0
-0.734,0.881,-1.0
-1.04,1.19,-1.0
-1.43,1.25,-1.0
2.06,-0.893,-1.0
-1.19,-1.03,-1.0
-0.0527,-0.746,-1.0
-0.566,-1.62,-1.0
0.0328,1.22,-1.0
-0.22,-1.12,-1.0
-1.21,-0.934,-1.0
0.354,-1.19,-1.0
-0.436,-0.954,-1.0
1.39,0.262,-1.0
-0.497,-1.29,-1.0
0.826,0.744,-1.0
0.134,-1.06,-1.0
-0.989,0.48,-1.0
-0.756,-0.679,-1.0
0.999,0.811,-1.0
-1.2,0.659,-1.0
-1.47,0.52,-1.0
1.88,0.325,-1.0
0.682,1.5,-1.0
1.87,-0.239,-1.0
-0.192,1.66,-1.0
0.162,-0.791,-1.0
-0.0388,-0.984,-1.0
-0.145,1.67,-1.0
1.28,-0.236,-1.0
0.0604,1.64,-1.0
0.563,0.661,-1.0
0.00453,1.47,-1.0
-0.833,-1.23,-1.0
-0.386,1.5,-1.0
0.472,1.37,-1.0
-0.455,0.868,-1.0
-0.45,-1.59,-1.0
-0.452,-1.22,-1.0
-0.00816,-1.38,-1.0
-0.501,1.1,-1.0
-0.824,0.858,-1.0
0.0681,-0.76,-1.0
-0.605,-1.52,-1.0
-0.256,1.52,-1.0
-0.295,-1.27,-1.0
-0.00515,1.75,-1.0
0.784,1.39,-1.0
0.0886,-0.844,-1.0
-0.021,-1.09,-1.0
0.675,0.886,-1.0
-0.826,0.682,-1.0
0.357,-1.07,-1.0
0.571,-1.53,-1.0
-0.496,1.03,-1.0
1.71,-0.424,-1.0
-0.342,-1.31,-1.0
-1.96,0.445,-1.0
0.874,1.79,-1.0
-0.476,-1.49,-1.0
0.088,-1.25,-1.0
-0.472,-1.16,-1.0
0.805,1.21,-1.0
0.126,-0.865,-1.0
0.0538,-1.01,-1.0
0.0544,-1.59,-1.0
-0.31,1.45,-1.0
-0.851,-1.26,-1.0
-1.04,-1.07,-1.0
0.271,-1.28,-1.0
-1.1,-1.17,-1.0
-0.253,-0.809,-1.0
0.422,2.33,-1.0
0.899,0.538,-1.0
1.4,0.377,-1.0
0.157,-0.934,-1.0
-0.893,-1.27,-1.0
0.359,1.52,-1.0
-0.766,1.06,-1.0
0.538,-1.25,-1.0
1.01,0.48,-1.0
1.22,-0.0466,-1.0
-0.3,-1.04,-1.0
0.0154,-1.41,-1.0
0.68,0.702,-1.0
-0.542,1.12,-1.0
-2.56,-0.0784,-1.0
1.05,0.776,-1.0
-0.833,-0.569,-1.0
0.329,1.11,-1.0
0.0529,1.52,-1.0
0.975,0.809,-1.0
1.22,0.541,-1.0
-0.593,1.28,-1.0
1.02,0.72,-1.0
-0.826,-0.966,-1.0
0.827,0.755,-1.0
-0.325,-1.32,-1.0
-0.486,-0.887,-1.0
0.995,-1.63,1.0
0.303,-0.143,1.0
-1.34,-1.05,1.0
0.399,-0.594,1.0
-1.39,-0.451,1.0
-1.73,-1.32,1.0
-0.964,0.108,1.0
-2.14,-1.59,1.0
0.16,-0.616,1.0
-1.13,0.193,1.0
-0.757,0.298,1.0
-0.0238,0.000407,1.0
2.16,1.16,1.0
-0.556,-0.505,1.0
0.837,1.75,1.0
-1.26,-0.296,1.0
0.0725,0.596,1.0
-1.97,-0.271,1.0
1.07,-0.985,1.0
-1.97,-1.72,1.0
0.115,1.41,1.0
-0.558,0.572,1.0
-0.463,0.0231,1.0
0.615,-0.0228,1.0
0.875,-1.47,1.0
-1.25,-0.286,1.0
0.764,-0.804,1.0
-1.93,-0.315,1.0
0.369,0.49,1.0
-1.44,-0.505,1.0
0.384,-0.314,1.0
0.604,-0.709,1.0
-0.0618,0.358,1.0
-0.952,0.000432,1.0
-0.907,0.416,1.0
0.201,0.0024,1.0
0.913,-1.6,1.0
0.956,0.558,1.0
-1.14,-0.927,1.0
0.913,-0.318,1.0
0.667,1.92,1.0
0.283,0.394,1.0
0.666,1.36,1.0
0.235,0.772,1.0
0.0219,-0.388,1.0
-1.49,-0.221,1.0
-0.899,0.0621,1.0
1.96,1.28,1.0
0.566,-0.977,1.0
-1.33,-0.647,1.0
0.641,1.72,1.0
0.207,0.0304,1.0
1.64,1.53,1.0
-1.85,-0.35,1.0
-1.89,-1.7,1.0
0.315,-0.182,1.0
1.35,-0.387,1.0
1.26,-0.912,1.0
-1.07,-0.306,1.0
-1.45,-1.14,1.0
1.54,1.75,1.0
-0.516,0.831,1.0
-0.821,-0.855,1.0
0.221,0.946,1.0
-0.103,-0.414,1.0
1.01,1.82,1.0
-0.914,0.425,1.0
-1.26,-0.503,1.0
1.31,-1.72,1.0
0.996,-1.7,1.0
-1.11,-0.653,1.0
-1.37,-0.904,1.0
2.32,1.3,1.0
-0.541,-0.65,1.0
-1.55,0.121,1.0
0.156,0.152,1.0
-0.175,0.0644,1.0
-0.581,-0.182,1.0
0.714,-1.08,1.0
-1.58,-0.798,1.0
-1.7,-0.845,1.0
1.18,-0.335,1.0
-1.73,-0.242,1.0
0.27,0.0491,1.0
-1.65,-0.723,1.0
1.45,-1.03,1.0
1.01,-0.437,1.0
1.24,-1.33,1.0
0.832,-1.29,1.0
-1.81,-1.21,1.0
-0.957,0.848,1.0
-0.0281,-0.323,1.0
-0.318,0.317,1.0
-0.973,-0.047,1.0
1.15,1.49,1.0
-0.637,0.942,1.0
0.637,0.00536,1.0
0.097,-0.593,1.0
-0.8,-0.282,1.0
0.83,-0.939,1.0
0.381,1.61,1.0
2.41,1.26,1.0
-1.77,-0.923,1.0
-0.44,0.298,1.0
1.2,-0.754,1.0
0.759,0.0328,1.0
0.44,0.399,1.0
1.53,-1.81,1.0
0.472,0.289,1.0
0.0107,0.0258,1.0
-1.48,-1.23,1.0
-0.436,0.821,1.0
0.115,-0.443,1.0
2.12,0.978,1.0
0.427,1.77,1.0
-0.679,-0.0957,1.0
-0.103,0.0369,1.0
0.978,-1.33,1.0
0.731,1.74,1.0
-0.707,-0.568,1.0
1.8,1.36,1.0
-1.04,-0.131,1.0
-1.81,-0.543,1.0
-1.6,-1.32,1.0
-2.03,-1.65,1.0
-0.198,-0.661,1.0
1.78,1.19,1.0
1.23,-0.146,1.0
0.722,-0.975,1.0
-1.44,-0.0746,1.0
-0.763,-0.573,1.0
0.43,-0.654,1.0
-1.52,-0.658,1.0
-1.18,0.0302,1.0
-0.167,-0.633,1.0
1.23,-2.2,1.0
-1.23,-1.3,1.0
-2.06,-1.23,1.0
-0.153,1.97,1.0
1.12,-1.22,1.0
1.18,1.36,1.0
0.371,-0.589,1.0
-0.882,-0.582,1.0
1.02,-0.625,1.0
-1.08,0.356,1.0
0.725,-0.99,1.0
0.823,-0.248,1.0
0.105,-0.208,1.0
1.27,-0.573,1.0
0.544,-0.842,1.0
0.747,-1.05,1.0
-0.222,0.259,1.0
0.0256,0.228,1.0
0.457,0.191,1.0
1.4,-0.874,1.0
-1.03,-0.95,1.0
0.258,0.309,1.0
1.26,-0.328,1.0
-0.814,0.23,1.0
0.171,1.59,1.0
0.976,-1.53,1.0
-0.353,1.98,1.0
0.911,-0.832,1.0
0.0368,-0.239,1.0
-1.94,-0.761,1.0
0.767,-0.248,1.0
-0.21,0.11,1.0
1.25,-1.38,1.0
0.108,-0.304,1.0
1.23,0.0999,1.0
-1.21,-0.733,1.0
-0.364,1.7,1.0
-0.747,-0.509,1.0
0.307,0.12,1.0
-0.201,0.596,1.0
0.635,0.559,1.0
1.41,-0.808,1.0
2.45,1.25,1.0
1.19,-1.34,1.0
-0.301,1.82,1.0
-1.96,-1.09,1.0
-1.57,-1.47,1.0
-0.451,0.775,1.0
1.48,1.01,1.0
0.277,-0.324,1.0
1.09,1.49,1.0
-1.23,-0.308,1.0
0.646,-0.932,1.0
1.29,-1.43,1.0
0.0438,0.536,1.0
0.908,1.48,1.0
-1.33,-0.0457,1.0
1.45,-1.25,1.0
0.171,-0.502,1.0
-0.241,-0.374,1.0
-1.07,-0.616,1.0
-0.839,0.111,1.0
0.689,-0.187,1.0
-0.597,0.232,1.0
-0.749,0.0101,1.0
1.24,-0.687,1.0
0.729,1.49,1.0
-1.22,0.0836,1.0
0.74,1.35,1.0
-1.21,-1.16,1.0
-0.937,-0.086,1.0
-0.138,-0.0524,1.0
-1.7,-0.554,1.0
0.961,-1.33,1.0
-0.23,2.0,1.0
-0.0615,0.299,1.0
2.43,1.39,1.0
0.238,-0.551,1.0
1.93,1.41,1.0
-2.07,-0.521,1.0
-0.492,0.124,1.0
-1.75,-1.27,1.0
1.05,-1.11,1.0
-1.51,-0.276,1.0
-1.46,0.0829,1.0
-1.4,-0.107,1.0
1.41,1.63,1.0
-0.337,0.559,1.0
-0.0962,0.19,1.0
-0.107,-0.232,1.0
0.0235,-0.18,1.0
0.465,0.283,1.0
-0.95,0.144,1.0
-0.875,0.591,1.0
-1.35,-1.19,1.0
-1.24,-0.352,1.0
0.396,1.81,1.0
0.85,-0.829,1.0
0.704,-0.91,1.0
-0.0652,0.631,1.0
0.321,0.393,1.0
0.896,1.58,1.0
-0.851,0.189,1.0
1.56,-0.367,1.0
-0.781,-0.113,1.0
1.02,-0.261,1.0
2.69,1.12,1.0
1.19,-1.33,1.0
0.406,-0.707,1.0
2.13,1.16,1.0
0.629,-0.617,1.0
0.0109,-0.378,1.0
0.753,1.89,1.0
1.1,-0.364,1.0
-0.311,0.995,1.0
-0.669,0.51,1.0
1.03,1.55,1.0
0.358,-0.887,1.0
-0.394,-0.338,1.0
-0.961,-0.102,1.0
1.26,-0.553,1.0
-0.724,0.215,1.0
1.23,-0.0582,1.0
-0.565,-0.0822,1.0
0.0745,-0.607,1.0
1.16,-0.357,1.0
-1.84,-1.64,1.0
0.0919,-0.154,1.0
0.247,0.41,1.0
0.996,1.46,1.0
0.0968,-0.225,1.0
0.552,-1.07,1.0
-0.403,-0.488,1.0
-0.341,-0.0358,1.0
0.424,0.547,1.0
2.12,1.1,1.0
-0.54,-0.601,1.0
-0.202,0.712,1.0
0.292,-0.159,1.0
0.214,-0.45,1.0
-1.51,-0.248,1.0
0.689,-0.506,1.0
-1.94,-1.03,1.0
0.903,-0.339,1.0
0.133,2.04,1.0
-1.08,-0.0594,1.0
-1.32,0.0399,1.0
-0.488,-0.566,1.0
-0.206,-0.0207,1.0
0.587,-0.311,1.0
1.67,0.974,1.0
-1.24,-0.706,1.0
1.1,-1.17,1.0
-0.209,0.345,1.0
-0.139,0.132,1.0
0.00914,0.431,1.0
-1.02,-0.469,1.0
-0.747,0.468,1.0
-0.325,0.388,1.0
-1.13,-1.08,1.0
-0.472,-0.0198,1.0
2.57,0.989,1.0
-1.28,-0.471,1.0
-1.43,-0.546,1.0
-1.46,-0.891,1.0
-1.81,-0.994,1.0
0.833,-0.593,1.0
-1.53,-0.665,1.0
-0.543,7.62e-05,1.0
0.834,-0.177,1.0
2.21,1.02,1.0
0.73,-0.99,1.0
1.59,1.72,1.0
-0.187,-0.267,1.0
1.17,-1.39,1.0
2.43,1.31,1.0
0.205,-0.471,1.0
-0.387,0.104,1.0
0.25,0.466,1.0
-1.31,0.0708,1.0
-1.39,-0.118,1.0
1.22,-1.46,1.0
-0.0897,-0.115,1.0
0.2,-0.609,1.0
-0.744,0.196,1.0
-0.219,0.524,1.0
-0.852,-0.298,1.0
-1.11,-0.44,1.0
-0.178,-0.551,1.0
1.51,1.52,1.0
0.816,0.306,1.0
1.07,-1.38,1.0
0.377,-0.643,1.0
0.625,1.38,1.0
-0.914,0.317,1.0
-0.016,-0.448,1.0
0.418,0.616,1.0
0.369,0.428,1.0
-1.56,-0.329,1.0
-2.03,-1.23,1.0
1.01,-0.935,1.0
-0.237,-0.0378,1.0
-0.815,0.334,1.0
0.00275,-0.0555,1.0
-0.853,-0.254,1.0
-1.03,-0.858,1.0
0.762,0.125,1.0
-0.0237,0.303,1.0
-0.208,0.332,1.0
-1.55,-0.663,1.0
0.271,-0.0382,1.0
-1.64,-0.562,1.0
0.0981,0.465,1.0
-1.67,-0.00451,1.0
-0.461,0.343,1.0
-1.63,-1.41,1.0
0.621,1.48,1.0
-0.996,-0.984,1.0
-1.13,-0.0634,1.0
1.8,1.53,1.0
0.0486,-0.389,1.0
-0.714,-0.161,1.0
0.824,0.587,1.0
0.805,-0.237,1.0
-0.119,2.06,1.0
2.2,1.14,1.0
0.683,-0.0347,1.0
-0.715,0.0859,1.0
0.817,-0.941,1.0
1.67,-1.77,1.0
-0.129,-0.061,1.0
-0.507,0.357,1.0
1.63,-2.16,1.0
-0.176,-0.207,1.0
0.159,0.586,1.0
1.33,-1.71,1.0
-1.21,0.357,1.0
1.91,1.37,1.0
-0.537,-0.223,1.0
-0.972,0.473,1.0
-0.322,0.535,1.0
0.347,0.414,1.0
0.941,-0.789,1.0
-0.0895,1.65,1.0
-1.08,-0.868,1.0
-1.1,0.145,1.0
-1.07,0.534,1.0
-1.54,-0.643,1.0
0.0271,1.83,1.0
-1.77,-0.592,1.0
-0.628,0.601,1.0
-0.566,-0.563,1.0
0.613,-0.211,1.0
0.209,-0.455,1.0
0.261,0.214,1.0
-0.792,-0.132,1.0
0.00921,-0.00839,1.0
0.37,-0.0513,1.0
1.12,-0.659,1.0
1.05,-0.723,1.0
1.97,1.41,1.0
0.928,-0.102,1.0
-0.99,0.231,1.0
1.43,-0.816,1.0
-1.64,-1.27,1.0
-1.87,-1.17,1.0
-0.243,1.76,1.0
1.44,-1.7,1.0
-0.113,-0.197,1.0
-1.58,-0.842,1.0
2.03,1.1,1.0
0.617,-0.0096,1.0
-0.787,-0.113,1.0
2.41,0.946,1.0
-1.63,-0.363,1.0
-0.102,-0.306,1.0
-0.391,-0.547,1.0
1.24,-1.33,1.0
-0.193,-0.288,1.0
0.714,-1.19,1.0
0.637,1.55,1.0
0.942,1.83,1.0
-0.623,-0.737,1.0
-1.4,-0.183,1.0
-0.91,-0.607,1.0
-1.27,-0.673,1.0
0.336,0.611,1.0
0.387,-0.000653,1.0
