@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1.378,1.088,0.484,-0.126,0.229,0
1.282,0.719,-0.128,0.117,0.115,0
1.083,0.761,-0.153,0.076,0.055,0
1.2,0.979,-0.232,0.129,0.101,0
1.454,1.226,-0.265,0.1,-0.054,0
1.568,1.44,-0.223,0.129,-0.079,0
1.204,1.729,-0.281,0.175,-0.086,0
0.958,1.627,-0.302,0.193,-0.089,0
0.628,1.575,-0.285,0.148,-0.066,0
0.285,1.467,-0.452,0.243,-0.106,0
0.308,1.825,-0.458,0.35,-0.122,0
0.345,2.155,-0.48,0.318,-0.109,0
0.532,1.963,-0.355,0.191,-0.122,0
0.738,1.981,-0.297,0.193,-0.118,0
0.79,2.192,-0.436,0.264,-0.166,0
0.935,2.334,-0.451,0.253,-0.131,0
1.116,2.458,-0.385,0.228,-0.124,0
1.138,2.163,-0.383,0.261,-0.189,0
1.022,1.836,-0.349,0.236,-0.167,0
0.842,1.87,-0.342,0.327,-0.338,0
0.644,1.852,-0.505,0.213,-0.115,0
0.839,2.26,-0.402,0.244,0.172,0
0.651,2.36,-0.503,0.291,0.148,0
0.308,2.612,-0.517,0.271,0.174,0
0.288,2.901,-0.434,0.25,0.164,0
0.501,3.293,-0.55,0.312,0.375,0
0.488,3.365,-0.445,0.36,0.689,0
0.38,2.927,-0.502,0.367,0.594,0
0.391,2.897,-0.59,0.371,0.953,0
0.345,2.885,-0.651,0.618,1.117,0
0.557,2.494,-0.423,0.309,1.185,0
0.951,2.417,-0.392,0.438,0.924,0
1.051,2.749,-0.42,0.301,0.619,0
0.959,2.757,-0.421,0.513,0.83,0
0.53,2.976,-0.61,0.683,0.671,0
1.549,2.597,-0.462,0.523,0.313,0
1.295,2.849,-0.41,0.284,0.382,0
1.065,2.259,-0.485,0.252,0.343,0
1.262,2.093,-0.414,0.213,0.166,0
1.404,2.192,-0.376,0.249,0.188,0
1.065,1.975,-0.349,0.217,0.126,0
0.74,2.32,-0.321,0.208,0.15,0
0.326,2.129,-0.537,0.353,0.0,0
0.364,2.186,-0.535,0.215,0.149,0
0.375,2.555,-0.47,0.26,0.0,0
0.231,2.251,-0.457,0.322,-0.184,0
0.626,2.386,-0.481,0.321,-0.136,0
0.319,2.535,-0.471,0.428,-0.146,0
0.403,2.671,-0.537,0.357,-0.154,0
0.479,2.502,-0.599,0.323,-0.15,0
0.511,2.783,-0.523,0.345,-0.156,0
0.665,2.972,-0.438,0.256,-0.126,0
0.719,2.628,-0.487,0.253,-0.233,0
0.737,2.504,-0.467,0.255,-0.257,0
0.348,2.567,-0.397,0.297,-0.383,0
0.555,2.197,-0.337,0.199,-0.146,0
0.463,2.106,-0.409,-0.187,-0.098,0
0.642,2.074,-0.419,-0.181,-0.104,0
0.626,2.343,-0.449,-0.212,-0.12,0
0.5,2.247,-0.468,-0.176,-0.099,0
0.455,2.401,-0.457,-0.242,-0.123,0
0.468,2.591,-0.455,-0.238,-0.121,0
0.533,2.581,-0.595,-0.227,-0.123,0
0.541,2.888,-0.673,-0.254,-0.152,0
0.528,3.087,-0.664,-0.29,-0.186,0
0.69,2.921,-0.568,-0.222,-0.139,0
0.638,3.104,-0.52,-0.249,-0.125,0
0.641,2.998,-0.526,-0.204,-0.144,0
0.816,3.026,-0.454,-0.198,-0.133,0
0.89,2.748,-0.415,-0.176,-0.121,0
0.77,2.735,-0.464,-0.19,-0.145,0
0.864,2.73,-0.456,-0.199,-0.122,0
0.674,2.842,-0.383,-0.161,-0.127,0
0.307,2.782,-0.427,-0.206,-0.138,0
0.311,2.639,-0.463,-0.193,-0.265,0
0.445,2.413,-0.593,-0.228,-0.133,0
0.68,2.254,-0.532,-0.215,0.0,0
0.83,1.972,-0.46,-0.185,0.0,0
0.869,2.037,-0.464,-0.176,-0.103,0
0.909,2.261,-0.479,-0.195,-0.109,0
0.987,2.4,-0.491,-0.164,-0.109,0
1.062,2.243,-0.394,-0.199,-0.175,0
1.074,2.424,-0.399,-0.197,-0.142,0
1.063,2.585,-0.415,-0.175,-0.116,0
1.141,2.928,-0.455,-0.207,-0.138,0
1.318,2.763,-0.478,-0.173,-0.125,0
1.246,2.402,-0.509,-0.18,0.0,0
0.837,2.421,-0.601,-0.271,-0.136,0
0.476,2.54,-0.447,-0.222,0.0,0
0.623,2.432,-0.495,-0.203,0.186,0
0.562,2.911,-0.433,-0.224,0.187,0
0.363,2.737,-0.383,-0.185,0.169,0
0.729,2.246,-0.346,-0.176,-0.113,0
0.982,2.136,-0.403,-0.151,-0.105,0
0.705,1.8,-0.386,-0.152,-0.086,0
0.62,1.695,-0.579,-0.232,-0.163,0
0.429,1.794,-0.342,-0.179,-0.119,0
0.55,1.931,-0.482,-0.207,-0.128,0
0.636,1.985,-0.362,-0.162,0.0,0
0.65,2.187,-0.387,-0.179,0.181,0
0.807,2.227,-0.556,-0.225,0.161,0
1.168,2.156,-0.289,-0.122,0.109,0
1.183,1.857,-0.264,-0.114,0.095,0
0.985,1.684,-0.277,-0.146,0.113,0
0.89,1.42,-0.319,-0.097,0.09,0
1.068,1.601,-0.283,-0.132,-0.066,0
1.151,1.498,-0.238,-0.104,0.086,0
1.16,1.236,-0.238,-0.093,-0.058,0
1.023,1.009,-0.209,-0.085,-0.06,0
1.215,1.101,-0.241,-0.082,-0.06,0
1.179,1.328,-0.231,-0.093,-0.064,0
1.746,1.608,-0.257,-0.123,-0.071,0
1.408,1.792,-0.344,-0.124,-0.081,0
1.524,1.948,-0.282,-0.127,-0.097,0
1.143,1.855,-0.449,-0.163,-0.106,0
0.598,1.583,-0.355,-0.152,-0.075,0
0.723,1.59,-0.364,-0.139,0.101,0
0.791,1.38,-0.238,-0.12,0.0,0
0.73,1.373,-0.254,-0.109,-0.058,0
0.417,1.5,-0.407,-0.153,-0.103,0
0.305,1.632,-0.338,-0.131,-0.088,0
0.404,2.028,-0.358,-0.176,-0.096,0
0.335,2.197,-0.365,-0.168,-0.104,0
0.284,1.381,-0.306,-0.147,0.116,0
0.826,0.824,-0.271,-0.182,-0.131,0
0.942,0.966,-0.214,0.107,0.116,0
1.101,0.717,-0.101,0.068,-0.068,0
0.874,1.241,-0.282,0.175,-0.108,0
1.257,2.24,-0.391,0.233,-0.237,0
1.744,2.206,-0.476,0.225,-0.153,0
1.973,1.483,-0.319,0.222,-0.101,0
1.977,1.376,-0.303,0.236,-0.094,0
2.106,1.277,-0.176,0.182,-0.065,0
2.115,1.061,-0.146,0.115,-0.061,0
2.063,1.161,-0.167,0.103,0.107,0
2.134,0.884,-0.137,0.104,0.104,0
2.03,0.636,-0.098,0.078,0.056,0
2.324,0.65,-0.112,0.131,-0.052,0
2.391,0.639,-0.107,0.13,-0.053,0
2.377,0.65,-0.122,-0.071,0.047,0
2.168,0.402,-0.122,-0.083,-0.051,0
2.521,0.403,-0.107,0.1,-0.068,0
2.734,0.495,-0.106,0.07,0.051,0
3.042,0.472,-0.121,0.093,0.073,0
2.916,0.539,-0.126,0.125,-0.06,0
2.879,0.424,-0.107,0.08,-0.055,0
2.756,0.266,0.158,0.194,-0.063,0
2.667,0.33,0.189,0.226,-0.08,0
2.474,0.334,0.207,0.208,-0.063,0
2.444,0.273,0.139,0.156,-0.062,0
2.348,0.282,0.143,0.164,-0.065,0
2.521,0.476,0.192,0.147,-0.05,0
2.611,0.661,0.164,0.104,-0.053,0
2.493,0.61,0.189,0.163,0.102,0
2.607,0.359,0.12,0.093,0.087,0
2.342,0.498,0.256,0.1,0.076,0
1.846,0.467,0.155,0.114,0.107,0
1.929,0.828,0.178,0.163,0.159,0
1.988,0.97,0.184,0.141,0.128,0
2.4,0.627,0.19,0.172,-0.1,0
2.116,0.488,0.105,0.094,-0.05,0
1.952,0.499,0.188,0.151,-0.149,0
1.825,0.588,0.146,0.207,-0.123,0
1.903,0.797,0.211,0.146,-0.076,0
1.836,0.925,0.339,0.195,-0.137,0
1.889,1.009,0.479,0.366,-0.179,0
2.036,1.325,0.513,0.373,-0.135,0
2.203,1.252,0.462,0.437,-0.235,0
2.092,1.178,0.318,0.242,-0.067,0
2.055,1.155,0.3,0.227,-0.065,0
1.786,1.517,0.394,0.182,-0.125,0
1.466,1.697,0.485,0.283,-0.18,0
1.362,1.3,0.486,0.385,-0.276,0
1.517,1.186,0.444,0.248,-0.18,0
1.439,1.079,0.316,0.216,-0.099,0
1.162,0.738,0.243,0.208,-0.088,0
1.414,0.591,0.157,0.141,-0.205,0
1.453,0.562,0.181,0.148,-0.072,0
1.667,0.772,0.16,0.123,0.089,0
1.6,0.579,-0.091,0.082,0.073,0
1.464,0.726,-0.13,0.102,0.091,0
1.499,0.69,-0.089,-0.053,0.039,0
1.341,1.174,-0.283,-0.098,0.077,0
1.445,1.367,-0.285,-0.122,0.107,0
1.415,1.529,-0.248,-0.101,0.092,0
1.425,1.819,-0.248,-0.135,0.125,0
1.411,2.01,-0.329,-0.128,0.12,0
1.298,2.284,-0.325,-0.147,0.19,0
1.302,2.389,-0.356,-0.159,0.225,0
1.131,2.61,-0.358,-0.158,0.22,0
1.104,2.591,-0.38,-0.208,0.133,0
1.109,2.796,-0.443,-0.199,0.278,0
0.729,3.026,-0.471,-0.192,0.185,0
0.74,3.439,-0.486,-0.276,0.284,0
0.716,3.174,-0.412,-0.232,0.504,0
0.54,3.144,-0.665,-0.261,0.0,0
0.531,3.435,-0.592,-0.239,-0.165,0
0.43,3.32,-0.579,-0.24,-0.151,0
0.477,3.228,-0.618,-0.288,-0.154,0
0.635,3.127,-0.56,-0.274,-0.393,0
0.383,2.973,-0.529,-0.241,-0.153,0
0.438,3.303,-0.411,-0.186,-0.166,0
0.773,3.556,-0.662,-0.25,-0.14,0
1.117,2.55,-0.458,-0.222,-0.135,0
0.74,2.248,-0.622,-0.25,-0.145,0
1.453,2.15,-0.566,-0.182,-0.107,0
1.825,2.402,-0.333,-0.143,-0.097,0
1.724,2.823,-0.384,-0.127,-0.075,0
1.406,2.253,-0.535,-0.201,0.1,0
2.327,2.156,-0.272,-0.142,-0.084,0
1.687,1.914,-0.315,-0.148,-0.101,0
1.781,1.57,-0.209,-0.115,0.086,0
2.177,1.375,-0.208,-0.083,0.087,0
1.857,1.13,-0.19,-0.068,0.064,0
1.547,1.178,-0.218,0.128,0.071,0
1.24,0.875,-0.205,-0.078,0.067,0
1.666,1.872,-0.297,0.164,0.116,0
2.186,1.421,-0.367,-0.121,-0.085,0
2.463,1.019,-0.147,0.113,0.08,0
2.708,0.925,-0.223,-0.075,-0.05,0
2.708,0.54,-0.143,-0.084,0.139,0
2.657,0.441,-0.115,-0.08,0.066,0
3.055,0.508,-0.123,-0.075,-0.049,0
3.169,0.412,-0.148,-0.073,-0.045,0
3.223,0.698,-0.13,-0.061,-0.046,0
3.399,0.577,-0.143,-0.079,-0.047,0
3.393,0.377,-0.111,-0.077,-0.055,0
3.677,0.393,-0.159,-0.093,-0.059,0
3.665,0.822,-0.158,-0.087,-0.055,0
3.027,0.863,-0.149,0.099,0.063,0
3.132,0.557,-0.134,0.18,-0.066,0
3.222,0.51,-0.151,0.16,-0.06,0
2.88,0.332,0.196,0.084,0.108,0
3.115,0.571,0.235,-0.074,-0.043,0
2.84,0.694,0.395,-0.087,0.08,0
2.384,0.771,0.374,-0.118,-0.051,0
2.617,0.969,0.279,-0.087,-0.056,0
2.869,1.077,0.523,0.5,-0.134,0
3.306,0.653,0.313,0.669,-0.218,0
3.509,0.553,0.27,0.607,-0.161,0
3.66,0.423,0.357,0.362,-0.11,0
2.793,0.551,0.577,0.686,0.4,0
2.453,0.888,0.384,0.375,0.429,0
2.039,0.721,0.256,0.228,0.507,0
2.209,1.314,0.443,0.529,0.745,0
1.633,1.148,0.444,-0.309,1.274,0
0.683,1.585,0.878,-0.395,1.72,0
0.529,2.477,0.875,-0.484,1.482,0
0.737,2.989,0.968,-0.351,0.208,0
0.64,2.462,1.133,-0.335,0.0,0
0.518,2.759,0.91,-0.312,-0.166,0
0.637,2.952,0.826,-0.376,-0.135,0
0.901,2.767,0.829,-0.272,-0.148,0
0.626,2.139,1.102,-0.32,-0.167,0
0.699,1.752,1.249,-0.341,0.0,0
0.674,2.122,0.877,-0.249,-0.126,0
0.376,1.968,0.657,-0.275,-0.195,0
0.38,1.585,0.644,-0.244,-0.128,0
0.598,1.798,0.479,-0.177,0.0,0
0.805,2.64,0.795,-0.223,0.13,0
1.126,2.136,0.629,-0.165,-0.191,0
0.836,2.098,0.519,0.29,-0.207,0
0.511,2.031,0.578,0.271,-0.132,0
0.368,1.698,0.81,0.372,0.0,0
0.322,1.754,0.628,0.269,-0.096,0
0.334,1.781,0.698,0.284,-0.124,0
0.28,2.032,0.499,0.287,-0.125,0
0.347,2.408,0.624,0.347,-0.311,0
0.626,2.317,0.766,0.411,-0.305,0
0.73,2.527,0.681,0.426,-0.481,0
0.539,2.612,0.964,0.511,-0.192,0
0.651,2.655,0.991,0.575,-0.228,0
0.675,2.915,0.996,0.413,-0.177,0
0.635,3.054,0.796,0.31,0.201,0
0.598,2.389,0.797,0.305,0.19,0
0.337,2.682,0.701,0.317,0.194,0
0.369,3.048,0.828,0.7,0.0,0
0.42,2.394,1.358,0.675,0.0,0
0.614,2.482,1.234,0.553,-0.184,0
0.508,2.252,0.998,0.403,-0.207,0
0.293,2.304,1.019,0.505,-0.259,0
0.476,2.249,1.43,0.691,-0.217,0
0.466,2.279,1.825,0.778,-0.253,0
0.316,2.05,1.632,0.688,-0.285,0
0.272,1.776,1.417,0.504,-0.241,0
0.278,1.8,1.051,0.468,-0.191,0
0.216,1.59,1.132,0.486,-0.201,0
0.201,1.369,1.387,0.507,-0.177,0
0.221,1.265,1.291,0.504,-0.197,0
0.333,1.292,1.023,0.455,-0.199,0
0.412,1.283,0.82,0.425,-0.137,0
0.382,1.752,0.792,0.371,-0.183,0
0.36,1.966,0.718,0.319,-0.182,0
0.841,1.726,0.504,0.306,-0.309,0
1.12,1.599,0.512,0.329,-0.275,0
0.77,1.607,0.427,0.183,-0.079,0
0.892,1.534,0.287,0.118,0.069,0
0.425,1.439,0.424,0.275,0.0,0
0.293,1.714,0.461,0.22,-0.097,0
0.24,1.547,0.664,0.275,0.172,0
0.282,1.739,0.825,0.329,0.161,0
0.345,1.708,0.567,0.246,0.138,0
0.44,1.846,0.747,0.244,0.124,0
0.52,1.822,0.784,0.287,0.271,0
0.727,1.561,0.564,0.236,0.214,0
1.071,0.938,0.769,0.346,0.22,0
1.12,1.69,1.087,0.569,0.385,0
0.965,2.072,1.305,0.583,0.856,0
0.389,2.467,0.795,0.688,1.2,0
0.424,2.375,1.004,0.523,0.792,0
0.915,2.919,0.802,0.635,0.386,0
1.203,2.741,0.944,0.313,-0.141,0
1.351,2.481,1.044,0.572,-0.183,0
1.177,2.212,1.194,0.66,-0.401,0
0.518,2.673,1.493,0.691,-0.269,0
0.424,2.48,1.386,0.388,-0.194,0
0.401,1.813,1.245,0.505,-0.234,0
0.494,1.763,1.245,0.454,-0.188,0
0.412,1.815,1.17,0.509,0.0,0
0.179,1.489,1.166,0.601,0.0,0
0.213,1.448,0.992,0.338,0.0,0
0.231,0.987,0.538,0.437,0.0,0
0.11,0.469,0.73,0.647,0.0,0
0.165,0.496,0.467,0.781,0.0,0
0.059,0.251,0.388,0.535,0.0,0
0.053,0.203,0.194,0.483,0.0,0
0.073,0.357,0.324,0.477,0.0,0
0.121,0.718,0.396,0.716,0.0,0
0.131,0.617,0.545,0.897,0.0,0
0.072,0.265,0.359,1.007,0.0,0
0.068,0.272,0.47,1.286,0.0,0
0.144,0.335,0.474,1.668,0.0,0
0.185,0.484,0.789,1.838,0.0,0
0.128,0.434,0.509,2.041,0.0,0
0.115,0.528,1.125,2.296,0.0,0
0.122,0.434,1.069,2.338,0.0,0
0.135,0.606,1.343,2.28,0.0,0
0.128,0.621,1.433,2.052,0.0,0
0.119,0.807,1.294,1.762,0.0,0
0.089,0.616,1.451,1.569,0.0,0
0.27,0.959,1.687,1.705,0.0,0
0.144,0.713,1.753,1.197,0.0,0
0.229,1.112,1.99,1.062,0.0,0
0.187,1.346,1.791,0.679,0.0,0
-0.12,1.159,1.366,0.598,-0.285,0
0.39,1.25,1.613,0.694,-0.455,0
0.296,1.004,1.78,0.807,-0.361,0
0.267,1.309,1.846,0.741,-0.342,0
0.674,1.174,1.718,0.622,-0.205,0
0.352,1.147,1.63,0.647,-0.518,0
0.245,1.495,1.543,0.718,-0.4,0
0.414,2.107,1.243,0.686,0.0,0
0.533,2.235,0.944,0.496,0.0,0
0.274,2.028,0.992,0.406,0.0,0
0.48,2.104,0.591,0.517,-0.112,0
0.651,2.527,0.904,0.336,0.0,0
0.229,2.188,0.848,0.521,-0.24,0
0.295,1.883,1.139,0.84,-0.434,0
0.257,1.734,0.932,0.734,-0.291,0
0.195,1.537,1.311,0.581,0.0,0
0.273,2.018,1.768,0.697,0.0,0
0.313,2.116,1.494,0.734,0.318,0
0.277,1.607,1.06,0.436,0.32,0
0.281,2.246,0.648,0.255,0.281,0
0.278,2.433,1.106,0.58,0.271,0
-0.197,1.972,0.723,0.477,0.0,0
0.315,1.503,1.331,0.369,-0.164,0
0.325,1.077,1.168,0.769,-0.206,0
0.172,0.662,1.622,1.093,0.0,0
0.151,0.577,1.302,1.116,0.0,0
0.26,0.645,0.769,1.181,0.0,0
0.136,0.369,0.726,1.567,0.0,0
0.215,0.549,1.037,1.732,0.0,0
0.244,0.692,0.951,1.574,0.0,0
0.121,0.635,0.584,1.534,0.0,0
0.111,0.59,0.694,2.544,0.0,0
0.118,0.306,0.559,2.143,-0.666,0
0.256,0.33,0.62,2.29,-0.736,0
0.145,0.384,0.491,2.14,-0.834,0
0.14,0.369,0.453,2.025,-0.919,0
0.162,0.558,0.615,2.347,-0.777,0
0.259,0.381,0.92,2.362,-0.833,0
0.123,0.586,0.849,2.496,-0.797,0
0.105,0.526,1.282,2.081,-0.709,0
0.24,0.705,1.527,1.91,-0.567,0
0.185,0.447,1.278,1.595,-0.632,0
0.429,0.815,1.23,1.691,-0.496,0
0.545,0.513,1.504,1.904,-0.728,0
0.159,0.701,1.044,2.069,-0.623,0
0.256,0.594,0.877,2.069,-0.706,0
0.205,0.549,0.782,1.773,-0.534,0
0.205,0.629,0.904,1.653,-0.468,0
0.155,0.453,1.053,2.089,-0.71,0
0.363,0.4,0.848,1.914,-0.623,0
0.166,0.589,0.587,2.079,-0.769,0
0.078,0.353,0.424,1.574,-0.853,0
0.207,0.729,1.062,1.448,-0.469,0
0.108,0.464,1.302,1.08,-0.349,0
0.377,0.522,1.817,1.39,-0.38,0
0.197,0.858,1.924,1.41,-0.48,0
0.279,0.929,2.174,1.115,-0.46,0
0.222,1.017,2.425,1.076,-0.367,0
0.344,1.121,2.403,1.178,-0.41,0
0.436,0.822,2.479,1.382,-0.472,0
0.404,0.913,2.575,0.831,-0.295,0
0.516,1.509,2.2,0.783,-0.478,0
0.223,1.533,2.011,0.902,0.0,0
0.183,0.928,2.273,0.965,0.0,0
0.27,0.667,1.827,1.038,-0.456,0
0.126,0.732,2.17,0.872,-0.346,0
0.146,0.75,1.779,1.066,-0.592,0
0.249,0.553,1.892,1.658,-0.571,0
0.333,0.408,1.404,1.46,-0.751,0
-0.104,0.551,1.352,1.942,-0.836,0
0.215,1.196,0.913,1.121,-0.47,0
0.199,1.02,0.958,1.156,0.0,0
0.147,0.502,0.83,0.36,-0.184,0
0.09,0.324,0.286,0.468,-0.391,0
0.125,0.311,0.468,0.623,-0.857,0
0.316,1.224,1.043,0.494,-0.539,0
0.345,1.987,1.372,0.678,-0.254,0
0.679,2.033,1.022,1.162,-0.432,0
0.997,1.896,0.829,1.479,-0.4,0
0.736,2.36,0.522,1.439,-0.341,0
0.594,1.964,0.636,1.778,-0.508,0
0.619,3.052,0.601,0.951,-0.329,0
1.129,2.213,0.816,0.65,-0.436,0
0.492,1.782,1.24,0.448,0.192,0
0.499,1.066,1.695,0.682,0.402,0
0.325,0.758,2.099,0.746,0.405,0
0.394,0.968,2.311,1.118,0.58,0
0.368,0.889,2.206,1.105,0.432,0
0.25,0.5,2.194,0.831,0.616,0
0.245,0.484,1.991,0.879,0.608,0
0.291,0.858,1.77,0.806,0.509,0
0.228,0.471,1.647,1.183,0.704,0
0.238,0.454,1.589,1.38,0.692,0
0.372,0.48,1.904,1.296,0.809,0
0.359,0.601,1.712,0.928,0.925,0
0.316,0.736,1.614,1.259,1.062,0
0.247,0.645,0.797,1.719,0.977,0
0.096,0.326,0.449,1.419,1.145,0
0.083,0.345,0.349,1.171,1.321,0
0.216,0.365,0.371,0.981,1.464,0
0.135,0.267,0.421,1.007,1.695,0
0.141,0.345,0.36,0.969,1.855,0
0.203,0.532,0.642,0.922,2.4,0
0.236,0.373,0.415,1.402,2.043,0
0.253,0.406,0.468,1.568,1.673,0
0.12,0.311,0.426,1.818,1.201,0
0.119,0.298,0.627,1.522,0.934,0
0.245,0.569,0.456,0.971,1.058,0
0.1,0.405,0.58,0.849,0.939,0
0.096,0.61,0.542,0.591,0.749,0
0.116,0.318,0.43,0.708,1.304,0
0.076,0.356,0.355,0.497,1.253,0
0.167,0.364,0.556,0.324,0.804,0
0.089,0.706,0.663,0.406,0.447,0
0.324,1.276,0.55,0.378,0.385,0
0.103,0.459,0.986,0.0,0.0,0
0.538,1.064,1.516,-0.309,0.187,0
0.778,1.038,0.904,-0.317,-0.164,0
0.166,0.357,0.534,-0.32,0.0,0
0.055,0.259,0.32,-0.469,0.0,0
0.059,0.287,0.439,-0.522,0.0,0
0.131,0.316,0.492,-0.883,0.0,0
0.155,0.514,0.49,-0.625,0.0,0
0.102,0.564,0.579,-0.965,0.0,0
-0.181,0.649,1.491,-0.833,-0.411,0
0.189,1.314,1.156,-0.469,0.0,0
0.456,1.275,1.554,-0.418,-0.364,0
0.649,1.762,1.497,-0.448,-0.482,0
0.234,1.794,2.113,-0.749,-0.285,0
0.192,1.594,2.314,-0.694,0.0,0
-0.129,1.094,2.569,-0.844,-0.416,0
0.466,1.06,2.642,-0.676,-0.242,0
0.252,1.166,3.149,-0.726,-0.404,0
0.32,1.062,2.934,-0.96,-0.502,0
0.802,1.88,2.01,-0.49,0.0,0
0.256,2.111,1.173,-0.532,-0.244,0
0.342,2.526,0.737,-0.533,0.0,0
-0.363,1.817,1.007,-0.358,-0.279,0
0.139,1.504,1.462,-0.766,0.0,0
0.228,0.845,1.897,-0.56,-0.294,0
0.227,0.614,1.646,-1.219,-0.42,0
1.224,1.274,2.311,-0.488,-0.188,0
